,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,145.47300967183196,1163.7840773746557,0.6874127388000488,1,100,800,1.391803503036499,12.0,6.0,6.0,10,80,2.144991636276245
1,141.29676368296302,1130.3741094637041,1.3951430320739746,2,200,1600,3.03589129447937,14.0,7.0,7.0,10,80,4.553133010864258
2,148.09914367188637,1184.793149375091,2.070366382598877,3,300,2400,4.498248815536499,14.0,7.0,7.0,10,80,6.767230749130249
3,136.33535416181124,1090.68283329449,2.803851842880249,4,400,3200,5.953299522399902,14.0,7.0,7.0,10,80,9.02119493484497
4,167.89499197612975,1343.159935809038,3.3994622230529785,5,500,4000,7.291765928268433,14.0,7.0,7.0,10,80,11.029749155044556
5,169.08704852414314,1352.6963881931451,3.9908735752105713,6,600,4800,8.60730528831482,14.0,7.0,7.0,10,80,13.00777816772461
6,158.4101218015296,1267.280974412237,4.622146368026733,7,700,5600,10.043900728225708,14.0,7.0,7.0,10,80,15.159349918365479
7,150.84765634834147,1206.7812507867318,5.285066843032837,8,800,6400,11.316447257995605,14.0,7.0,7.0,10,80,17.173067092895508
8,147.1114202308086,1176.8913618464687,5.9648237228393555,9,900,7200,12.57762885093689,14.0,7.0,7.0,10,80,19.19438648223877
9,156.36886658310698,1250.9509326648558,6.604337215423584,10,1000,8000,13.97127914428711,14.0,7.0,7.0,10,80,21.300832509994507
10,169.0830268908796,1352.6642151270369,7.195762634277344,11,1100,8800,15.295883655548096,14.0,7.0,7.0,10,80,23.293272733688354
11,164.33216198670002,1314.6572958936001,7.804286241531372,12,1200,9600,16.60371971130371,14.0,7.0,7.0,10,80,25.290178298950195
12,181.67738358481452,1453.4190686785162,8.35471248626709,13,1300,10400,17.996241807937622,14.0,7.0,7.0,10,80,27.29381036758423
13,173.7800851021516,1390.2406808172127,8.930152416229248,14,1400,11200,19.374804973602295,14.0,7.0,7.0,10,80,29.327179193496704
14,165.6205503068536,1324.9644024548288,9.533942222595215,15,1500,12000,20.852038860321045,14.0,7.0,7.0,10,80,31.481022357940674
15,153.80867060120383,1230.4693648096306,10.18410062789917,16,1600,12800,22.362950086593628,14.0,7.0,7.0,10,80,33.71701002120972
16,154.5266316225373,1236.2130529802985,10.831238269805908,17,1700,13600,23.949498176574707,14.0,7.0,7.0,10,80,36.01420044898987
17,156.32037913702794,1250.5630330962235,11.47095012664795,18,1800,14400,25.629360914230347,16.0,8.0,8.0,10,80,38.4069139957428
18,150.80567684333454,1206.4454147466763,12.134055137634277,19,1900,15200,26.9563889503479,16.0,8.0,8.0,10,80,40.448904275894165
19,171.56820957783535,1372.5456766226828,12.71691370010376,20,2000,16000,28.55527687072754,16.0,8.0,8.0,10,80,42.71870803833008
20,190.12879680403694,1521.0303744322955,13.768832206726074,21,2200,17600,29.353278160095215,14.0,7.0,7.0,10,80,44.63347148895264
21,205.98395514059447,1647.8716411247558,14.739781618118286,22,2400,19200,30.123255014419556,10.0,5.0,5.0,10,80,46.43769383430481
22,165.39800397139382,1323.1840317711506,15.948986053466797,23,2600,20800,30.946513414382935,10.0,5.0,5.0,10,80,48.536253452301025
23,177.95525814582703,1423.6420651666162,17.072864055633545,24,2800,22400,31.7592875957489,10.0,5.0,5.0,10,80,50.539079904556274
24,177.59903424292253,1420.7922739433802,18.1989963054657,25,3000,24000,32.56252121925354,10.0,5.0,5.0,10,80,52.524447202682495
25,202.44460447488885,1619.5568357991108,19.186920881271362,26,3200,25600,33.30568504333496,12.0,6.0,6.0,10,80,54.31632041931152
26,217.5716581841138,1740.5732654729104,20.10615825653076,27,3400,27200,34.225258350372314,10.0,5.0,5.0,10,80,56.21836876869202
27,218.7646171531575,1750.11693722526,21.02038288116455,28,3600,28800,35.28391480445862,10.0,5.0,5.0,10,80,58.270509481430054
28,199.7886985143162,1598.3095881145296,22.021440505981445,29,3800,30400,36.22751832008362,10.0,5.0,5.0,10,80,60.28603196144104
29,200.4846846347323,1603.8774770778584,23.019022941589355,30,4000,32000,37.05906844139099,10.0,5.0,5.0,10,80,62.17742085456848
30,189.49495168545215,1515.9596134836172,24.07446002960205,31,4200,33600,38.061179399490356,10.0,5.0,5.0,10,80,64.30026841163635
31,183.95699034142294,1471.6559227313835,25.161670684814453,32,4400,35200,38.85688352584839,10.0,5.0,5.0,10,80,66.259268283844
32,184.182447727637,1473.459581821096,26.24755048751831,33,4600,36800,39.71380591392517,10.0,5.0,5.0,10,80,68.28487968444824
33,168.5104040802757,1348.0832326422055,27.434420824050903,34,4800,38400,40.52554678916931,10.0,5.0,5.0,10,80,70.33805799484253
34,206.9156315057275,1655.32505204582,28.40099835395813,35,5000,40000,41.31559085845947,10.0,5.0,5.0,10,80,72.15970182418823
35,199.74355243924015,1597.9484195139212,29.402282238006592,36,5200,41600,42.18458414077759,10.0,5.0,5.0,10,80,74.0977349281311
36,195.00998458723785,1560.0798766979028,30.427870750427246,37,5400,43200,43.130709171295166,10.0,5.0,5.0,10,80,76.1648440361023
37,178.21052045682148,1425.6841636545719,31.5501389503479,38,5600,44800,43.90706706047058,12.0,6.0,6.0,10,80,78.1341278553009
38,177.0467168530011,1416.3737348240088,32.679784297943115,39,5800,46400,44.8103768825531,12.0,6.0,6.0,10,80,80.24134802818298
39,189.34041946652215,1514.7233557321772,33.736082792282104,40,6000,48000,45.733802795410156,8.0,4.0,4.0,10,80,82.30231642723083
40,201.99655802392914,1615.9724641914331,34.72619867324829,41,6200,49600,46.50178241729736,12.0,6.0,6.0,10,80,84.12474703788757
41,176.1560241182705,1409.248192946164,35.86155581474304,42,6400,51200,47.386078119277954,8.0,4.0,4.0,10,80,86.21991300582886
42,178.5202957416589,1428.1623659332713,36.981876611709595,43,6600,52800,48.46742296218872,10.0,5.0,5.0,10,80,88.47817802429199
43,190.67921706259816,1525.4337365007852,38.03075861930847,44,6800,54400,49.37540578842163,12.0,6.0,6.0,10,80,90.49543309211731
44,168.00444294281274,1344.035543542502,39.221203327178955,45,7000,56000,50.22673320770264,10.0,5.0,5.0,10,80,92.61732602119446
45,186.4301655392326,1491.4413243138608,40.29399108886719,46,7200,57600,51.094693183898926,10.0,5.0,5.0,10,80,94.64773464202881
46,170.6962551288594,1365.5700410308752,41.46566295623779,47,7400,59200,51.98236918449402,10.0,5.0,5.0,10,80,96.78038692474365
47,171.69230744040223,1373.5384595232179,42.63053750991821,48,7600,60800,52.83341836929321,6.0,3.0,3.0,10,80,98.85380578041077
48,154.68819900149623,1237.5055920119698,43.923460960388184,49,7800,62400,53.7518572807312,4.0,2.0,2.0,10,80,101.14092516899109
49,172.15314773416867,1377.2251818733494,45.085217237472534,50,8000,64000,54.69559121131897,8.0,4.0,4.0,10,80,103.30908966064453
50,182.58590198581513,1460.687215886521,46.18059206008911,51,8200,65600,55.54178166389465,10.0,5.0,5.0,10,80,105.31756782531738
51,186.79191001148104,1494.3352800918483,47.25130224227905,52,8400,67200,56.526416301727295,10.0,5.0,5.0,10,80,107.43947172164917
52,182.963191250509,1463.705530004072,48.34441828727722,53,8600,68800,57.35364294052124,10.0,5.0,5.0,10,80,109.42667245864868
53,214.70824012408562,1717.665920992685,49.275914907455444,54,8800,70400,58.190147161483765,10.0,5.0,5.0,10,80,111.27314805984497
54,181.85260730813263,1454.820858465061,50.37570667266846,55,9000,72000,58.994492530822754,12.0,6.0,6.0,10,80,113.25865483283997
55,168.8549933010409,1350.8399464083273,51.56015491485596,56,9200,73600,59.8473219871521,8.0,4.0,4.0,10,80,115.3554208278656
56,190.7158487524682,1525.7267900197455,52.60883545875549,57,9400,75200,60.67464089393616,8.0,4.0,4.0,10,80,117.29121279716492
57,167.0757548386814,1336.6060387094512,53.80589723587036,58,9600,76800,61.499757289886475,8.0,4.0,4.0,10,80,119.38312363624573
58,175.3733678842051,1402.9869430736408,54.94632124900818,59,9800,78400,62.273404359817505,10.0,5.0,5.0,10,80,121.37435364723206
59,190.9899268539741,1527.919414831793,55.993496894836426,60,10000,80000,63.093732833862305,8.0,4.0,4.0,10,80,123.32195591926575
60,181.22304156982912,1449.784332558633,57.09710931777954,61,10200,81600,64.02705502510071,10.0,5.0,5.0,10,80,125.43125081062317
61,185.90977823865248,1487.2782259092198,58.17289996147156,62,10400,83200,64.88382148742676,14.0,7.0,7.0,10,80,127.44108843803406
62,190.51123850809716,1524.0899080647773,59.22270679473877,63,10600,84800,65.8243350982666,12.0,6.0,6.0,10,80,129.49405312538147
63,198.16214857587775,1585.297188607022,60.23198127746582,64,10800,86400,66.57441020011902,12.0,6.0,6.0,10,80,131.31994915008545
64,197.12622636853916,1577.0098109483133,61.246559619903564,65,11000,88000,67.35295915603638,12.0,6.0,6.0,10,80,133.16706371307373
