,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,0.04,0.02,0.02,100,1000,87.95791579594152,879.5791579594152,1.1369073390960693,1,100,1000,4.886664867401123,0.0,0.0,0.0,10,100,6.125381946563721
1,0.06,0.03,0.03,100,1000,110.11018621291467,1101.1018621291466,2.045088529586792,2,200,2000,7.711934804916382,0.0,0.0,0.0,10,100,9.947203636169434
2,0.06,0.03,0.03,100,1000,108.26105697877009,1082.6105697877008,2.9687817096710205,3,300,3000,10.388888597488403,0.0,0.0,0.0,10,100,13.694320440292358
3,0.26,0.13,0.13,100,1000,111.12879222038258,1111.2879222038257,3.868638515472412,4,400,4000,13.488255500793457,16.0,8.0,8.0,10,100,17.81441354751587
4,15.52,7.76,7.76,100,1000,117.281853109114,1172.81853109114,4.721285343170166,5,500,5000,16.59507465362549,20.0,10.0,10.0,10,100,21.86375379562378
5,19.48,9.74,9.74,100,1000,108.99760139498503,1089.97601394985,5.638736724853516,6,600,6000,19.375077724456787,20.0,10.0,10.0,10,100,25.662097692489624
6,19.74,9.87,9.87,100,1000,112.84350676272108,1128.4350676272109,6.524919748306274,7,700,7000,22.421289443969727,20.0,10.0,10.0,10,100,29.685205459594727
7,19.48,9.74,9.74,100,1000,108.6944882620275,1086.9448826202752,7.444929599761963,8,800,8000,25.57621932029724,20.0,10.0,10.0,10,100,33.85366702079773
8,19.66,9.83,9.83,100,1000,103.79674536400717,1037.9674536400717,8.408350944519043,9,900,9000,28.768736600875854,20.0,10.0,10.0,10,100,38.10129714012146
9,19.62,9.81,9.81,100,1000,106.16582842071425,1061.6582842071425,9.350273609161377,10,1000,10000,31.621638298034668,20.0,10.0,10.0,10,100,41.999698877334595
10,19.6,9.8,9.8,100,1000,106.90918730437087,1069.0918730437088,10.285646915435791,11,1100,11000,34.655632972717285,20.0,10.0,10.0,10,100,46.05295777320862
11,19.64,9.82,9.82,100,1000,109.02165485164487,1090.2165485164487,11.202895879745483,12,1200,12000,37.52692890167236,20.0,10.0,10.0,10,100,49.93913984298706
12,19.72,9.86,9.86,100,1000,109.90864407876687,1099.0864407876686,12.11274242401123,13,1300,13000,40.142722606658936,20.0,10.0,10.0,10,100,53.62550330162048
