,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,2.22,1.11,1.11,100,1000,60.916705275434225,609.1670527543422,1.6415858268737793,1,100,1000,5.292956352233887,2.0,1.0,1.0,10,100,7.03412652015686
1,1.38,0.69,0.69,100,1000,103.88410207941381,1038.841020794138,2.6041970252990723,2,200,2000,8.418078184127808,2.0,1.0,1.0,10,100,11.21979570388794
2,1.94,0.97,0.97,100,1000,103.35418419810827,1033.5418419810826,3.5717437267303467,3,300,3000,11.506132125854492,2.0,1.0,1.0,10,100,15.379257440567017
3,2.42,1.21,1.21,100,1000,105.5925505499654,1055.925505499654,4.51878023147583,4,400,4000,14.513652801513672,0.0,0.0,0.0,10,100,19.42880940437317
4,1.62,0.81,0.81,100,1000,105.40200133690512,1054.0200133690512,5.467528820037842,5,500,5000,17.409947872161865,4.4,2.2,2.2,10,100,23.379854679107666
5,1.94,0.97,0.97,100,1000,102.05250821969237,1020.5250821969237,6.447416543960571,6,600,6000,20.391607761383057,4.0,2.0,2.0,10,100,27.4373996257782
6,3.8,1.9,1.9,100,1000,107.7804993622036,1077.804993622036,7.3752281665802,7,700,7000,22.815650939941406,3.2,1.6,1.6,10,100,30.908749103546143
7,6.52,3.26,3.26,100,1000,104.84077305592453,1048.4077305592452,8.329055547714233,8,800,8000,25.539911031723022,9.4,4.7,4.7,10,100,34.68188786506653
8,4.18,2.09,2.09,100,1000,105.50391699551452,1055.0391699551453,9.276887655258179,9,900,9000,28.090187788009644,6.4,3.2,3.2,10,100,38.2739577293396
9,5.56,2.78,2.78,100,1000,102.8810492812094,1028.810492812094,10.248883962631226,10,1000,10000,31.146921396255493,3.8,1.9,1.9,10,100,42.39222836494446
10,4.6,2.3,2.3,100,1000,104.3384639725048,1043.384639725048,11.207303285598755,11,1100,11000,33.602444648742676,1.8,0.9,0.9,10,100,45.910202503204346
11,7.2,3.6,3.6,100,1000,107.38149465025971,1073.814946502597,12.138562440872192,12,1200,12000,36.35973310470581,5.6,2.8,2.8,10,100,49.746912479400635
12,5.42,2.71,2.71,100,1000,105.01769948286162,1050.1769948286162,13.090782880783081,13,1300,13000,39.78215789794922,5.8,2.9,2.9,10,100,54.21005702018738
13,5.94,2.97,2.97,100,1000,101.1818163835116,1011.818163835116,14.079102754592896,14,1400,14000,42.75248456001282,8.8,4.4,4.4,10,100,58.25958061218262
14,5.6,2.8,2.8,100,1000,108.80239399798805,1088.0239399798807,14.998200178146362,15,1500,15000,45.31490445137024,5.6,2.8,2.8,10,100,61.836766719818115
15,4.4,2.2,2.2,100,1000,104.91055360193057,1049.1055360193056,15.951393127441406,16,1600,16000,48.038639307022095,5.6,2.8,2.8,10,100,65.67953515052795
16,3.52,1.76,1.76,100,1000,100.90208684263831,1009.0208684263831,16.942452907562256,17,1700,17000,50.70018410682678,7.6,3.8,3.8,10,100,69.4314455986023
17,4.44,2.22,2.22,100,1000,101.29647188272679,1012.964718827268,17.929654121398926,18,1800,18000,53.355759382247925,7.4,3.7,3.7,10,100,73.2171905040741
18,6.64,3.32,3.32,100,1000,98.43681279351125,984.3681279351124,18.945534229278564,19,1900,19000,55.72764539718628,3.6,1.8,1.8,10,100,76.69435596466064
19,5.32,2.66,2.66,100,1000,110.71366069012848,1107.1366069012847,19.8487651348114,20,2000,20000,58.0362982749939,8.6,4.3,4.3,10,100,79.99851655960083
20,4.86,2.43,2.43,100,1000,112.37260204093936,1123.7260204093934,20.738661766052246,21,2100,21000,60.681695222854614,6.8,3.4,3.4,10,100,83.62964034080505
21,7.36,3.68,3.68,100,1000,103.63176575087435,1036.3176575087434,21.703616857528687,22,2200,22000,63.3639178276062,7.8,3.9,3.9,10,100,87.37641620635986
22,6.02,3.01,3.01,100,1000,100.40804269019469,1004.0804269019469,22.6995530128479,23,2300,23000,66.67233514785767,2.0,1.0,1.0,10,100,91.81265664100647
23,4.9,2.45,2.45,100,1000,101.47284636832651,1014.7284636832651,23.685038328170776,24,2400,24000,70.22839331626892,6.8,3.4,3.4,10,100,96.48583602905273
24,6.5,3.25,3.25,100,1000,71.53494264486822,715.3494264486823,25.082956552505493,25,2500,25000,73.05975461006165,1.8,0.9,0.9,10,100,100.81700110435486
25,4.42,2.21,2.21,100,1000,88.90556365624232,889.0556365624233,26.20774555206299,26,2600,26000,76.18616724014282,8.4,4.2,4.2,10,100,105.17393445968628
26,6.74,3.37,3.37,100,1000,108.97868340219573,1089.7868340219572,27.125356197357178,27,2700,27000,78.85014057159424,5.8,2.9,2.9,10,100,108.86605954170227
27,8.68,4.34,4.34,100,1000,98.68555846001455,986.8555846001454,28.138675689697266,28,2800,28000,81.65087795257568,4.4,2.2,2.2,10,100,112.83344984054565
28,6.46,3.23,3.23,100,1000,84.04735005528609,840.4735005528609,29.328481197357178,29,2900,29000,84.83790946006775,2.4,1.2,1.2,10,100,117.34034514427185
29,5.04,2.52,2.52,100,1000,87.32499052174045,873.2499052174045,30.473628759384155,30,3000,30000,87.52511596679688,7.2,3.6,3.6,10,100,121.28150725364685
30,4.88,2.44,2.44,100,1000,82.3300098812406,823.300098812406,31.688252687454224,31,3100,31000,90.46015238761902,7.6,3.8,3.8,10,100,125.54887127876282
31,6.96,3.48,3.48,100,1000,97.29586283623097,972.9586283623097,32.71604561805725,32,3200,32000,93.05089092254639,8.8,4.4,4.4,10,100,129.2863531112671
