,sampling/learner/mean_reward,sampling/learner/learner/mean_reward,sampling/learner/partner/mean_reward,sampling/learner/episodes,sampling/learner/samples,sampling/partner/mean_reward,sampling/partner/response/mean_reward,sampling/partner/partner/mean_reward,sampling/partner/episodes,sampling/partner/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/learner/mean_reward,eval/learner/learner/mean_reward,eval/learner/partner/mean_reward,eval/learner/episodes,eval/learner/samples,eval/partner/mean_reward,eval/partner/response/mean_reward,eval/partner/partner/mean_reward,eval/partner/episodes,eval/partner/samples,total_time_s
28,17.6,8.8,8.8,100,1000,19.72,9.86,9.86,100,1000,222.6492276054415,2226.492276054415,27.723536729812622,29,5800,58000,68.13053059577942,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,99.02572345733643
29,17.66,8.83,8.83,100,1000,19.64,9.82,9.82,100,1000,200.03367037088438,2000.3367037088437,28.723368406295776,30,6000,60000,70.38024735450745,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,102.36624717712402
30,17.74,8.87,8.87,100,1000,19.56,9.78,9.78,100,1000,217.95946216658555,2179.5946216658554,29.64097023010254,31,6200,62000,72.47615122795105,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,105.4837818145752
31,17.54,8.77,8.77,100,1000,19.72,9.86,9.86,100,1000,195.53418127045117,1955.3418127045115,30.663809299468994,32,6400,64000,75.11052107810974,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,109.25203251838684
32,17.8,8.9,8.9,100,1000,19.4,9.7,9.7,100,1000,190.6763998231575,1906.763998231575,31.712706804275513,33,6600,66000,77.5209903717041,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,112.81564903259277
33,17.72,8.86,8.86,100,1000,19.78,9.89,9.89,100,1000,197.38226276668087,1973.8226276668086,32.725969076156616,34,6800,68000,79.75352430343628,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,116.20457291603088
34,17.7,8.85,8.85,100,1000,19.66,9.83,9.83,100,1000,208.39926285470398,2083.9926285470397,33.68566536903381,35,7000,70000,81.69505620002747,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,119.20146703720093
35,17.54,8.77,8.77,100,1000,19.74,9.87,9.87,100,1000,227.71474090910448,2277.1474090910447,34.56395721435547,36,7200,72000,83.78171849250793,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,122.29079961776733
36,15.98,7.99,7.99,100,1000,19.62,9.81,9.81,100,1000,205.8452071823679,2058.452071823679,35.535561084747314,37,7400,74000,86.02610039710999,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,125.62411212921143
37,15.74,7.87,7.87,100,1000,19.58,9.79,9.79,100,1000,221.83604415772277,2218.360441577228,36.43712782859802,38,7600,76000,88.44355750083923,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,129.04508662223816
38,15.88,7.94,7.94,100,1000,19.7,9.85,9.85,100,1000,205.88769625470104,2058.8769625470104,37.408531188964844,39,7800,78000,91.09058475494385,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,132.77282118797302
39,15.92,7.96,7.96,100,1000,19.64,9.82,9.82,100,1000,202.38858155622836,2023.8858155622836,38.39672923088074,40,8000,80000,94.4145565032959,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,137.1945354938507
40,15.9,7.95,7.95,100,1000,19.4,9.7,9.7,100,1000,123.82103990326482,1238.2103990326482,40.01196360588074,41,8200,82000,96.99419617652893,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,141.48927998542786
41,15.86,7.93,7.93,100,1000,19.56,9.78,9.78,100,1000,196.72412871223045,1967.2412871223044,41.02861571311951,42,8400,84000,99.91877436637878,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,145.53312945365906
42,15.86,7.93,7.93,100,1000,19.74,9.87,9.87,100,1000,156.94528922295447,1569.452892229545,42.302945137023926,43,8600,86000,102.17820310592651,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,149.17315864562988
43,15.88,7.94,7.94,100,1000,19.6,9.8,9.8,100,1000,208.22234986265966,2082.2234986265967,43.26345682144165,44,8800,88000,105.052485704422,14.0,7.0,7.0,10,100,20.0,10.0,10.0,10,100,153.10136771202087
44,13.94,6.97,6.97,100,1000,19.56,9.78,9.78,100,1000,190.9827957189988,1909.827957189988,44.31067156791687,45,9000,90000,107.96029758453369,14.0,7.0,7.0,10,100,20.0,10.0,10.0,10,100,157.15001916885376
45,13.86,6.93,6.93,100,1000,19.52,9.76,9.76,100,1000,211.04037527645468,2110.403752764547,45.258357524871826,46,9200,92000,110.81239724159241,12.0,6.0,6.0,10,100,20.0,10.0,10.0,10,100,161.04354882240295
46,11.98,5.99,5.99,100,1000,19.52,9.76,9.76,100,1000,201.56710186594646,2015.6710186594644,46.2505829334259,47,9400,94000,114.24043869972229,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,165.62541723251343
47,15.38,7.69,7.69,100,1000,19.7,9.85,9.85,100,1000,169.3919194117995,1693.9191941179952,47.43127679824829,48,9600,96000,117.16548943519592,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,169.84805583953857
48,15.64,7.82,7.82,100,1000,19.68,9.84,9.84,100,1000,211.12610296458658,2111.261029645866,48.37857794761658,49,9800,98000,119.93068480491638,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,173.66903448104858
49,15.74,7.87,7.87,100,1000,19.6,9.8,9.8,100,1000,201.1353203557545,2011.353203557545,49.37293338775635,50,10000,100000,122.746990442276,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,177.6529107093811
50,15.8,7.9,7.9,100,1000,19.74,9.87,9.87,100,1000,191.41318085888273,1914.1318085888272,50.41779351234436,51,10200,102000,125.38963294029236,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,181.433926820755
51,17.58,8.79,8.79,100,1000,19.6,9.8,9.8,100,1000,190.75579116074263,1907.5579116074264,51.466254472732544,52,10400,104000,128.59507393836975,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,185.79566955566406
52,17.68,8.84,8.84,100,1000,19.7,9.85,9.85,100,1000,200.88533530787612,2008.8533530787613,52.46184730529785,53,10600,106000,130.85793328285217,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,189.161719083786
53,17.68,8.84,8.84,100,1000,19.58,9.79,9.79,100,1000,189.16796482831342,1891.6796482831342,53.51910877227783,54,10800,108000,133.5538046360016,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,193.0026683807373
54,17.58,8.79,8.79,100,1000,19.7,9.85,9.85,100,1000,228.00948394169055,2280.0948394169054,54.396265268325806,55,11000,110000,135.71344685554504,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,196.14440369606018
55,17.6,8.8,8.8,100,1000,19.68,9.84,9.84,100,1000,188.4814034151128,1884.8140341511278,55.457377910614014,56,11200,112000,138.37307476997375,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,199.97623014450073
56,17.64,8.82,8.82,100,1000,19.44,9.72,9.72,100,1000,166.78864074326512,1667.8864074326511,56.65650033950806,57,11400,114000,140.78614377975464,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,203.69067311286926
57,17.58,8.79,8.79,100,1000,19.5,9.75,9.75,100,1000,216.9206533420633,2169.206533420633,57.57849645614624,58,11600,116000,143.75916862487793,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,207.73841214179993
58,17.5,8.75,8.75,100,1000,19.56,9.78,9.78,100,1000,193.79037873246992,1937.9037873246991,58.61053943634033,59,11800,118000,146.51987767219543,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,211.6494665145874
59,17.6,8.8,8.8,100,1000,19.54,9.77,9.77,100,1000,189.6829282135619,1896.829282135619,59.66493058204651,60,12000,120000,148.87449741363525,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,215.1809594631195
60,15.58,7.79,7.79,100,1000,19.7,9.85,9.85,100,1000,191.15591955899689,1911.5591955899688,60.71119689941406,61,12200,122000,151.48996949195862,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,218.95342898368835
61,17.54,8.77,8.77,100,1000,19.7,9.85,9.85,100,1000,202.55904223658428,2025.5904223658426,61.69856333732605,62,12400,124000,153.98737263679504,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,222.53076195716858
62,17.56,8.78,8.78,100,1000,19.64,9.82,9.82,100,1000,189.6936515800892,1896.9365158008923,62.75289487838745,63,12600,126000,156.29263591766357,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,225.999694108963
63,17.78,8.89,8.89,100,1000,19.68,9.84,9.84,100,1000,173.42458758309584,1734.2458758309585,63.90613389015198,64,12800,128000,158.733948469162,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,229.72167229652405
64,17.68,8.84,8.84,100,1000,19.6,9.8,9.8,100,1000,129.9816972755406,1299.8169727554061,65.44481205940247,65,13000,130000,160.9731137752533,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,233.60899257659912
65,17.58,8.79,8.79,100,1000,19.64,9.82,9.82,100,1000,193.06951840149657,1930.6951840149657,66.480708360672,66,13200,132000,163.10850715637207,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,236.94441151618958
66,17.62,8.81,8.81,100,1000,19.66,9.83,9.83,100,1000,183.76593404402746,1837.6593404402745,67.56904935836792,67,13400,134000,165.24917912483215,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,240.2758538722992
67,15.54,7.77,7.77,100,1000,19.52,9.76,9.76,100,1000,219.41739852811625,2194.1739852811625,68.48055410385132,68,13600,136000,167.50698471069336,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,243.60731101036072
68,15.66,7.83,7.83,100,1000,19.6,9.8,9.8,100,1000,217.56285536516296,2175.6285536516293,69.39982867240906,69,13800,138000,169.9929597377777,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,247.1078691482544
69,15.82,7.91,7.91,100,1000,19.7,9.85,9.85,100,1000,195.42089440278994,1954.2089440278992,70.42326068878174,70,14000,140000,172.36609745025635,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,250.62716388702393
70,15.62,7.81,7.81,100,1000,19.58,9.79,9.79,100,1000,222.06289631833272,2220.6289631833274,71.32390642166138,71,14200,142000,175.38192653656006,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,254.68893218040466
71,15.58,7.79,7.79,100,1000,19.64,9.82,9.82,100,1000,178.94395309055918,1789.4395309055917,72.44157481193542,72,14400,144000,177.81779742240906,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,258.3337585926056
72,15.5,7.75,7.75,100,1000,19.68,9.84,9.84,100,1000,225.01920625587454,2250.1920625587454,73.33038783073425,73,14600,146000,179.75463318824768,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,261.25012254714966
73,15.64,7.82,7.82,100,1000,19.62,9.81,9.81,100,1000,213.00630720098562,2130.063072009856,74.26932716369629,74,14800,148000,181.9147663116455,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,264.4364469051361
74,15.74,7.87,7.87,100,1000,19.66,9.83,9.83,100,1000,210.02404035133665,2100.2404035133663,75.22159910202026,75,15000,150000,185.18216228485107,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,268.78183794021606
75,15.72,7.86,7.86,100,1000,19.54,9.77,9.77,100,1000,197.25597045231316,1972.5597045231316,76.2355101108551,76,15200,152000,189.03483629226685,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,273.8222088813782
76,15.7,7.85,7.85,100,1000,19.64,9.82,9.82,100,1000,143.03346396041323,1430.3346396041322,77.63378429412842,77,15400,154000,190.93326330184937,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,277.2278709411621
77,17.52,8.76,8.76,100,1000,19.58,9.79,9.79,100,1000,177.76248262872753,1777.6248262872755,78.75888109207153,78,15600,156000,193.5401930809021,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,281.0618314743042
78,17.58,8.79,8.79,100,1000,19.62,9.81,9.81,100,1000,201.40908916292113,2014.0908916292112,79.75188493728638,79,15800,158000,195.92388796806335,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,284.5327637195587
79,17.72,8.86,8.86,100,1000,19.5,9.75,9.75,100,1000,173.74682688547625,1737.4682688547625,80.90298509597778,80,16000,160000,198.30370330810547,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,288.17857336997986
80,17.84,8.92,8.92,100,1000,19.7,9.85,9.85,100,1000,201.75345388759723,2017.5345388759722,81.8942940235138,81,16200,162000,200.99169087409973,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,291.96410059928894
81,17.52,8.76,8.76,100,1000,19.62,9.81,9.81,100,1000,200.88942447004527,2008.8942447004526,82.88986659049988,82,16400,164000,203.2734980583191,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,295.3480656147003
82,17.64,8.82,8.82,100,1000,19.7,9.85,9.85,100,1000,208.71804951842572,2087.1804951842573,83.84809708595276,83,16600,166000,205.28006434440613,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,298.4346697330475
83,17.4,8.7,8.7,100,1000,19.62,9.81,9.81,100,1000,194.99194333463194,1949.9194333463195,84.8737804889679,84,16800,168000,208.13613152503967,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,302.4252917766571
84,17.58,8.79,8.79,100,1000,19.72,9.86,9.86,100,1000,205.34977187460373,2053.497718746037,85.84772849082947,85,17000,170000,210.87986588478088,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,306.2557067871094
85,17.42,8.71,8.71,100,1000,19.6,9.8,9.8,100,1000,183.2543686877072,1832.543686877072,86.93910765647888,86,17200,172000,213.5839822292328,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,310.1601047515869
86,17.72,8.86,8.86,100,1000,19.54,9.77,9.77,100,1000,214.0839031700394,2140.839031700394,87.87332081794739,87,17400,174000,216.55352067947388,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,314.1764919757843
87,17.56,8.78,8.78,100,1000,19.56,9.78,9.78,100,1000,166.08217422792632,1660.8217422792632,89.07754397392273,88,17600,176000,219.75612545013428,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,318.68303060531616
88,17.72,8.86,8.86,100,1000,19.5,9.75,9.75,100,1000,191.418116498279,1914.18116498279,90.1223771572113,89,17800,178000,222.22849678993225,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,322.3396520614624
89,17.64,8.82,8.82,100,1000,19.54,9.77,9.77,100,1000,196.7082597411368,1967.0825974113682,91.13911128044128,90,18000,180000,224.50483107566833,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,325.745858669281
90,17.68,8.84,8.84,100,1000,19.7,9.85,9.85,100,1000,201.70208059323235,2017.0208059323236,92.13067269325256,91,18200,182000,226.799409866333,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,329.1323070526123
91,17.6,8.8,8.8,100,1000,19.68,9.84,9.84,100,1000,180.31629588215202,1803.1629588215203,93.23983478546143,92,18400,184000,229.50152373313904,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,333.05959701538086
92,17.6,8.8,8.8,100,1000,19.6,9.8,9.8,100,1000,165.86609320334443,1658.6609320334444,94.44562673568726,93,18600,186000,232.48287773132324,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,337.349148273468
93,17.62,8.81,8.81,100,1000,19.8,9.9,9.9,100,1000,189.06261445088256,1890.6261445088255,95.5034773349762,94,18800,188000,235.63486742973328,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,341.6711075305939
94,17.52,8.76,8.76,100,1000,19.6,9.8,9.8,100,1000,198.41102922637134,1984.1102922637133,96.51148581504822,95,19000,190000,238.19581079483032,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,345.36128878593445
95,17.56,8.78,8.78,100,1000,19.66,9.83,9.83,100,1000,203.5785288270378,2035.7852882703778,97.49390769004822,96,19200,192000,240.84290075302124,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,349.1037588119507
96,17.46,8.73,8.73,100,1000,19.68,9.84,9.84,100,1000,204.5180387293202,2045.1803872932019,98.4718165397644,97,19400,194000,243.79050970077515,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,353.1311161518097
97,15.64,7.82,7.82,100,1000,19.7,9.85,9.85,100,1000,185.97118896987897,1859.7118896987897,99.54725193977356,98,19600,196000,246.86731243133545,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,357.4055805206299
98,15.6,7.8,7.8,100,1000,19.7,9.85,9.85,100,1000,163.22929290334832,1632.2929290334832,100.77252221107483,99,19800,198000,249.9768843650818,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,361.85058975219727
99,15.64,7.82,7.82,100,1000,19.64,9.82,9.82,100,1000,184.53328100723056,1845.3328100723054,101.85633754730225,100,20000,200000,252.56416749954224,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,365.64467000961304
100,15.64,7.82,7.82,100,1000,19.62,9.81,9.81,100,1000,167.06583904568265,1670.6583904568267,103.05347037315369,101,20200,202000,255.2772228717804,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,369.69971990585327
101,15.64,7.82,7.82,100,1000,19.7,9.85,9.85,100,1000,173.19235324880393,1731.9235324880392,104.20825576782227,102,20400,204000,258.102915763855,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,373.7946331501007
102,15.86,7.93,7.93,100,1000,19.76,9.88,9.88,100,1000,180.97177040687436,1809.7177040687436,105.31340050697327,103,20600,206000,260.97697019577026,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,377.8784017562866
103,15.62,7.81,7.81,100,1000,19.68,9.84,9.84,100,1000,192.22674695852095,1922.2674695852095,106.3538384437561,104,20800,208000,263.51661467552185,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,381.555860042572
104,17.72,8.86,8.86,100,1000,19.76,9.88,9.88,100,1000,193.44979605993373,1934.4979605993374,107.38769841194153,105,21000,210000,266.59530758857727,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,385.78051018714905
105,17.58,8.79,8.79,100,1000,19.68,9.84,9.84,100,1000,192.5285604644587,1925.285604644587,108.42650532722473,106,21200,212000,269.2479615211487,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,389.59773778915405
106,17.74,8.87,8.87,100,1000,19.64,9.82,9.82,100,1000,198.0460775529814,1980.4607755298139,109.43637132644653,107,21400,214000,272.3708715438843,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,393.84275364875793
107,17.72,8.86,8.86,100,1000,19.6,9.8,9.8,100,1000,177.18261201636855,1771.8261201636856,110.5651502609253,108,21600,216000,275.5301716327667,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,398.2389838695526
108,17.66,8.83,8.83,100,1000,19.5,9.75,9.75,100,1000,194.91324456609505,1949.1324456609505,111.59124779701233,109,21800,218000,278.55890679359436,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,402.3876886367798
109,17.64,8.82,8.82,100,1000,19.78,9.89,9.89,100,1000,207.47642562924761,2074.764256292476,112.55521273612976,110,22000,220000,281.67697262763977,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,406.58588194847107
110,17.78,8.89,8.89,100,1000,19.5,9.75,9.75,100,1000,194.83221094609175,1948.3221094609173,113.58173704147339,111,22200,222000,284.642942905426,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,410.6971151828766
111,17.7,8.85,8.85,100,1000,19.66,9.83,9.83,100,1000,195.0590936455293,1950.5909364552929,114.60706734657288,112,22400,224000,287.6944673061371,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,414.9241187572479
112,17.6,8.8,8.8,100,1000,19.58,9.79,9.79,100,1000,164.84491002572716,1648.4491002572715,115.82032895088196,113,22600,226000,290.234126329422,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,418.7729926109314
113,17.52,8.76,8.76,100,1000,19.58,9.79,9.79,100,1000,202.35572465019698,2023.5572465019698,116.80868744850159,114,22800,228000,292.08959317207336,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,421.7400894165039
