,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,1.36,0.68,0.68,100,800,168.95681762244152,1351.6545409795322,0.591867208480835,1,100,800,1.23628830909729,10.0,5.0,5.0,10,80,1.9003965854644775
1,7.46,3.73,3.73,100,800,181.36244607949965,1450.8995686359972,1.143249273300171,2,200,1600,2.7166290283203125,12.0,6.0,6.0,10,80,4.0116729736328125
2,7.74,3.87,3.87,100,800,155.23334203080384,1241.8667362464307,1.7874407768249512,3,300,2400,4.158343315124512,10.0,5.0,5.0,10,80,6.170674085617065
3,8.26,4.13,4.13,100,800,156.78105546297894,1254.2484437038315,2.4252729415893555,4,400,3200,5.335012435913086,12.0,6.0,6.0,10,80,8.052318334579468
4,7.12,3.56,3.56,100,800,169.67976782175936,1357.4381425740748,3.014618396759033,5,500,4000,6.471451282501221,12.0,6.0,6.0,10,80,9.830038785934448
5,7.12,3.56,3.56,100,800,181.10175635245875,1448.81405081967,3.5667941570281982,6,600,4800,7.643891334533691,6.0,3.0,3.0,10,80,11.606225490570068
6,6.32,3.16,3.16,100,800,157.94257241710687,1263.540579336855,4.199935674667358,7,700,5600,9.139092922210693,10.0,5.0,5.0,10,80,13.785556077957153
7,7.56,3.78,3.78,100,800,175.51019383390422,1404.0815506712338,4.769703149795532,8,800,6400,10.640939712524414,16.0,8.0,8.0,10,80,15.91049838066101
8,7.78,3.89,3.89,100,800,183.16025928791893,1465.2820743033515,5.315673112869263,9,900,7200,11.92624306678772,12.0,6.0,6.0,10,80,17.81212282180786
9,6.7,3.35,3.35,100,800,174.5523311076819,1396.4186488614553,5.888567209243774,10,1000,8000,13.306063175201416,8.0,4.0,4.0,10,80,19.81814455986023
10,5.9,2.95,2.95,100,800,182.49474071221744,1459.9579256977395,6.436528205871582,11,1100,8800,14.670315504074097,10.0,5.0,5.0,10,80,21.795477151870728
11,6.16,3.08,3.08,100,800,184.66811020813944,1477.3448816651155,6.9780402183532715,12,1200,9600,16.001429557800293,2.0,1.0,1.0,10,80,23.742470026016235
12,6.14,3.07,3.07,100,800,172.31967625640658,1378.5574100512526,7.558357000350952,13,1300,10400,17.19503688812256,12.0,6.0,6.0,10,80,25.582860946655273
13,5.78,2.89,2.89,100,800,176.89536136714935,1415.1628909371948,8.123662948608398,14,1400,11200,18.5364933013916,4.0,2.0,2.0,10,80,27.541217803955078
14,5.74,2.87,2.87,100,800,160.05800441902088,1280.464035352167,8.748436450958252,15,1500,12000,19.67906928062439,12.0,6.0,6.0,10,80,29.36943030357361
15,6.6,3.3,3.3,100,800,177.15088199455576,1417.207055956446,9.312927007675171,16,1600,12800,20.835479497909546,8.0,4.0,4.0,10,80,31.17227554321289
16,7.28,3.64,3.64,100,800,167.30257513211916,1338.4206010569533,9.910646438598633,17,1700,13600,22.041016817092896,2.0,1.0,1.0,10,80,33.02824068069458
17,5.46,2.73,2.73,100,800,167.3455626915866,1338.7645015326927,10.508212327957153,18,1800,14400,23.316823482513428,0.0,0.0,0.0,10,80,34.97751498222351
18,5.22,2.61,2.61,100,800,170.43295936155255,1363.4636748924204,11.094953298568726,19,1900,15200,24.47146439552307,2.0,1.0,1.0,10,80,36.783743381500244
19,4.52,2.26,2.26,100,800,165.12890853529385,1321.0312682823508,11.700540781021118,20,2000,16000,25.752479314804077,12.0,6.0,6.0,10,80,38.752968311309814
20,5.72,2.86,2.86,100,800,164.5170906512114,1316.1367252096911,12.308380365371704,21,2100,16800,26.825754404067993,6.0,3.0,3.0,10,80,40.503472328186035
21,4.26,2.13,2.13,100,800,157.50965024050964,1260.0772019240771,12.943262100219727,22,2200,17600,28.033762216567993,6.0,3.0,3.0,10,80,42.402061223983765
22,3.78,1.89,1.89,100,800,149.07589595441465,1192.6071676353172,13.61406135559082,23,2300,18400,29.106374263763428,8.0,4.0,4.0,10,80,44.21904516220093
23,5.4,2.7,2.7,100,800,154.3435886736061,1234.7487093888487,14.261966466903687,24,2400,19200,30.584702491760254,6.0,3.0,3.0,10,80,46.41421842575073
24,4.92,2.46,2.46,100,800,166.39560245996915,1331.1648196797532,14.862943887710571,25,2500,20000,31.926398277282715,8.0,4.0,4.0,10,80,48.42124366760254
25,5.0,2.5,2.5,100,800,160.27292569744623,1282.1834055795698,15.486879587173462,26,2600,20800,33.067636489868164,4.0,2.0,2.0,10,80,50.246652364730835
26,5.5,2.75,2.75,100,800,163.01340740565126,1304.1072592452101,16.10032606124878,27,2700,21600,34.3779034614563,8.0,4.0,4.0,10,80,52.23356556892395
27,4.52,2.26,2.26,100,800,160.22021233560378,1281.7616986848302,16.724467039108276,28,2800,22400,35.809860944747925,0.0,0.0,0.0,10,80,54.35605478286743
28,4.4,2.2,2.2,100,800,170.66284730769777,1365.3027784615822,17.310417652130127,29,2900,23200,37.14332365989685,10.0,5.0,5.0,10,80,56.336261510849
29,4.78,2.39,2.39,100,800,165.48522044750368,1323.8817635800294,17.914701223373413,30,3000,24000,38.66463661193848,8.0,4.0,4.0,10,80,58.521390438079834
30,5.88,2.94,2.94,100,800,171.17686790258236,1369.4149432206589,18.498892307281494,31,3100,24800,39.8443443775177,6.0,3.0,3.0,10,80,60.34925580024719
31,4.18,2.09,2.09,100,800,171.778093860054,1374.224750880432,19.0810387134552,32,3200,25600,41.23604106903076,4.0,2.0,2.0,10,80,62.38436675071716
32,4.12,2.06,2.06,100,800,182.1686575351509,1457.3492602812073,19.62998056411743,33,3300,26400,42.388670682907104,4.0,2.0,2.0,10,80,64.1503496170044
33,5.12,2.56,2.56,100,800,155.16661074315869,1241.3328859452695,20.274449110031128,34,3400,27200,43.56152629852295,6.0,3.0,3.0,10,80,66.03101873397827
34,3.7,1.85,1.85,100,800,162.2268566937515,1297.814853550012,20.890869855880737,35,3500,28000,44.898271799087524,6.0,3.0,3.0,10,80,68.05271577835083
35,3.36,1.68,1.68,100,800,161.41573739401366,1291.3258991521093,21.510388135910034,36,3600,28800,46.02583885192871,4.0,2.0,2.0,10,80,69.86382412910461
36,4.7,2.35,2.35,100,800,159.99182170711182,1279.9345736568946,22.135420083999634,37,3700,29600,47.15841841697693,10.0,5.0,5.0,10,80,71.68112707138062
37,4.04,2.02,2.02,100,800,167.3365494943563,1338.6923959548503,22.733018159866333,38,3800,30400,48.376086711883545,0.0,0.0,0.0,10,80,73.56711554527283
38,4.22,2.11,2.11,100,800,164.82521698056115,1318.6017358444892,23.33972144126892,39,3900,31200,49.649056911468506,12.0,6.0,6.0,10,80,75.51288366317749
39,3.86,1.93,1.93,100,800,166.02366516791756,1328.1893213433405,23.942045211791992,40,4000,32000,50.7460298538208,6.0,3.0,3.0,10,80,77.28056144714355
40,3.46,1.73,1.73,100,800,153.0578516015719,1224.4628128125753,24.59539294242859,41,4100,32800,52.087393283843994,2.0,1.0,1.0,10,80,79.34100818634033
41,4.2,2.1,2.1,100,800,176.34010235729534,1410.7208188583627,25.162478923797607,42,4200,33600,53.48269963264465,4.0,2.0,2.0,10,80,81.3681013584137
42,3.0,1.5,1.5,100,800,160.83866259729095,1286.7093007783276,25.784219980239868,43,4300,34400,54.78015089035034,6.0,3.0,3.0,10,80,83.36133074760437
43,4.12,2.06,2.06,100,800,149.3683643355281,1194.9469146842248,26.45370578765869,44,4400,35200,56.066078186035156,2.0,1.0,1.0,10,80,85.38229703903198
44,4.3,2.15,2.15,100,800,182.11732299123173,1456.9385839298538,27.00280237197876,45,4500,36000,57.39527225494385,8.0,4.0,4.0,10,80,87.34237432479858
45,3.5,1.75,1.75,100,800,162.85093502431326,1302.807480194506,27.61686086654663,46,4600,36800,58.642529010772705,2.0,1.0,1.0,10,80,89.2587821483612
46,3.6,1.8,1.8,100,800,167.9912878358531,1343.9303026868247,28.212129831314087,47,4700,37600,59.93153357505798,8.0,4.0,4.0,10,80,91.21633315086365
47,3.22,1.61,1.61,100,800,176.15347172320122,1409.2277737856098,28.77981662750244,48,4800,38400,61.23184251785278,2.0,1.0,1.0,10,80,93.16221332550049
48,2.98,1.49,1.49,100,800,160.76394518477122,1286.1115614781697,29.401846647262573,49,4900,39200,62.61012816429138,8.0,4.0,4.0,10,80,95.24012994766235
49,3.64,1.82,1.82,100,800,171.44954704465133,1371.5963763572106,29.985108613967896,50,5000,40000,63.79547357559204,0.0,0.0,0.0,10,80,97.07980179786682
50,3.3,1.65,1.65,100,800,162.8465090708327,1302.7720725666616,30.599183797836304,51,5100,40800,64.9430365562439,0.0,0.0,0.0,10,80,98.9128258228302
51,3.8,1.9,1.9,100,800,158.47536139889522,1267.8028911911617,31.230196714401245,52,5200,41600,66.05195569992065,6.0,3.0,3.0,10,80,100.70509839057922
52,3.56,1.78,1.78,100,800,158.58189514692904,1268.6551611754323,31.860785722732544,53,5300,42400,67.20254588127136,4.0,2.0,2.0,10,80,102.56649684906006
53,4.08,2.04,2.04,100,800,161.10010259112693,1288.8008207290154,32.48151779174805,54,5400,43200,68.53771042823792,6.0,3.0,3.0,10,80,104.58731579780579
54,3.88,1.94,1.94,100,800,172.69016877861233,1381.5213502288987,33.06058955192566,55,5500,44000,69.80419087409973,2.0,1.0,1.0,10,80,106.50510764122009
55,2.9,1.45,1.45,100,800,166.08736972154466,1328.6989577723573,33.66268229484558,56,5600,44800,71.10167002677917,2.0,1.0,1.0,10,80,108.49147462844849
56,4.0,2.0,2.0,100,800,154.27336406316437,1234.186912505315,34.310882329940796,57,5700,45600,72.38191866874695,0.0,0.0,0.0,10,80,110.48164653778076
57,3.32,1.66,1.66,100,800,172.3687519828778,1378.9500158630224,34.89103388786316,58,5800,46400,73.46122670173645,0.0,0.0,0.0,10,80,112.2166256904602
58,4.08,2.04,2.04,100,800,172.50365937068284,1380.0292749654627,35.47073173522949,59,5900,47200,74.84597945213318,4.0,2.0,2.0,10,80,114.25281953811646
59,4.46,2.23,2.23,100,800,157.0414545912014,1256.331636729611,36.107506275177,60,6000,48000,76.30517673492432,0.0,0.0,0.0,10,80,116.40781736373901
60,3.96,1.98,1.98,100,800,170.0462221378945,1360.369777103156,36.695581674575806,61,6100,48800,77.64793372154236,4.0,2.0,2.0,10,80,118.39979004859924
61,4.24,2.12,2.12,100,800,154.61880048984875,1236.95040391879,37.34233355522156,62,6200,49600,79.09399032592773,0.0,0.0,0.0,10,80,120.56609225273132
62,4.04,2.02,2.02,100,800,161.63077251520332,1293.0461801216265,37.9610276222229,63,6300,50400,80.54190850257874,2.0,1.0,1.0,10,80,122.69591474533081
63,4.42,2.21,2.21,100,800,193.77829193628418,1550.2263354902734,38.477081298828125,64,6400,51200,81.88688540458679,6.0,3.0,3.0,10,80,124.62946271896362
64,3.86,1.93,1.93,100,800,180.75966998451975,1446.077359876158,39.03030204772949,65,6500,52000,83.29631853103638,2.0,1.0,1.0,10,80,126.6570200920105
