,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,11.7,5.85,5.85,100,1000,73.86328955921041,738.6328955921041,1.3538525104522705,1,100,1000,4.65156102180481,20.0,10.0,10.0,10,100,6.11186408996582
1,19.76,9.88,9.88,100,1000,106.19278847772759,1061.927884777276,2.2955360412597656,2,200,2000,7.5492167472839355,20.0,10.0,10.0,10,100,10.046624422073364
2,19.68,9.84,9.84,100,1000,110.36387442269721,1103.638744226972,3.201629638671875,3,300,3000,10.12561559677124,20.0,10.0,10.0,10,100,13.610076665878296
3,19.64,9.82,9.82,100,1000,110.44643828153164,1104.4643828153164,4.107045888900757,4,400,4000,12.820196866989136,20.0,10.0,10.0,10,100,17.301117181777954
4,19.62,9.81,9.81,100,1000,115.58558983096901,1155.8558983096902,4.972205638885498,5,500,5000,15.807621240615845,20.0,10.0,10.0,10,100,21.232451677322388
5,19.72,9.86,9.86,100,1000,108.60898136872096,1086.0898136872097,5.892939805984497,6,600,6000,18.228777170181274,20.0,10.0,10.0,10,100,24.656683444976807
6,19.56,9.78,9.78,100,1000,115.39742369300016,1153.9742369300018,6.759510278701782,7,700,7000,20.628756046295166,20.0,10.0,10.0,10,100,28.00739073753357
7,19.8,9.9,9.9,100,1000,105.43761230529141,1054.3761230529142,7.7079384326934814,8,800,8000,22.902920722961426,20.0,10.0,10.0,10,100,31.314335346221924
8,19.7,9.85,9.85,100,1000,123.01847988453409,1230.1847988453408,8.520824432373047,9,900,9000,25.07526183128357,20.0,10.0,10.0,10,100,34.42804002761841
9,19.76,9.88,9.88,100,1000,105.30250307549396,1053.0250307549395,9.47046947479248,10,1000,10000,27.70171809196472,20.0,10.0,10.0,10,100,38.09469652175903
10,19.58,9.79,9.79,100,1000,111.5937324732849,1115.937324732849,10.3665771484375,11,1100,11000,30.78792405128479,20.0,10.0,10.0,10,100,42.17053985595703
11,19.48,9.74,9.74,100,1000,115.73581145646301,1157.3581145646301,11.230613946914673,12,1200,12000,33.800188064575195,20.0,10.0,10.0,10,100,46.192901611328125
12,19.66,9.83,9.83,100,1000,116.68161941459226,1166.8161941459227,12.087646961212158,13,1300,13000,36.239205837249756,18.0,9.0,9.0,10,100,49.58200645446777
13,17.84,8.92,8.92,100,1000,109.44998453876595,1094.4998453876594,13.001306295394897,14,1400,14000,39.00395178794861,18.0,9.0,9.0,10,100,53.35354495048523
14,17.76,8.88,8.88,100,1000,115.94565710769449,1159.4565710769448,13.863779306411743,15,1500,15000,41.69293928146362,18.0,9.0,9.0,10,100,57.02440023422241
15,17.82,8.91,8.91,100,1000,109.79666576354067,1097.9666576354068,14.774553775787354,16,1600,16000,44.542137145996094,18.0,9.0,9.0,10,100,60.884562492370605
16,17.84,8.92,8.92,100,1000,108.77132835849925,1087.7132835849925,15.693913698196411,17,1700,17000,47.67876052856445,18.0,9.0,9.0,10,100,65.04024600982666
17,17.78,8.89,8.89,100,1000,100.62764161402332,1006.2764161402332,16.687676429748535,18,1800,18000,50.681118965148926,18.0,9.0,9.0,10,100,69.1276376247406
18,17.88,8.94,8.94,100,1000,103.80648151975137,1038.0648151975138,17.651007413864136,19,1900,19000,53.6177282333374,20.0,10.0,10.0,10,100,73.12448000907898
19,19.36,9.68,9.68,100,1000,107.02012899149898,1070.2012899149897,18.585411071777344,20,2000,20000,56.22821593284607,18.0,9.0,9.0,10,100,76.76470923423767
20,17.78,8.89,8.89,100,1000,103.70376597383364,1037.0376597383363,19.54969620704651,21,2100,21000,59.180713176727295,20.0,10.0,10.0,10,100,80.769296169281
21,19.42,9.71,9.71,100,1000,100.43843443299141,1004.3843443299141,20.54533100128174,22,2200,22000,62.48219704627991,20.0,10.0,10.0,10,100,85.21110916137695
22,19.62,9.81,9.81,100,1000,102.51665774945562,1025.1665774945561,21.520782232284546,23,2300,23000,65.68911814689636,20.0,10.0,10.0,10,100,89.49108600616455
23,19.46,9.73,9.73,100,1000,101.25091581502407,1012.5091581502408,22.508427619934082,24,2400,24000,68.43031549453735,20.0,10.0,10.0,10,100,93.31795406341553
24,19.42,9.71,9.71,100,1000,104.5888067666098,1045.888067666098,23.464552879333496,25,2500,25000,71.57909560203552,20.0,10.0,10.0,10,100,97.51998925209045
25,19.66,9.83,9.83,100,1000,98.72253728188585,987.2253728188584,24.477492809295654,26,2600,26000,74.94905471801758,20.0,10.0,10.0,10,100,102.0084753036499
26,19.46,9.73,9.73,100,1000,106.4389906944958,1064.389906944958,25.416998147964478,27,2700,27000,77.7166736125946,20.0,10.0,10.0,10,100,105.81620621681213
27,19.66,9.83,9.83,100,1000,106.67903789298482,1066.7903789298482,26.354389429092407,28,2800,28000,80.67553806304932,20.0,10.0,10.0,10,100,109.80384540557861
28,19.5,9.75,9.75,100,1000,108.80033369242969,1088.003336924297,27.27350425720215,29,2900,29000,83.28491997718811,20.0,10.0,10.0,10,100,113.43724203109741
29,19.48,9.74,9.74,100,1000,108.06229543337209,1080.6229543337208,28.198896408081055,30,3000,30000,86.33711910247803,18.0,9.0,9.0,10,100,117.50912380218506
30,17.72,8.86,8.86,100,1000,105.1528692568733,1051.528692568733,29.149892807006836,31,3100,31000,89.72509002685547,20.0,10.0,10.0,10,100,121.94665718078613
31,19.52,9.76,9.76,100,1000,105.97151962857578,1059.7151962857577,30.09354257583618,32,3200,32000,92.68905472755432,20.0,10.0,10.0,10,100,125.9551932811737
32,19.48,9.74,9.74,100,1000,110.609982763604,1106.09982763604,30.997620105743408,33,3300,33000,95.8343665599823,20.0,10.0,10.0,10,100,130.11995387077332
33,19.58,9.79,9.79,100,1000,108.82653078433748,1088.2653078433748,31.916513681411743,34,3400,34000,99.14534711837769,20.0,10.0,10.0,10,100,134.44637036323547
34,19.4,9.7,9.7,100,1000,108.540150216547,1085.40150216547,32.83783173561096,35,3500,35000,102.10958576202393,20.0,10.0,10.0,10,100,138.49827361106873
35,19.34,9.67,9.67,100,1000,108.45564307285265,1084.5564307285265,33.759867668151855,36,3600,36000,105.07925462722778,20.0,10.0,10.0,10,100,142.50533151626587
36,19.38,9.69,9.69,100,1000,102.81341232936147,1028.1341232936147,34.73250341415405,37,3700,37000,108.17468214035034,20.0,10.0,10.0,10,100,146.6687548160553
37,19.26,9.63,9.63,100,1000,104.65571911782172,1046.5571911782172,35.68801736831665,38,3800,38000,110.95520544052124,20.0,10.0,10.0,10,100,150.50292038917542
38,19.56,9.78,9.78,100,1000,110.17514845248496,1101.7514845248495,36.59566307067871,39,3900,39000,113.66424918174744,20.0,10.0,10.0,10,100,154.27968955039978
39,19.66,9.83,9.83,100,1000,90.93273004974488,909.3273004974488,37.69537711143494,40,4000,40000,116.62406182289124,20.0,10.0,10.0,10,100,158.4706609249115
40,19.52,9.76,9.76,100,1000,108.38456936794462,1083.8456936794462,38.61801767349243,41,4100,41000,118.96377801895142,20.0,10.0,10.0,10,100,161.81535387039185
41,19.8,9.9,9.9,100,1000,115.8989767972918,1158.989767972918,39.48083806037903,42,4200,42000,121.45355367660522,18.0,9.0,9.0,10,100,165.2520728111267
42,17.82,8.91,8.91,100,1000,113.98534712327434,1139.8534712327435,40.35814380645752,43,4300,43000,124.26258158683777,20.0,10.0,10.0,10,100,169.07593202590942
43,19.56,9.78,9.78,100,1000,107.1901925782433,1071.901925782433,41.291064977645874,44,4400,44000,126.92826914787292,20.0,10.0,10.0,10,100,172.76837134361267
44,19.66,9.83,9.83,100,1000,113.02738923498885,1130.2738923498885,42.175806283950806,45,4500,45000,129.85771584510803,20.0,10.0,10.0,10,100,176.67901730537415
45,19.44,9.72,9.72,100,1000,103.89182162616319,1038.9182162616319,43.13834595680237,46,4600,46000,132.8998601436615,20.0,10.0,10.0,10,100,180.78252506256104
46,19.42,9.71,9.71,100,1000,101.72026722795499,1017.2026722795499,44.12143421173096,47,4700,47000,136.19403457641602,20.0,10.0,10.0,10,100,185.15515279769897
47,19.6,9.8,9.8,100,1000,103.51692640687298,1035.16926406873,45.08745980262756,48,4800,48000,139.75035786628723,20.0,10.0,10.0,10,100,189.7906527519226
48,19.74,9.87,9.87,100,1000,73.64077738939014,736.4077738939014,46.44540309906006,49,4900,49000,143.19598174095154,20.0,10.0,10.0,10,100,194.693115234375
