,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,196.9643207665367,1575.7145661322936,0.5077061653137207,1,100,800,1.3830108642578125,8.0,4.0,4.0,10,80,1.9612066745758057
1,125.95446988843297,1007.6357591074637,1.3016438484191895,2,200,1600,2.702385902404785,8.0,4.0,4.0,10,80,4.131573915481567
2,170.0951149660686,1360.7609197285487,1.8895502090454102,3,300,2400,4.157816410064697,8.0,4.0,4.0,10,80,6.260768413543701
3,145.62513931295192,1165.0011145036153,2.576244831085205,4,400,3200,5.395718097686768,12.0,6.0,6.0,10,80,8.246601581573486
4,152.18119642614178,1217.4495714091343,3.233356237411499,5,500,4000,6.730406999588013,8.0,4.0,4.0,10,80,10.296966075897217
5,178.84731580040312,1430.778526403225,3.792492389678955,6,600,4800,8.080437898635864,10.0,5.0,5.0,10,80,12.261262655258179
6,192.47122203943218,1539.7697763154574,4.3120505809783936,7,700,5600,9.4460768699646,0.0,0.0,0.0,10,80,14.203322172164917
7,137.2468202210057,1097.9745617680455,5.040664911270142,8,800,6400,10.871345520019531,14.0,7.0,7.0,10,80,16.413366079330444
8,189.60751286787476,1516.860102942998,5.56807017326355,9,900,7200,12.580706357955933,10.0,5.0,5.0,10,80,18.735416889190674
9,135.65747708318105,1085.2598166654484,6.30522084236145,10,1000,8000,14.027505159378052,10.0,5.0,5.0,10,80,21.001262426376343
10,194.02058393465023,1552.1646714772019,6.820630073547363,11,1100,8800,15.676058530807495,8.0,4.0,4.0,10,80,23.247723817825317
11,155.3445925925926,1242.7567407407407,7.464360237121582,12,1200,9600,17.321937084197998,12.0,6.0,6.0,10,80,25.598024606704712
12,134.87097828072226,1078.967826245778,8.205809593200684,13,1300,10400,19.083777904510498,8.0,4.0,4.0,10,80,28.15694522857666
13,150.3448468683474,1202.758774946779,8.870947122573853,14,1400,11200,20.754058122634888,2.0,1.0,1.0,10,80,30.57198667526245
14,128.3228434819535,1026.582747855628,9.65023159980774,15,1500,12000,22.309220552444458,12.0,6.0,6.0,10,80,32.993804693222046
15,156.19068330891713,1249.525466471337,10.290474653244019,16,1600,12800,23.62811779975891,10.0,5.0,5.0,10,80,35.02858519554138
16,152.8970505839668,1223.1764046717344,10.944509506225586,17,1700,13600,24.929380178451538,6.0,3.0,3.0,10,80,37.040523052215576
17,153.16840986268792,1225.3472789015034,11.59738564491272,18,1800,14400,26.12335777282715,10.0,5.0,5.0,10,80,38.95747685432434
18,172.4753559873478,1379.8028478987824,12.177178621292114,19,1900,15200,27.708662748336792,6.0,3.0,3.0,10,80,41.20047044754028
19,177.36453042613033,1418.9162434090426,12.740989208221436,20,2000,16000,29.02550768852234,0.0,0.0,0.0,10,80,43.17267608642578
20,155.03532582781162,1240.282606622493,14.031017780303955,21,2200,17600,29.76776885986328,8.0,4.0,4.0,10,80,45.261956214904785
21,188.50736716452255,1508.0589373161804,15.091984272003174,22,2400,19200,30.622975826263428,6.0,3.0,3.0,10,80,47.23548340797424
22,185.41097337684326,1483.287787014746,16.170669078826904,23,2600,20800,31.392136096954346,16.0,8.0,8.0,10,80,49.13859581947327
23,181.6614887799461,1453.2919102395688,17.271617889404297,24,2800,22400,32.3009397983551,10.0,5.0,5.0,10,80,51.217089891433716
