,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,0.26,0.13,0.13,100,1000,143.52494155392642,1435.2494155392642,0.6967430114746094,1,100,1000,6.13172721862793,0.0,0.0,0.0,10,100,6.949591875076294
1,0.24,0.12,0.12,100,1000,138.55308735611376,1385.5308735611377,1.4184880256652832,2,200,2000,19.184632301330566,6.0,3.0,3.0,10,100,20.835649490356445
2,4.22,2.11,2.11,100,1000,108.55020665488246,1085.5020665488246,2.3397207260131836,3,300,3000,33.34318828582764,12.0,6.0,6.0,10,100,35.991331815719604
3,10.22,5.11,5.11,100,1000,129.37077431772195,1293.7077431772195,3.1126928329467773,4,400,4000,42.91306781768799,14.0,7.0,7.0,10,100,46.40336012840271
4,13.76,6.88,6.88,100,1000,130.29309161170875,1302.9309161170875,3.8801932334899902,5,500,5000,55.4298369884491,16.0,8.0,8.0,10,100,59.86350083351135
5,14.4,7.2,7.2,100,1000,113.14181544114692,1131.4181544114692,4.764039754867554,6,600,6000,68.40735697746277,14.0,7.0,7.0,10,100,73.8039779663086
6,13.16,6.58,6.58,100,1000,115.37171259837105,1153.7171259837105,5.630803346633911,7,700,7000,81.55096817016602,16.0,8.0,8.0,10,100,87.9813494682312
7,14.26,7.13,7.13,100,1000,133.246880568428,1332.46880568428,6.381289958953857,8,800,8000,91.7191596031189,20.0,10.0,10.0,10,100,99.03976559638977
8,17.88,8.94,8.94,100,1000,150.95102329026346,1509.5102329026347,7.043756484985352,9,900,9000,107.10603952407837,20.0,10.0,10.0,10,100,115.14772725105286
9,17.8,8.9,8.9,100,1000,148.97687935594368,1489.768793559437,7.715001583099365,10,1000,10000,125.69595527648926,20.0,10.0,10.0,10,100,134.5227289199829
10,17.68,8.84,8.84,100,1000,160.9636549379717,1609.636549379717,8.336259841918945,11,1100,11000,141.62986588478088,20.0,10.0,10.0,10,100,151.15203142166138
11,17.06,8.53,8.53,100,1000,134.8654273065654,1348.6542730656543,9.077739715576172,12,1200,12000,152.77020812034607,20.0,10.0,10.0,10,100,163.12924432754517
12,17.66,8.83,8.83,100,1000,149.729834702247,1497.29834702247,9.745609283447266,13,1300,13000,166.22361278533936,20.0,10.0,10.0,10,100,177.31377625465393
13,17.76,8.88,8.88,100,1000,142.6761645684631,1426.761645684631,10.446497201919556,14,1400,14000,178.88729047775269,20.0,10.0,10.0,10,100,190.77205514907837
14,17.72,8.86,8.86,100,1000,94.98418403765395,949.8418403765395,11.499304056167603,15,1500,15000,192.41532826423645,20.0,10.0,10.0,10,100,205.4916410446167
15,17.9,8.95,8.95,100,1000,89.62243569458016,896.2243569458016,12.615096092224121,16,1600,16000,204.94038558006287,20.0,10.0,10.0,10,100,219.27503967285156
16,17.4,8.7,8.7,100,1000,117.56842174011638,1175.6842174011638,13.465664625167847,17,1700,17000,212.62432312965393,20.0,10.0,10.0,10,100,227.8723919391632
17,17.5,8.75,8.75,100,1000,97.3712368013383,973.7123680133831,14.492661952972412,18,1800,18000,224.048832654953,20.0,10.0,10.0,10,100,240.4417266845703
18,17.8,8.9,8.9,100,1000,82.92742241143928,829.2742241143928,15.698535680770874,19,1900,19000,237.43553566932678,20.0,10.0,10.0,10,100,255.13786625862122
19,17.92,8.96,8.96,100,1000,134.64086654410548,1346.4086654410548,16.4412522315979,20,2000,20000,254.59974217414856,20.0,10.0,10.0,10,100,273.218421459198
20,17.86,8.93,8.93,100,1000,124.38207141931483,1243.8207141931484,17.245226621627808,21,2100,21000,263.2155644893646,20.0,10.0,10.0,10,100,282.77995920181274
21,17.22,8.61,8.61,100,1000,101.678346869666,1016.7834686966601,18.22872018814087,22,2200,22000,273.39873123168945,20.0,10.0,10.0,10,100,294.04890275001526
22,17.52,8.76,8.76,100,1000,116.05312933369193,1160.5312933369194,19.090394496917725,23,2300,23000,283.5853133201599,20.0,10.0,10.0,10,100,305.2201085090637
23,17.92,8.96,8.96,100,1000,98.46944405185775,984.6944405185775,20.105937957763672,24,2400,24000,292.3731338977814,20.0,10.0,10.0,10,100,315.0826768875122
24,17.94,8.97,8.97,100,1000,124.43306807929794,1244.3306807929794,20.90958285331726,25,2500,25000,301.79567527770996,20.0,10.0,10.0,10,100,325.39124512672424
25,17.86,8.93,8.93,100,1000,124.15053033949187,1241.5053033949187,21.715056657791138,26,2600,26000,310.8849108219147,20.0,10.0,10.0,10,100,335.3467571735382
26,17.68,8.84,8.84,100,1000,121.17849535183854,1211.7849535183855,22.54028558731079,27,2700,27000,323.0472400188446,20.0,10.0,10.0,10,100,348.47040581703186
27,18.02,9.01,9.01,100,1000,144.38049799744238,1443.8049799744238,23.2328999042511,28,2800,28000,337.9997773170471,20.0,10.0,10.0,10,100,364.20186400413513
