,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,0.18,0.09,0.09,100,800,180.48983473510498,1443.9186778808398,0.5540478229522705,1,100,800,3.155702829360962,0.0,0.0,0.0,10,80,3.7661142349243164
1,0.42,0.21,0.21,100,800,193.659742239743,1549.277937917944,1.0704174041748047,2,200,1600,4.943285942077637,0.0,0.0,0.0,10,80,6.128758192062378
2,0.2,0.1,0.1,100,800,175.60829377129787,1404.866350170383,1.639866590499878,3,300,2400,6.390801191329956,12.0,6.0,6.0,10,80,8.208693504333496
3,8.62,4.31,4.31,100,800,196.563251147356,1572.506009178848,2.148608684539795,4,400,3200,7.949226140975952,16.0,8.0,8.0,10,80,10.326600790023804
4,12.58,6.29,6.29,100,800,193.24226326774138,1545.938106141931,2.6660938262939453,5,500,4000,9.488819360733032,16.0,8.0,8.0,10,80,12.459047555923462
5,13.08,6.54,6.54,100,800,171.6981410131503,1373.5851281052023,3.24851131439209,6,600,4800,11.041537046432495,16.0,8.0,8.0,10,80,14.650721311569214
6,13.22,6.61,6.61,100,800,155.50458953693837,1244.036716295507,3.8915791511535645,7,700,5600,12.549490451812744,16.0,8.0,8.0,10,80,16.890031099319458
7,12.62,6.31,6.31,100,800,137.4626830941348,1099.7014647530784,4.619049310684204,8,800,6400,14.228207111358643,16.0,8.0,8.0,10,80,19.364561319351196
8,12.98,6.49,6.49,100,800,129.2823285653784,1034.2586285230273,5.392550230026245,9,900,7200,15.583662986755371,16.0,8.0,8.0,10,80,21.56970763206482
9,12.94,6.47,6.47,100,800,169.13095811751612,1353.047664940129,5.9838080406188965,10,1000,8000,16.707786321640015,16.0,8.0,8.0,10,80,23.364195585250854
10,12.96,6.48,6.48,100,800,159.70708021481596,1277.6566417185277,6.609954357147217,11,1100,8800,17.90044331550598,16.0,8.0,8.0,10,80,25.233336687088013
11,13.1,6.55,6.55,100,800,166.8250607650248,1334.6004861201984,7.2093846797943115,12,1200,9600,19.01119637489319,16.0,8.0,8.0,10,80,26.994437217712402
12,13.02,6.51,6.51,100,800,160.63864745474754,1285.1091796379803,7.831899881362915,13,1300,10400,20.195125341415405,16.0,8.0,8.0,10,80,28.851514101028442
13,13.18,6.59,6.59,100,800,181.39782104849337,1451.182568387947,8.383174419403076,14,1400,11200,21.701879262924194,16.0,8.0,8.0,10,80,30.970638275146484
14,12.76,6.38,6.38,100,800,167.5371389015489,1340.2971112123912,8.980057001113892,15,1500,12000,22.95755696296692,16.0,8.0,8.0,10,80,32.91318082809448
15,13.36,6.68,6.68,100,800,152.48925944817722,1219.9140755854178,9.635840892791748,16,1600,12800,24.46075749397278,16.0,8.0,8.0,10,80,35.136127948760986
16,12.92,6.46,6.46,100,800,176.42970685935398,1411.4376548748319,10.202638864517212,17,1700,13600,25.91339683532715,16.0,8.0,8.0,10,80,37.222514390945435
17,12.64,6.32,6.32,100,800,164.25699461249476,1314.0559568999581,10.81144094467163,18,1800,14400,27.176290273666382,16.0,8.0,8.0,10,80,39.14446663856506
18,12.94,6.47,6.47,100,800,169.38675454431643,1355.0940363545315,11.401805877685547,19,1900,15200,28.530515432357788,16.0,8.0,8.0,10,80,41.15296483039856
19,12.82,6.41,6.41,100,800,159.3711943575895,1274.969554860716,12.029271841049194,20,2000,16000,29.9378924369812,16.0,8.0,8.0,10,80,43.267261266708374
20,13.46,6.73,6.73,100,800,160.32953473401903,1282.6362778721523,12.652987241744995,21,2100,16800,31.18433928489685,16.0,8.0,8.0,10,80,45.1904501914978
21,13.12,6.56,6.56,100,800,159.6221711837025,1276.97736946962,13.27946662902832,22,2200,17600,32.635831117630005,16.0,8.0,8.0,10,80,47.351311922073364
22,12.86,6.43,6.43,100,800,143.1775744322639,1145.4205954581112,13.97790002822876,23,2300,18400,33.93177890777588,16.0,8.0,8.0,10,80,49.39939308166504
23,13.58,6.79,6.79,100,800,163.90870079529427,1311.2696063623541,14.587995767593384,24,2400,19200,35.403157472610474,16.0,8.0,8.0,10,80,51.548683166503906
24,13.1,6.55,6.55,100,800,174.68143979716098,1397.4515183772878,15.160466432571411,25,2500,20000,36.574583292007446,16.0,8.0,8.0,10,80,53.34405040740967
25,13.16,6.58,6.58,100,800,167.267814086965,1338.14251269572,15.758310079574585,26,2600,20800,38.1682243347168,16.0,8.0,8.0,10,80,55.60132670402527
26,13.2,6.6,6.6,100,800,170.66541667582186,1365.3233334065749,16.34425187110901,27,2700,21600,39.30372714996338,16.0,8.0,8.0,10,80,57.403828620910645
27,13.22,6.61,6.61,100,800,170.14645164483267,1361.1716131586613,16.931980848312378,28,2800,22400,40.94708728790283,16.0,8.0,8.0,10,80,59.69997978210449
28,13.42,6.71,6.71,100,800,175.41367065187345,1403.3093652149876,17.50206184387207,29,2900,23200,42.29155778884888,16.0,8.0,8.0,10,80,61.694581270217896
29,13.14,6.57,6.57,100,800,160.9146841846602,1287.3174734772815,18.123509168624878,30,3000,24000,43.58190631866455,16.0,8.0,8.0,10,80,63.666295766830444
