,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,5.26,2.63,2.63,100,800,176.43497618258394,1411.4798094606715,0.5667810440063477,1,100,800,1.141767978668213,12.0,6.0,6.0,10,80,1.7718303203582764
1,9.54,4.77,4.77,100,800,176.80945714494078,1414.4756571595262,1.132361650466919,2,200,1600,2.4192845821380615,16.0,8.0,8.0,10,80,3.66733455657959
2,13.58,6.79,6.79,100,800,209.80562622490294,1678.4450097992235,1.6089932918548584,3,300,2400,3.6007301807403564,16.0,8.0,8.0,10,80,5.387807607650757
3,13.08,6.54,6.54,100,800,190.1972529961605,1521.578023969284,2.134763240814209,4,400,3200,4.917026519775391,16.0,8.0,8.0,10,80,7.282031774520874
4,13.26,6.63,6.63,100,800,190.86125701741972,1526.8900561393577,2.6587040424346924,5,500,4000,6.090799331665039,16.0,8.0,8.0,10,80,9.032193899154663
5,13.18,6.59,6.59,100,800,181.409432693285,1451.27546154628,3.2099432945251465,6,600,4800,7.339676856994629,16.0,8.0,8.0,10,80,10.884956121444702
6,13.34,6.67,6.67,100,800,183.8694122041162,1470.9552976329296,3.753807544708252,7,700,5600,8.684003114700317,16.0,8.0,8.0,10,80,12.82496166229248
7,13.24,6.62,6.62,100,800,196.1304224214039,1569.0433793712311,4.263672351837158,8,800,6400,10.16862678527832,16.0,8.0,8.0,10,80,14.873399257659912
8,13.32,6.66,6.66,100,800,172.46684550820987,1379.734764065679,4.843493938446045,9,900,7200,11.413232564926147,16.0,8.0,8.0,10,80,16.75414204597473
9,13.46,6.73,6.73,100,800,169.78863777770312,1358.309102221625,5.432461500167847,10,1000,8000,12.717133522033691,16.0,8.0,8.0,10,80,18.725894451141357
10,13.42,6.71,6.71,100,800,148.6581684117554,1189.2653472940433,6.105145692825317,11,1100,8800,13.804970026016235,16.0,8.0,8.0,10,80,20.537855625152588
11,13.48,6.74,6.74,100,800,169.80905355925395,1358.4724284740316,6.694042444229126,12,1200,9600,14.948681116104126,16.0,8.0,8.0,10,80,22.336443424224854
12,12.7,6.35,6.35,100,800,172.5086967859114,1380.0695742872913,7.273723363876343,13,1300,10400,16.122719049453735,16.0,8.0,8.0,10,80,24.14239525794983
13,13.32,6.66,6.66,100,800,190.18147093844172,1521.4517675075338,7.799536943435669,14,1400,11200,17.3860080242157,16.0,8.0,8.0,10,80,26.014121055603027
14,12.42,6.21,6.21,100,800,165.64265798889477,1325.1412639111581,8.4032461643219,15,1500,12000,18.556029558181763,16.0,8.0,8.0,10,80,27.841353178024292
15,12.92,6.46,6.46,100,800,183.3995634409806,1467.1965075278447,8.948503732681274,16,1600,12800,19.79956603050232,16.0,8.0,8.0,10,80,29.681623220443726
16,13.18,6.59,6.59,100,800,174.50853860731976,1396.068308858558,9.521541595458984,17,1700,13600,21.022937536239624,16.0,8.0,8.0,10,80,31.530194759368896
