,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,0.34,0.17,0.17,100,800,163.19264791423086,1305.541183313847,0.6127727031707764,1,100,800,1.1615076065063477,0.0,0.0,0.0,10,80,1.8361115455627441
1,0.36,0.18,0.18,100,800,167.6336945682866,1341.0695565462927,1.2093114852905273,2,200,1600,2.579684019088745,6.0,3.0,3.0,10,80,3.9185006618499756
2,5.18,2.59,2.59,100,800,165.81088255676556,1326.4870604541245,1.812408208847046,3,300,2400,3.855738401412964,8.0,4.0,4.0,10,80,5.878337860107422
3,6.42,3.21,3.21,100,800,167.8402359997215,1342.721887997772,2.408212900161743,4,400,3200,5.412942409515381,10.0,5.0,5.0,10,80,8.09485936164856
4,9.48,4.74,4.74,100,800,186.68225058206014,1493.458004656481,2.943882465362549,5,500,4000,6.921890497207642,16.0,8.0,8.0,10,80,10.191874027252197
5,13.2,6.6,6.6,100,800,206.33014759849902,1650.6411807879922,3.4285426139831543,6,600,4800,8.226565599441528,14.0,7.0,7.0,10,80,12.033816814422607
6,11.54,5.77,5.77,100,800,191.07898042106308,1528.6318433685046,3.9518864154815674,7,700,5600,9.40900206565857,14.0,7.0,7.0,10,80,13.79807710647583
7,11.36,5.68,5.68,100,800,178.6672914314924,1429.3383314519392,4.51158595085144,8,800,6400,10.66230821609497,14.0,7.0,7.0,10,80,15.67668604850769
8,11.42,5.71,5.71,100,800,166.14131683395786,1329.1305346716629,5.113483190536499,9,900,7200,11.871109008789062,16.0,8.0,8.0,10,80,17.567631244659424
9,12.66,6.33,6.33,100,800,159.72173722309194,1277.7738977847355,5.739572048187256,10,1000,8000,13.116870403289795,14.0,7.0,7.0,10,80,19.517054557800293
10,11.4,5.7,5.7,100,800,189.7099105162413,1517.6792841299305,6.266692638397217,11,1100,8800,14.325891733169556,16.0,8.0,8.0,10,80,21.31730318069458
11,13.68,6.84,6.84,100,800,190.161897926642,1521.295183413136,6.792560338973999,12,1200,9600,15.529821634292603,16.0,8.0,8.0,10,80,23.1220383644104
12,12.98,6.49,6.49,100,800,179.05422337124335,1432.4337869699468,7.35105037689209,13,1300,10400,16.883631944656372,16.0,8.0,8.0,10,80,25.102585315704346
13,13.06,6.53,6.53,100,800,178.73749056092402,1429.8999244873921,7.910530090332031,14,1400,11200,18.174525260925293,16.0,8.0,8.0,10,80,27.017915725708008
14,12.6,6.3,6.3,100,800,199.41093885126895,1595.2875108101516,8.412007093429565,15,1500,12000,19.593810319900513,14.0,7.0,7.0,10,80,28.996387720108032
15,11.28,5.64,5.64,100,800,164.51838126273807,1316.1470501019046,9.01984190940857,16,1600,12800,20.96910309791565,16.0,8.0,8.0,10,80,31.058899402618408
16,12.52,6.26,6.26,100,800,162.8486587896182,1302.7892703169457,9.633908987045288,17,1700,13600,22.249492645263672,16.0,8.0,8.0,10,80,33.011191844940186
17,13.12,6.56,6.56,100,800,167.61245884920848,1340.8996707936678,10.230523347854614,18,1800,14400,23.466362714767456,16.0,8.0,8.0,10,80,34.87801909446716
18,12.78,6.39,6.39,100,800,215.9408836459547,1727.5270691676376,10.693613052368164,19,1900,15200,24.70423698425293,16.0,8.0,8.0,10,80,36.63879752159119
19,13.1,6.55,6.55,100,800,176.37569589550435,1411.0055671640348,11.260584592819214,20,2000,16000,25.857490062713623,16.0,8.0,8.0,10,80,38.41848826408386
20,12.84,6.42,6.42,100,800,173.1639306766941,1385.3114454135527,11.838072061538696,21,2100,16800,27.073296308517456,16.0,8.0,8.0,10,80,40.288334608078
21,13.38,6.69,6.69,100,800,186.21794089141048,1489.7435271312838,12.375077247619629,22,2200,17600,28.20893383026123,16.0,8.0,8.0,10,80,42.02717399597168
22,13.12,6.56,6.56,100,800,180.33478613990712,1442.678289119257,12.929601430892944,23,2300,18400,29.31459617614746,16.0,8.0,8.0,10,80,43.74697661399841
23,12.64,6.32,6.32,100,800,178.8426639741298,1430.7413117930384,13.488752126693726,24,2400,19200,30.453248739242554,16.0,8.0,8.0,10,80,45.51057434082031
24,12.88,6.44,6.44,100,800,180.86310379815174,1446.904830385214,14.041656494140625,25,2500,20000,31.60826015472412,16.0,8.0,8.0,10,80,47.27787160873413
25,12.64,6.32,6.32,100,800,164.71795959322247,1317.7436767457798,14.648754835128784,26,2600,20800,32.84070873260498,16.0,8.0,8.0,10,80,49.1765820980072
26,13.2,6.6,6.6,100,800,169.19529546925096,1353.5623637540077,15.239787817001343,27,2700,21600,34.07945680618286,14.0,7.0,7.0,10,80,51.07247567176819
27,11.66,5.83,5.83,100,800,172.89732069798626,1383.17856558389,15.81816577911377,28,2800,22400,35.13726854324341,16.0,8.0,8.0,10,80,52.77677297592163
28,12.6,6.3,6.3,100,800,166.89124127206952,1335.1299301765562,16.4173583984375,29,2900,23200,36.22194766998291,16.0,8.0,8.0,10,80,54.52534866333008
29,12.86,6.43,6.43,100,800,161.64946037890445,1293.1956830312356,17.035980939865112,30,3000,24000,37.42622256278992,16.0,8.0,8.0,10,80,56.41712927818298
30,12.9,6.45,6.45,100,800,165.83940128170252,1326.7152102536202,17.63897395133972,31,3100,24800,38.51240158081055,16.0,8.0,8.0,10,80,58.159151554107666
31,13.02,6.51,6.51,100,800,171.87523434436235,1375.0018747548988,18.220791339874268,32,3200,25600,39.67753314971924,14.0,7.0,7.0,10,80,59.9865996837616
32,11.98,5.99,5.99,100,800,167.34743221703317,1338.7794577362654,18.818350553512573,33,3300,26400,40.84119153022766,16.0,8.0,8.0,10,80,61.81813859939575
33,12.52,6.26,6.26,100,800,175.8417488655382,1406.7339909243055,19.387043714523315,34,3400,27200,41.94518041610718,16.0,8.0,8.0,10,80,63.571239709854126
34,13.02,6.51,6.51,100,800,165.2262872751496,1321.8102982011967,19.992274284362793,35,3500,28000,43.14822220802307,16.0,8.0,8.0,10,80,65.44709992408752
35,13.06,6.53,6.53,100,800,165.1721521190634,1321.3772169525073,20.597703218460083,36,3600,28800,44.364012002944946,16.0,8.0,8.0,10,80,67.33171439170837
36,12.82,6.41,6.41,100,800,175.31923217915542,1402.5538574332434,21.168091297149658,37,3700,29600,45.534998655319214,14.0,7.0,7.0,10,80,69.14088344573975
37,11.46,5.73,5.73,100,800,174.57572516097346,1396.6058012877877,21.7409086227417,38,3800,30400,46.74162721633911,16.0,8.0,8.0,10,80,70.99266910552979
38,12.98,6.49,6.49,100,800,164.04877770224763,1312.390221617981,22.350483417510986,39,3900,31200,47.81473422050476,16.0,8.0,8.0,10,80,72.73932552337646
39,12.34,6.17,6.17,100,800,174.58088432086757,1396.6470745669405,22.92328381538391,40,4000,32000,48.907734870910645,16.0,8.0,8.0,10,80,74.46409249305725
40,12.86,6.43,6.43,100,800,155.43906500209943,1243.5125200167954,23.566622734069824,41,4100,32800,49.971880197525024,16.0,8.0,8.0,10,80,76.24838089942932
41,12.98,6.49,6.49,100,800,156.8647866696287,1254.9182933570296,24.20411443710327,42,4200,33600,51.15666341781616,16.0,8.0,8.0,10,80,78.14390420913696
42,12.74,6.37,6.37,100,800,153.5777657189767,1228.6221257518137,24.855250358581543,43,4300,34400,52.32804894447327,16.0,8.0,8.0,10,80,80.03116393089294
43,12.56,6.28,6.28,100,800,172.8366185981634,1382.6929487853072,25.433831453323364,44,4400,35200,53.503527879714966,14.0,7.0,7.0,10,80,81.84212160110474
44,11.62,5.81,5.81,100,800,163.96258765342526,1311.700701227402,26.043726682662964,45,4500,36000,54.852698802948,16.0,8.0,8.0,10,80,83.87986540794373
45,12.9,6.45,6.45,100,800,196.62231656242471,1572.9785324993977,26.552315950393677,46,4600,36800,56.02880787849426,16.0,8.0,8.0,10,80,85.63698482513428
46,12.6,6.3,6.3,100,800,181.97967737176873,1455.8374189741498,27.10182785987854,47,4700,37600,57.30882453918457,16.0,8.0,8.0,10,80,87.53227472305298
47,12.56,6.28,6.28,100,800,169.89523886292667,1359.1619109034134,27.690425872802734,48,4800,38400,58.47917628288269,16.0,8.0,8.0,10,80,89.3719732761383
48,12.98,6.49,6.49,100,800,158.64751636666782,1269.1801309333425,28.320754051208496,49,4900,39200,59.67251014709473,16.0,8.0,8.0,10,80,91.27612662315369
49,13.14,6.57,6.57,100,800,177.69914503842668,1421.5931603074134,28.883502960205078,50,5000,40000,61.07737350463867,14.0,7.0,7.0,10,80,93.31277132034302
50,11.58,5.79,5.79,100,800,158.08806457546217,1264.7045166036974,29.516061782836914,51,5100,40800,62.32146191596985,16.0,8.0,8.0,10,80,95.25769829750061
51,12.62,6.31,6.31,100,800,183.37238202871052,1466.9790562296841,30.061400175094604,52,5200,41600,63.636722564697266,16.0,8.0,8.0,10,80,97.18278503417969
52,12.78,6.39,6.39,100,800,183.28175539208704,1466.2540431366963,30.60700821876526,53,5300,42400,64.90930390357971,16.0,8.0,8.0,10,80,99.07375454902649
53,12.94,6.47,6.47,100,800,170.5686674160191,1364.5493393281529,31.19328236579895,54,5400,43200,66.25784611701965,16.0,8.0,8.0,10,80,101.08643126487732
54,13.08,6.54,6.54,100,800,171.60765984049908,1372.8612787239927,31.776006937026978,55,5500,44000,67.6981737613678,16.0,8.0,8.0,10,80,103.18925523757935
55,12.64,6.32,6.32,100,800,190.57126798857382,1524.5701439085906,32.30074501037598,56,5600,44800,68.80164933204651,14.0,7.0,7.0,10,80,104.89416885375977
56,11.5,5.75,5.75,100,800,162.6535819004581,1301.2286552036649,32.91554856300354,57,5700,45600,70.06643891334534,16.0,8.0,8.0,10,80,106.84301519393921
57,12.88,6.44,6.44,100,800,172.16017863299786,1377.2814290639828,33.496402978897095,58,5800,46400,71.31706595420837,16.0,8.0,8.0,10,80,108.75497031211853
58,12.64,6.32,6.32,100,800,161.20722159082393,1289.6577727265915,34.11672258377075,59,5900,47200,73.01603770256042,16.0,8.0,8.0,10,80,111.12873840332031
59,13.12,6.56,6.56,100,800,186.80247537650618,1494.4198030120494,34.65204739570618,60,6000,48000,74.6657645702362,16.0,8.0,8.0,10,80,113.37038087844849
60,12.32,6.16,6.16,100,800,195.45299495792054,1563.6239596633643,35.163679361343384,61,6100,48800,76.23023104667664,16.0,8.0,8.0,10,80,115.52706336975098
61,13.14,6.57,6.57,100,800,206.7187089543522,1653.7496716348176,35.64742851257324,62,6200,49600,77.68659543991089,14.0,7.0,7.0,10,80,117.52523231506348
62,11.34,5.67,5.67,100,800,177.82797641003464,1422.623811280277,36.20976972579956,63,6300,50400,79.1728196144104,16.0,8.0,8.0,10,80,119.63968443870544
63,12.9,6.45,6.45,100,800,214.62594902670554,1717.0075922136443,36.67569661140442,64,6400,51200,80.53586554527283,16.0,8.0,8.0,10,80,121.53265714645386
64,12.66,6.33,6.33,100,800,165.99114144871191,1327.9291315896953,37.278138399124146,65,6500,52000,82.11962223052979,16.0,8.0,8.0,10,80,123.78351163864136
65,12.84,6.42,6.42,100,800,201.73991674141982,1613.9193339313586,37.773826122283936,66,6600,52800,83.3727126121521,14.0,7.0,7.0,10,80,125.5960156917572
66,11.88,5.94,5.94,100,800,189.50231461610264,1516.018516928821,38.30152416229248,67,6700,53600,84.5932412147522,16.0,8.0,8.0,10,80,127.40831398963928
67,12.7,6.35,6.35,100,800,173.5387843897579,1388.3102751180631,38.8777642250061,68,6800,54400,85.61045742034912,14.0,7.0,7.0,10,80,129.08348441123962
68,11.28,5.64,5.64,100,800,164.1445651110459,1313.1565208883671,39.48698329925537,69,6900,55200,86.75139594078064,16.0,8.0,8.0,10,80,130.89713788032532
69,13.0,6.5,6.5,100,800,165.83350005100374,1326.66800040803,40.0899977684021,70,7000,56000,88.15801620483398,16.0,8.0,8.0,10,80,132.97079968452454
70,12.72,6.36,6.36,100,800,169.56020628734126,1356.48165029873,40.67975878715515,71,7100,56800,89.48466229438782,16.0,8.0,8.0,10,80,134.95187330245972
71,12.94,6.47,6.47,100,800,170.22289303561232,1361.7831442848985,41.267223834991455,72,7200,57600,90.65481662750244,16.0,8.0,8.0,10,80,136.7908947467804
72,12.84,6.42,6.42,100,800,186.73835285024705,1493.9068228019764,41.80273246765137,73,7300,58400,91.81835746765137,16.0,8.0,8.0,10,80,138.5531816482544
73,13.46,6.73,6.73,100,800,167.13450842346282,1337.0760673877026,42.401052951812744,74,7400,59200,93.25865602493286,16.0,8.0,8.0,10,80,140.65629482269287
74,13.02,6.51,6.51,100,800,207.2284584980237,1657.8276679841897,42.88361215591431,75,7500,60000,94.52926278114319,16.0,8.0,8.0,10,80,142.48904466629028
75,12.66,6.33,6.33,100,800,178.7133486298145,1429.706789038516,43.44316744804382,76,7600,60800,95.96930193901062,16.0,8.0,8.0,10,80,144.57075691223145
76,12.78,6.39,6.39,100,800,172.92226936401457,1383.3781549121165,44.021461963653564,77,7700,61600,97.24573564529419,14.0,7.0,7.0,10,80,146.48893857002258
77,11.46,5.73,5.73,100,800,187.43297991475413,1499.463839318033,44.554986000061035,78,7800,62400,98.55305576324463,16.0,8.0,8.0,10,80,148.39766693115234
78,12.82,6.41,6.41,100,800,166.63557208988928,1333.0845767191142,45.15509796142578,79,7900,63200,99.80334830284119,16.0,8.0,8.0,10,80,150.31944632530212
