,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,156.5018367297442,1252.0146938379537,0.638970136642456,1,100,800,1.6366431713104248,0.0,0.0,0.0,10,80,2.379648447036743
1,109.41700666784928,875.3360533427942,1.5529048442840576,2,200,1600,3.024627685546875,10.0,5.0,5.0,10,80,4.763402700424194
2,140.1007021896747,1120.8056175173976,2.266677141189575,3,300,2400,4.559144973754883,10.0,5.0,5.0,10,80,7.1118059158325195
3,124.83935613277254,998.7148490621803,3.06770658493042,4,400,3200,6.507482290267944,10.0,5.0,5.0,10,80,9.949018478393555
4,108.0552242228136,864.4417937825089,3.993159294128418,5,500,4000,8.178987503051758,13.8,6.9,6.9,10,80,12.624454498291016
5,139.02814635281422,1112.2251708225137,4.712438106536865,6,600,4800,9.750089645385742,11.400000000000002,5.700000000000001,5.700000000000001,10,80,14.98874306678772
6,153.88078735466033,1231.0462988372826,5.3622918128967285,7,700,5600,11.224588394165039,7.6,3.8,3.8,10,80,17.17062520980835
7,156.41843410912844,1251.3474728730275,6.001602649688721,8,800,6400,12.667696714401245,5.3999999999999995,2.6999999999999997,2.6999999999999997,10,80,19.33832812309265
8,166.05948885573747,1328.4759108458998,6.603796482086182,9,900,7200,14.07294511795044,11.200000000000001,5.6000000000000005,5.6000000000000005,10,80,21.416399240493774
9,148.07556319533367,1184.6045055626694,7.279127359390259,10,1000,8000,15.317575693130493,14.400000000000002,7.200000000000001,7.200000000000001,10,80,23.40380072593689
10,150.22121461201934,1201.7697168961547,7.944812297821045,11,1100,8800,16.586057662963867,14.400000000000002,7.200000000000001,7.200000000000001,10,80,25.415055513381958
11,153.1790381243538,1225.4323049948305,8.59764313697815,12,1200,9600,17.789858102798462,14.400000000000002,7.200000000000001,7.200000000000001,10,80,27.339195728302002
12,163.05161994077076,1304.412959526166,9.210945844650269,13,1300,10400,19.058931350708008,11.599999999999998,5.799999999999999,5.799999999999999,10,80,29.276485204696655
13,162.14814874951242,1297.1851899960993,9.82766580581665,14,1400,11200,20.403990745544434,11.599999999999998,5.799999999999999,5.799999999999999,10,80,31.319719076156616
14,133.7315442960807,1069.8523543686456,10.575432538986206,15,1500,12000,22.13559913635254,14.400000000000002,7.200000000000001,7.200000000000001,10,80,33.86941409111023
15,125.89980014780298,1007.1984011824238,11.369714975357056,16,1600,12800,24.32249903678894,7.200000000000001,3.6000000000000005,3.6000000000000005,10,80,36.92389917373657
