,sampling/learner/mean_reward,sampling/learner/learner/mean_reward,sampling/learner/partner/mean_reward,sampling/learner/episodes,sampling/learner/samples,sampling/partner/mean_reward,sampling/partner/response/mean_reward,sampling/partner/partner/mean_reward,sampling/partner/episodes,sampling/partner/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/learner/mean_reward,eval/learner/learner/mean_reward,eval/learner/partner/mean_reward,eval/learner/episodes,eval/learner/samples,eval/partner/mean_reward,eval/partner/response/mean_reward,eval/partner/partner/mean_reward,eval/partner/episodes,eval/partner/samples,total_time_s
10,0.0,0.0,0.0,100,1000,2.16,1.08,1.08,100,1000,209.6688107756159,2096.688107756159,9.654714584350586,11,2200,22000,13.846806764602661,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,24.48292303085327
11,0.0,0.0,0.0,100,1000,2.24,1.12,1.12,100,1000,261.7056430478948,2617.0564304789477,10.41893196105957,12,2400,24000,14.086886405944824,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,25.556214809417725
12,0.04,0.02,0.02,100,1000,2.1,1.05,1.05,100,1000,230.88466897094224,2308.846689709422,11.285165309906006,13,2600,26000,14.522504329681396,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,26.961297035217285
13,0.04,0.02,0.02,100,1000,2.18,1.09,1.09,100,1000,281.9613921053171,2819.613921053171,11.994482278823853,14,2800,28000,15.002404928207397,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,28.223933935165405
14,0.06,0.03,0.03,100,1000,19.34,9.67,9.67,100,1000,215.82448987887895,2158.2448987887897,12.92116117477417,15,3000,30000,15.389772415161133,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,29.632654666900635
15,0.04,0.02,0.02,100,1000,18.34,9.17,9.17,100,1000,248.59731102876503,2485.9731102876503,13.725675106048584,16,3200,32000,15.849632978439331,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,30.974364757537842
16,0.04,0.02,0.02,100,1000,2.12,1.06,1.06,100,1000,285.8683969288754,2858.6839692887547,14.425297737121582,17,3400,34000,16.077204704284668,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,32.00394344329834
17,0.08,0.04,0.04,100,1000,2.24,1.12,1.12,100,1000,255.3304277448695,2553.304277448695,15.208596467971802,18,3600,36000,16.316181182861328,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,33.09405326843262
18,0.06,0.03,0.03,100,1000,18.28,9.14,9.14,100,1000,257.7599859391487,2577.5998593914874,15.984512090682983,19,3800,38000,16.67104721069336,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,34.3080620765686
19,0.04,0.02,0.02,100,1000,19.22,9.61,9.61,100,1000,248.24330578825445,2482.4330578825447,16.790173292160034,20,4000,40000,16.988709211349487,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,35.5023398399353
20,0.1,0.05,0.05,100,1000,18.36,9.18,9.18,100,1000,254.1952355483907,2541.952355483907,17.576970100402832,21,4200,42000,17.49116063117981,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,36.873680114746094
21,0.06,0.03,0.03,100,1000,2.16,1.08,1.08,100,1000,242.38395134642212,2423.839513464221,18.40210723876953,22,4400,44000,17.90362787246704,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,38.22348403930664
22,0.08,0.04,0.04,100,1000,2.16,1.08,1.08,100,1000,220.71172002690025,2207.1172002690023,19.308266639709473,23,4600,46000,18.265276193618774,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,39.566213846206665
23,0.02,0.01,0.01,100,1000,19.0,9.5,9.5,100,1000,248.02575401696907,2480.257540169691,20.11463451385498,24,4800,48000,18.700973987579346,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,40.87807011604309
24,1.9,0.95,0.95,100,1000,2.06,1.03,1.03,100,1000,267.0580347506843,2670.5803475068433,20.863535404205322,25,5000,50000,19.04002594947815,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,42.04062223434448
25,1.94,0.97,0.97,100,1000,18.92,9.46,9.46,100,1000,219.0107842200434,2190.1078422004343,21.776732444763184,26,5200,52000,19.465747356414795,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,43.47975158691406
26,1.98,0.99,0.99,100,1000,19.26,9.63,9.63,100,1000,216.3535209963508,2163.535209963508,22.70114541053772,27,5400,54000,19.802963733673096,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,44.82409381866455
27,1.96,0.98,0.98,100,1000,19.16,9.58,9.58,100,1000,221.32058765485777,2213.2058765485776,23.604811906814575,28,5600,56000,20.06410813331604,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,46.06892442703247
28,1.98,0.99,0.99,100,1000,18.92,9.46,9.46,100,1000,250.32692630781713,2503.269263078171,24.403767108917236,29,5800,58000,20.439021110534668,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,47.321857213974
29,2.02,1.01,1.01,100,1000,18.9,9.45,9.45,100,1000,233.50302922334137,2335.0302922334135,25.260287046432495,30,6000,60000,20.835923194885254,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,48.66323781013489
30,3.86,1.93,1.93,100,1000,18.68,9.34,9.34,100,1000,262.60289856524275,2626.0289856524278,26.02189326286316,31,6200,62000,21.088000059127808,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,49.75722360610962
31,3.94,1.97,1.97,100,1000,18.5,9.25,9.25,100,1000,235.07602426364718,2350.760242636472,26.872681856155396,32,6400,64000,21.34721326828003,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,50.947784423828125
32,2.02,1.01,1.01,100,1000,18.3,9.15,9.15,100,1000,217.6236431936575,2176.236431936575,27.791699647903442,33,6600,66000,21.604572534561157,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,52.19357132911682
33,3.74,1.87,1.87,100,1000,18.88,9.44,9.44,100,1000,258.95033317219566,2589.503331721957,28.564048528671265,34,6800,68000,21.803685188293457,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,53.233856201171875
34,3.8,1.9,1.9,100,1000,19.12,9.56,9.56,100,1000,261.71233821216134,2617.1233821216133,29.328246355056763,35,7000,70000,22.08771514892578,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,54.35065674781799
35,3.8,1.9,1.9,100,1000,2.08,1.04,1.04,100,1000,256.25987291189153,2562.5987291189153,30.108704090118408,36,7200,72000,22.490785598754883,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,55.634772539138794
36,2.24,1.12,1.12,100,1000,19.06,9.53,9.53,100,1000,221.5108171461451,2215.1081714614506,31.011594533920288,37,7400,74000,22.77237105369568,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,56.91958236694336
37,4.08,2.04,2.04,100,1000,2.18,1.09,1.09,100,1000,242.0502024441028,2420.502024441028,31.83786940574646,38,7600,76000,23.085451126098633,6.0,3.0,3.0,10,100,20.0,10.0,10.0,10,100,58.12850546836853
38,5.94,2.97,2.97,100,1000,19.0,9.5,9.5,100,1000,235.54679229749303,2355.4679229749304,32.686957597732544,39,7800,78000,23.398750066757202,6.0,3.0,3.0,10,100,20.0,10.0,10.0,10,100,59.35979628562927
39,5.88,2.94,2.94,100,1000,19.1,9.55,9.55,100,1000,228.4672803170421,2284.672803170421,33.56235647201538,40,8000,80000,23.775931358337402,6.0,3.0,3.0,10,100,20.0,10.0,10.0,10,100,60.71324348449707
40,5.96,2.98,2.98,100,1000,18.34,9.17,9.17,100,1000,220.85053940967043,2208.5053940967045,34.46794629096985,41,8200,82000,24.121371269226074,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,62.06538105010986
41,4.04,2.02,2.02,100,1000,18.98,9.49,9.49,100,1000,225.0481827898372,2250.4818278983716,35.35664486885071,42,8400,84000,24.386398792266846,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,63.31971096992493
42,2.0,1.0,1.0,100,1000,18.8,9.4,9.4,100,1000,242.2951089570194,2422.951089570194,36.18208456039429,43,8600,86000,24.6225528717041,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,64.447833776474
43,2.04,1.02,1.02,100,1000,2.1,1.05,1.05,100,1000,248.3128206919457,2483.1282069194567,36.98752021789551,44,8800,88000,24.855196714401245,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,65.55915307998657
44,4.04,2.02,2.02,100,1000,18.14,9.07,9.07,100,1000,268.98565000795224,2689.8565000795224,37.73105430603027,45,9000,90000,25.289313554763794,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,66.83847284317017
45,3.92,1.96,1.96,100,1000,2.18,1.09,1.09,100,1000,219.20559670661453,2192.055967066145,38.64343976974487,46,9200,92000,25.527246236801147,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,68.07047057151794
46,2.1,1.05,1.05,100,1000,19.0,9.5,9.5,100,1000,216.54782525640263,2165.4782525640267,39.567023277282715,47,9400,94000,25.82041573524475,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,69.35527992248535
47,2.12,1.06,1.06,100,1000,2.1,1.05,1.05,100,1000,254.2543292542838,2542.543292542838,40.35363721847534,48,9600,96000,26.177417993545532,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,70.56628966331482
48,2.16,1.08,1.08,100,1000,18.32,9.16,9.16,100,1000,265.40180718317345,2654.0180718317347,41.10721158981323,49,9800,98000,26.61523962020874,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,71.83560299873352
49,3.96,1.98,1.98,100,1000,2.12,1.06,1.06,100,1000,272.41064649649053,2724.1064649649056,41.841397285461426,50,10000,100000,27.02175521850586,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,73.05451369285583
50,4.06,2.03,2.03,100,1000,17.66,8.83,8.83,100,1000,272.34970960235864,2723.4970960235864,42.57574725151062,51,10200,102000,27.306080102920532,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,74.16760754585266
51,3.96,1.98,1.98,100,1000,2.08,1.04,1.04,100,1000,243.45368054795745,2434.5368054795745,43.39725875854492,52,10400,104000,27.55306100845337,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,75.31415343284607
52,4.02,2.01,2.01,100,1000,18.58,9.29,9.29,100,1000,231.14678299954315,2311.467829995431,44.26250982284546,53,10600,106000,27.821670293807983,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,76.5184338092804
53,2.04,1.02,1.02,100,1000,19.2,9.6,9.6,100,1000,252.2610429883249,2522.610429883249,45.055339336395264,54,10800,108000,28.09164023399353,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,77.65066766738892
54,3.98,1.99,1.99,100,1000,18.58,9.29,9.29,100,1000,241.76139867911238,2417.613986791124,45.882601261138916,55,11000,110000,28.451204299926758,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,78.9125292301178
55,1.98,0.99,0.99,100,1000,18.72,9.36,9.36,100,1000,213.3798386947025,2133.798386947025,46.819896936416626,56,11200,112000,28.654030799865723,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,80.13321661949158
56,3.88,1.94,1.94,100,1000,19.34,9.67,9.67,100,1000,229.55689262480158,2295.5689262480155,47.69114065170288,57,11400,114000,29.032545804977417,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,81.46283149719238
57,2.04,1.02,1.02,100,1000,19.02,9.51,9.51,100,1000,282.61609144130836,2826.1609144130834,48.39881443977356,58,11600,116000,29.500926733016968,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,82.74136900901794
58,1.96,0.98,0.98,100,1000,18.6,9.3,9.3,100,1000,228.15317030503076,2281.5317030503074,49.275418519973755,59,11800,118000,29.903507947921753,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,84.1261146068573
59,0.06,0.03,0.03,100,1000,18.32,9.16,9.16,100,1000,220.84065532373532,2208.406553237353,50.18104887008667,60,12000,120000,30.257375240325928,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,85.48983597755432
60,0.22,0.11,0.11,100,1000,18.84,9.42,9.42,100,1000,280.2824807411645,2802.8248074116445,50.894614696502686,61,12200,122000,30.65314245223999,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,86.67111349105835
61,2.02,1.01,1.01,100,1000,18.1,9.05,9.05,100,1000,249.8103181336698,2498.103181336698,51.69522213935852,62,12400,124000,31.05461072921753,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,87.95713663101196
62,1.94,0.97,0.97,100,1000,19.26,9.63,9.63,100,1000,255.92994105312357,2559.299410531236,52.476686000823975,63,12600,126000,31.468363046646118,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,89.23589539527893
63,2.1,1.05,1.05,100,1000,19.26,9.63,9.63,100,1000,261.6843351101081,2616.8433511010817,53.240965604782104,64,12800,128000,31.891751289367676,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,90.49881768226624
64,2.08,1.04,1.04,100,1000,2.06,1.03,1.03,100,1000,289.4758582278446,2894.7585822784463,53.93186950683594,65,13000,130000,32.599915504455566,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,91.98425245285034
65,2.02,1.01,1.01,100,1000,18.78,9.39,9.39,100,1000,239.03778592053226,2390.3778592053227,54.76855731010437,66,13200,132000,33.19555997848511,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,93.50866961479187
66,1.96,0.98,0.98,100,1000,2.16,1.08,1.08,100,1000,219.8818784121422,2198.818784121422,55.678136587142944,67,13400,134000,33.53833532333374,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,94.84889531135559
67,2.0,1.0,1.0,100,1000,2.24,1.12,1.12,100,1000,254.5094328230872,2545.094328230872,56.46396207809448,68,13600,136000,33.919625997543335,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,96.12172269821167
68,2.12,1.06,1.06,100,1000,2.02,1.01,1.01,100,1000,231.0599395673862,2310.599395673862,57.329538345336914,69,13800,138000,34.16446852684021,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,97.31128025054932
69,2.1,1.05,1.05,100,1000,18.66,9.33,9.33,100,1000,262.7145009584877,2627.145009584877,58.09082102775574,70,14000,140000,34.51816773414612,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,98.49351572990417
70,2.08,1.04,1.04,100,1000,18.76,9.38,9.38,100,1000,276.5265794710708,2765.265794710708,58.81407880783081,71,14200,142000,34.94786071777344,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,99.72092080116272
71,0.06,0.03,0.03,100,1000,18.94,9.47,9.47,100,1000,255.20311332533421,2552.0311332533424,59.59776830673218,72,14400,144000,35.21382808685303,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,100.87172651290894
72,0.06,0.03,0.03,100,1000,18.64,9.32,9.32,100,1000,233.0826052345314,2330.826052345314,60.455833196640015,73,14600,146000,35.46101641654968,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,102.05085325241089
73,0.08,0.04,0.04,100,1000,2.24,1.12,1.12,100,1000,250.7129019319753,2507.129019319753,61.25355839729309,74,14800,148000,35.80739188194275,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,103.29779148101807
74,1.94,0.97,0.97,100,1000,2.08,1.04,1.04,100,1000,286.88446828819195,2868.8446828819197,61.950703144073486,75,15000,150000,36.19973039627075,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,104.45540118217468
75,0.06,0.03,0.03,100,1000,2.2,1.1,1.1,100,1000,243.6767305298597,2436.767305298597,62.7714626789093,76,15200,152000,36.62177538871765,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,105.77783441543579
76,0.08,0.04,0.04,100,1000,2.04,1.02,1.02,100,1000,260.2354979171501,2602.354979171501,63.53999733924866,77,15400,154000,37.0527765750885,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,107.06297397613525
77,0.08,0.04,0.04,100,1000,1.98,0.99,0.99,100,1000,252.53952718802807,2525.3952718802807,64.3319525718689,78,15600,156000,37.42877149581909,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,108.30555200576782
78,1.98,0.99,0.99,100,1000,19.1,9.55,9.55,100,1000,255.57445854314838,2555.7445854314838,65.11450338363647,79,15800,158000,37.7044517993927,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,109.46276187896729
79,0.02,0.01,0.01,100,1000,17.92,8.96,8.96,100,1000,224.60283014397046,2246.0283014397046,66.00496411323547,80,16000,160000,37.97094798088074,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,110.71998429298401
80,0.06,0.03,0.03,100,1000,19.04,9.52,9.52,100,1000,252.3623562100617,2523.6235621006167,66.79747533798218,81,16200,162000,38.17390179634094,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,111.79179644584656
81,0.06,0.03,0.03,100,1000,19.0,9.5,9.5,100,1000,206.3525307470783,2063.525307470783,67.76669049263,82,16400,164000,38.39690375328064,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,113.0530014038086
82,0.14,0.07,0.07,100,1000,19.32,9.66,9.66,100,1000,251.81275230481424,2518.1275230481424,68.56093144416809,83,16600,166000,38.821003437042236,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,114.33953285217285
83,0.02,0.01,0.01,100,1000,18.68,9.34,9.34,100,1000,244.21488770219122,2442.148877021912,69.37988233566284,84,16800,168000,39.219799757003784,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,115.63020706176758
84,0.04,0.02,0.02,100,1000,19.06,9.53,9.53,100,1000,208.5215185669634,2085.215185669634,70.33901596069336,85,17000,170000,39.59344506263733,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,117.06413197517395
85,0.06,0.03,0.03,100,1000,18.84,9.42,9.42,100,1000,275.33504382295416,2753.3504382295414,71.06540369987488,86,17200,172000,39.92915439605713,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,118.21016001701355
86,0.06,0.03,0.03,100,1000,18.28,9.14,9.14,100,1000,249.04819006331743,2490.481900633174,71.86846113204956,87,17400,174000,40.2754590511322,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,119.46350431442261
87,0.12,0.06,0.06,100,1000,18.22,9.11,9.11,100,1000,244.9674918875731,2449.674918875731,72.68489599227905,88,17600,176000,40.68505668640137,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,120.79228281974792
88,0.04,0.02,0.02,100,1000,19.18,9.59,9.59,100,1000,265.91694596805866,2659.169459680587,73.4370105266571,89,17800,178000,41.055954694747925,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,122.00160717964172
89,0.06,0.03,0.03,100,1000,18.78,9.39,9.39,100,1000,254.10922511997217,2541.092251199722,74.22407364845276,90,18000,180000,41.408952713012695,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,123.23471641540527
90,0.06,0.03,0.03,100,1000,19.0,9.5,9.5,100,1000,236.9267729596556,2369.267729596556,75.06821632385254,91,18200,182000,41.678343296051025,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,124.44940876960754
91,0.02,0.01,0.01,100,1000,18.8,9.4,9.4,100,1000,218.06927018898747,2180.6927018898746,75.985356092453,92,18400,184000,41.92102336883545,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,125.67875671386719
92,0.1,0.05,0.05,100,1000,18.94,9.47,9.47,100,1000,254.27822107870657,2542.7822107870657,76.77189612388611,93,18600,186000,42.267475605010986,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,126.87931251525879
93,0.0,0.0,0.0,100,1000,18.6,9.3,9.3,100,1000,253.33598288022256,2533.359828802226,77.56136155128479,94,18800,188000,42.5933518409729,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,128.06578969955444
94,0.04,0.02,0.02,100,1000,2.2,1.1,1.1,100,1000,216.5206050057856,2165.206050057856,78.48506116867065,95,19000,190000,42.90266418457031,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,129.39811825752258
95,0.08,0.04,0.04,100,1000,19.12,9.56,9.56,100,1000,208.99385770014794,2089.938577001479,79.44202709197998,96,19200,192000,43.17999196052551,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,130.70438194274902
96,0.12,0.06,0.06,100,1000,2.04,1.02,1.02,100,1000,256.0448516066962,2560.4485160669624,80.22314023971558,97,19400,194000,43.53970670700073,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,131.92717123031616
97,0.04,0.02,0.02,100,1000,19.54,9.77,9.77,100,1000,240.19113109568238,2401.911310956824,81.05581045150757,98,19600,196000,43.93130016326904,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,133.24013996124268
98,0.14,0.07,0.07,100,1000,2.1,1.05,1.05,100,1000,203.63862347549133,2036.3862347549134,82.03794240951538,99,19800,198000,44.33904027938843,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,134.71791315078735
99,1.94,0.97,0.97,100,1000,18.54,9.27,9.27,100,1000,251.18330261142233,2511.8330261142232,82.8341736793518,100,20000,200000,44.76644730567932,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,136.0440056324005
100,0.12,0.06,0.06,100,1000,2.1,1.05,1.05,100,1000,252.18543364904332,2521.854336490433,83.62724089622498,101,20200,202000,45.1820912361145,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,137.33656978607178
101,2.0,1.0,1.0,100,1000,19.76,9.88,9.88,100,1000,269.6581074317441,2696.581074317441,84.36892080307007,102,20400,204000,45.511945962905884,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,138.50338625907898
102,1.84,0.92,0.92,100,1000,19.7,9.85,9.85,100,1000,277.12484976944273,2771.2484976944274,85.0906171798706,103,20600,206000,45.87536573410034,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,139.6908142566681
103,0.06,0.03,0.03,100,1000,19.52,9.76,9.76,100,1000,241.59366533638502,2415.93665336385,85.91845345497131,104,20800,208000,46.27876162528992,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,141.02451515197754
104,0.06,0.03,0.03,100,1000,19.68,9.84,9.84,100,1000,204.0659901774209,2040.6599017742092,86.89852857589722,105,21000,210000,46.68592929840088,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,142.51229095458984
105,0.02,0.01,0.01,100,1000,19.52,9.76,9.76,100,1000,216.81250308537395,2168.1250308537396,87.82098460197449,106,21200,212000,46.96576380729675,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,143.78271627426147
106,0.08,0.04,0.04,100,1000,19.56,9.78,9.78,100,1000,246.4542597242192,2464.542597242192,88.6324942111969,107,21400,214000,47.29576134681702,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,144.9916331768036
107,0.06,0.03,0.03,100,1000,19.58,9.79,9.79,100,1000,283.3944190751025,2833.9441907510254,89.33822441101074,108,21600,216000,47.77708697319031,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,146.25538563728333
108,0.04,0.02,0.02,100,1000,19.52,9.76,9.76,100,1000,229.26810070010802,2292.68100700108,90.2105655670166,109,21800,218000,48.134175062179565,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,147.55412483215332
109,0.08,0.04,0.04,100,1000,19.44,9.72,9.72,100,1000,272.01746907841465,2720.1746907841466,90.94581246376038,110,22000,220000,48.42719864845276,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,148.67214345932007
110,0.1,0.05,0.05,100,1000,19.46,9.73,9.73,100,1000,236.95903148744856,2369.5903148744856,91.78984022140503,111,22200,222000,48.73027729988098,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,149.89823603630066
111,2.04,1.02,1.02,100,1000,19.64,9.82,9.82,100,1000,249.3767667738164,2493.7676677381637,92.59183955192566,112,22400,224000,49.037203788757324,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,151.09813714027405
112,2.04,1.02,1.02,100,1000,19.7,9.85,9.85,100,1000,216.36769525008285,2163.6769525008285,93.5161919593811,113,22600,226000,49.3344202041626,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,152.41324639320374
113,2.12,1.06,1.06,100,1000,19.56,9.78,9.78,100,1000,235.55128990645463,2355.512899064546,94.36526393890381,114,22800,228000,49.57835674285889,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,153.57519006729126
