,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,143.03436634127627,1144.2749307302101,0.6991326808929443,1,100,800,1.6912665367126465,16.0,8.0,8.0,10,80,2.5041773319244385
1,157.1623203480852,1257.2985627846815,1.3354175090789795,2,200,1600,3.0652685165405273,16.0,8.0,8.0,10,80,4.5934953689575195
2,150.4849864971579,1203.8798919772632,1.9999356269836426,3,300,2400,4.449763298034668,16.0,8.0,8.0,10,80,6.720848321914673
3,144.518248844179,1156.145990753432,2.691889762878418,4,400,3200,5.727709770202637,16.0,8.0,8.0,10,80,8.756701707839966
4,164.70858040447672,1317.6686432358138,3.299022674560547,5,500,4000,6.921119451522827,16.0,8.0,8.0,10,80,10.632266283035278
5,173.4089927172675,1387.27194173814,3.8756940364837646,6,600,4800,8.232753992080688,16.0,8.0,8.0,10,80,12.57760739326477
6,172.99280609959604,1383.9424487967683,4.453752756118774,7,700,5600,9.653483152389526,16.0,8.0,8.0,10,80,14.632779121398926
7,177.38523343245154,1419.0818674596123,5.017497539520264,8,800,6400,10.980111360549927,16.0,8.0,8.0,10,80,16.583935737609863
8,177.567342846934,1420.538742775472,5.580664157867432,9,900,7200,12.290807723999023,16.0,8.0,8.0,10,80,18.535619974136353
9,154.39631330977187,1235.170506478175,6.228348016738892,10,1000,8000,13.604872703552246,16.0,8.0,8.0,10,80,20.553622484207153
10,179.47001561797993,1435.7601249438394,6.785544157028198,11,1100,8800,14.945696592330933,16.0,8.0,8.0,10,80,22.511704206466675
11,180.04387875863722,1440.3510300690978,7.340964317321777,12,1200,9600,16.21280074119568,16.0,8.0,8.0,10,80,24.388224840164185
12,169.03941468400302,1352.3153174720242,7.932542324066162,13,1300,10400,17.555378675460815,16.0,8.0,8.0,10,80,26.37474036216736
13,181.97580860343908,1455.8064688275126,8.482065916061401,14,1400,11200,18.95174551010132,16.0,8.0,8.0,10,80,28.373173475265503
14,161.63407372353404,1293.0725897882724,9.100747346878052,15,1500,12000,20.379706382751465,16.0,8.0,8.0,10,80,30.475399255752563
15,175.75215127836387,1406.017210226911,9.669730424880981,16,1600,12800,21.731029987335205,16.0,8.0,8.0,10,80,32.460230350494385
16,184.09118041559282,1472.7294433247425,10.212939500808716,17,1700,13600,23.21889090538025,16.0,8.0,8.0,10,80,34.561479568481445
