,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,122.39378352344237,979.1502681875389,0.8170349597930908,1,100,800,2.3549396991729736,0.0,0.0,0.0,10,80,3.2309727668762207
1,161.37679751450034,1291.0143801160027,1.4367027282714844,2,200,1600,4.1330015659332275,8.0,4.0,4.0,10,80,5.718240737915039
2,147.80365035165133,1182.4292028132106,2.1132760047912598,3,300,2400,5.596247673034668,14.0,7.0,7.0,10,80,7.916092395782471
3,183.74415765280128,1469.9532612224102,2.657510995864868,4,400,3200,6.813643932342529,16.0,8.0,8.0,10,80,9.737340211868286
4,193.36868179971978,1546.9494543977582,3.1746578216552734,5,500,4000,7.956986904144287,16.0,8.0,8.0,10,80,11.469170331954956
5,209.2053665217864,1673.6429321742912,3.6526570320129395,6,600,4800,8.993722200393677,16.0,8.0,8.0,10,80,13.035627365112305
6,245.93013369796057,1967.4410695836846,4.059276580810547,7,700,5600,9.867108583450317,16.0,8.0,8.0,10,80,14.366676568984985
7,240.7752009184845,1926.201607347876,4.474601745605469,8,800,6400,10.72981595993042,16.0,8.0,8.0,10,80,15.695874452590942
8,236.98895544263831,1895.9116435411065,4.896562337875366,9,900,7200,11.59861946105957,16.0,8.0,8.0,10,80,17.035399436950684
9,240.00434883368285,1920.0347906694628,5.313221454620361,10,1000,8000,12.469778776168823,16.0,8.0,8.0,10,80,18.375184774398804
10,240.40658668597118,1923.2526934877694,5.7291834354400635,11,1100,8800,13.334717750549316,16.0,8.0,8.0,10,80,19.70449924468994
11,239.98773256066775,1919.901860485342,6.14587140083313,12,1200,9600,14.228420972824097,16.0,8.0,8.0,10,80,21.06264328956604
12,235.50486697241524,1884.038935779322,6.570491075515747,13,1300,10400,15.203531265258789,16.0,8.0,8.0,10,80,22.527594566345215
13,200.78767787258997,1606.3014229807197,7.0685296058654785,14,1400,11200,16.319172620773315,16.0,8.0,8.0,10,80,24.20085310935974
14,202.08643700313178,1616.6914960250542,7.5633673667907715,15,1500,12000,17.31932520866394,16.0,8.0,8.0,10,80,25.744041681289673
15,215.67261685919306,1725.3809348735444,8.02703309059143,16,1600,12800,18.389089584350586,16.0,8.0,8.0,10,80,27.329505681991577
16,249.6830968937126,1997.4647751497007,8.42754077911377,17,1700,13600,19.267985820770264,16.0,8.0,8.0,10,80,28.658881425857544
17,242.29545887803496,1938.3636710242797,8.840260028839111,18,1800,14400,20.164620399475098,16.0,8.0,8.0,10,80,30.019191026687622
18,229.7407852906443,1837.9262823251545,9.275533199310303,19,1900,15200,21.073808908462524,16.0,8.0,8.0,10,80,31.410733699798584
