,sampling/learner/mean_reward,sampling/learner/learner/mean_reward,sampling/learner/partner/mean_reward,sampling/learner/episodes,sampling/learner/samples,sampling/partner/mean_reward,sampling/partner/response/mean_reward,sampling/partner/partner/mean_reward,sampling/partner/episodes,sampling/partner/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/learner/mean_reward,eval/learner/learner/mean_reward,eval/learner/partner/mean_reward,eval/learner/episodes,eval/learner/samples,eval/partner/mean_reward,eval/partner/response/mean_reward,eval/partner/partner/mean_reward,eval/partner/episodes,eval/partner/samples,total_time_s
0,1.98,0.99,0.99,100,1000,0.04,0.02,0.02,100,1000,223.11177946408648,2231.1177946408648,0.896411657333374,1,200,2000,2.248746156692505,2.0,1.0,1.0,10,100,0.0,0.0,0.0,10,100,3.238213062286377
1,2.16,1.08,1.08,100,1000,0.1,0.05,0.05,100,1000,216.6950001278687,2166.9500012786866,1.8193678855895996,2,400,4000,4.543192148208618,2.0,1.0,1.0,10,100,0.0,0.0,0.0,10,100,6.56223201751709
2,2.04,1.02,1.02,100,1000,0.04,0.02,0.02,100,1000,194.894406159964,1948.94406159964,2.845564603805542,3,600,6000,5.853772163391113,0.0,0.0,0.0,10,100,0.0,0.0,0.0,10,100,9.008922576904297
3,0.04,0.02,0.02,100,1000,0.04,0.02,0.02,100,1000,206.83058553124215,2068.3058553124215,3.812539577484131,4,800,8000,6.36960506439209,2.0,1.0,1.0,10,100,0.0,0.0,0.0,10,100,10.57029914855957
4,1.86,0.93,0.93,100,1000,0.08,0.04,0.04,100,1000,202.24887924919702,2022.4887924919701,4.801420211791992,5,1000,10000,6.939899206161499,4.0,2.0,2.0,10,100,6.0,3.0,3.0,10,100,12.220731258392334
5,4.0,2.0,2.0,100,1000,5.84,2.92,2.92,100,1000,241.38732981023924,2413.8732981023923,5.629964113235474,6,1200,12000,7.5962324142456055,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,13.790058374404907
6,4.0,2.0,2.0,100,1000,2.12,1.06,1.06,100,1000,223.70438600023522,2237.043860002352,6.524001121520996,7,1400,14000,7.99934983253479,0.0,0.0,0.0,10,100,2.0,1.0,1.0,10,100,15.15844178199768
7,0.1,0.05,0.05,100,1000,2.14,1.07,1.07,100,1000,230.33198570880987,2303.3198570880986,7.392313003540039,8,1600,16000,8.267022609710693,0.0,0.0,0.0,10,100,6.0,3.0,3.0,10,100,16.36731791496277
8,0.08,0.04,0.04,100,1000,5.7,2.85,2.85,100,1000,237.67842298139567,2376.7842298139567,8.23378610610962,9,1800,18000,8.605064868927002,10.0,5.0,5.0,10,100,18.0,9.0,9.0,10,100,17.614337921142578
9,9.4,4.7,4.7,100,1000,17.32,8.66,8.66,100,1000,270.5902200402243,2705.902200402243,8.97291111946106,10,2000,20000,9.014341592788696,12.0,6.0,6.0,10,100,20.0,10.0,10.0,10,100,18.832451581954956
10,11.62,5.81,5.81,100,1000,19.48,9.74,9.74,100,1000,238.0937081173625,2380.937081173625,9.81291651725769,11,2200,22000,9.339776754379272,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,20.085010766983032
11,19.62,9.81,9.81,100,1000,19.44,9.72,9.72,100,1000,219.33851274270148,2193.3851274270146,10.724749088287354,12,2400,24000,9.67460036277771,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,21.414610862731934
12,19.74,9.87,9.87,100,1000,19.72,9.86,9.86,100,1000,257.5116866468318,2575.116866468318,11.501412868499756,13,2600,26000,9.969099283218384,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,22.586809158325195
13,19.56,9.78,9.78,100,1000,19.46,9.73,9.73,100,1000,223.4477394470682,2234.477394470682,12.396476745605469,14,2800,28000,10.206918716430664,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,23.835735082626343
14,19.76,9.88,9.88,100,1000,19.3,9.65,9.65,100,1000,242.93772319444005,2429.3772319444006,13.219732999801636,15,3000,30000,10.463249921798706,20.0,10.0,10.0,10,100,18.0,9.0,9.0,10,100,25.019413948059082
15,19.44,9.72,9.72,100,1000,17.3,8.65,8.65,100,1000,219.62299737482095,2196.2299737482094,14.13038444519043,16,3200,32000,10.752417802810669,20.0,10.0,10.0,10,100,18.0,9.0,9.0,10,100,26.28830361366272
16,19.5,9.75,9.75,100,1000,17.48,8.74,8.74,100,1000,259.82844140872066,2598.2844140872066,14.900123119354248,17,3400,34000,11.142337083816528,20.0,10.0,10.0,10,100,18.0,9.0,9.0,10,100,27.527843475341797
17,19.56,9.78,9.78,100,1000,17.16,8.58,8.58,100,1000,250.40680694162853,2504.068069416285,15.69882345199585,18,3600,36000,11.457043170928955,2.0,1.0,1.0,10,100,6.0,3.0,3.0,10,100,28.745342016220093
