,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,2.38,1.19,1.19,100,1000,96.12403456089237,961.2403456089236,1.0403225421905518,1,100,1000,14.66328763961792,2.0,1.0,1.0,10,100,15.784923315048218
1,1.8,0.9,0.9,100,1000,120.58637415234125,1205.8637415234125,1.8696036338806152,2,200,2000,26.72456979751587,0.0,0.0,0.0,10,100,28.795183658599854
2,1.16,0.58,0.58,100,1000,100.44317277799357,1004.4317277799357,2.8651914596557617,3,300,3000,40.216304302215576,0.0,0.0,0.0,10,100,43.38864088058472
3,1.72,0.86,0.86,100,1000,116.8697016778531,1168.697016778531,3.7208452224731445,4,400,4000,53.23926854133606,5.0,2.5,2.5,10,100,57.36573362350464
4,3.5,1.75,1.75,100,1000,118.93596043468311,1189.3596043468312,4.561633825302124,5,500,5000,65.63503646850586,0.4,0.2,0.2,10,100,70.67521047592163
5,3.84,1.92,1.92,100,1000,127.01748286796439,1270.174828679644,5.348927021026611,6,600,6000,78.26741290092468,3.6,1.8,1.8,10,100,84.18058705329895
6,5.6,2.8,2.8,100,1000,121.9652723679118,1219.652723679118,6.168832540512085,7,700,7000,89.67962503433228,5.4,2.7,2.7,10,100,96.49127316474915
7,5.66,2.83,2.83,100,1000,132.69045030179038,1326.9045030179036,6.922466278076172,8,800,8000,101.97860407829285,8.4,4.2,4.2,10,100,109.64056491851807
8,4.74,2.37,2.37,100,1000,133.96698467412514,1339.6698467412514,7.66891884803772,9,900,9000,113.33494114875793,3.2,1.6,1.6,10,100,121.8348171710968
9,6.04,3.02,3.02,100,1000,120.2816462765721,1202.816462765721,8.500300884246826,10,1000,10000,123.6952588558197,4.2,2.1,2.1,10,100,133.1103584766388
10,5.58,2.79,2.79,100,1000,130.06198737925794,1300.6198737925795,9.2691650390625,11,1100,11000,134.4858250617981,6.2,3.1,3.1,10,100,144.75485682487488
11,6.26,3.13,3.13,100,1000,128.9973199781268,1289.9731997812678,10.044374942779541,12,1200,12000,145.43399572372437,3.0,1.5,1.5,10,100,156.60347533226013
