,sampling/learner/mean_reward,sampling/learner/learner/mean_reward,sampling/learner/partner/mean_reward,sampling/learner/episodes,sampling/learner/samples,sampling/partner/mean_reward,sampling/partner/response/mean_reward,sampling/partner/partner/mean_reward,sampling/partner/episodes,sampling/partner/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/learner/mean_reward,eval/learner/learner/mean_reward,eval/learner/partner/mean_reward,eval/learner/episodes,eval/learner/samples,eval/partner/mean_reward,eval/partner/response/mean_reward,eval/partner/partner/mean_reward,eval/partner/episodes,eval/partner/samples,total_time_s
31,19.56,9.78,9.78,100,1000,19.74,9.87,9.87,100,1000,193.3437681001756,1933.4376810017561,30.98953151702881,32,6400,64000,77.58930563926697,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,112.01117181777954
32,19.64,9.82,9.82,100,1000,19.62,9.81,9.81,100,1000,217.05171060731004,2170.5171060731004,31.91097092628479,33,6600,66000,79.79978895187378,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,115.25129508972168
33,19.74,9.87,9.87,100,1000,19.66,9.83,9.83,100,1000,200.28292568556952,2002.8292568556953,32.90955829620361,34,6800,68000,81.9141252040863,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,118.46926498413086
34,19.8,9.9,9.9,100,1000,19.72,9.86,9.86,100,1000,224.71949603045763,2247.1949603045764,33.799556732177734,35,7000,70000,84.43915605545044,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,121.99863529205322
35,19.58,9.79,9.79,100,1000,19.78,9.89,9.89,100,1000,207.0406999976059,2070.406999976059,34.76555037498474,36,7200,72000,86.46023917198181,14.0,7.0,7.0,10,100,20.0,10.0,10.0,10,100,125.09231734275818
36,13.86,6.93,6.93,100,1000,19.58,9.79,9.79,100,1000,219.02273540822404,2190.2273540822403,35.67869758605957,37,7400,74000,88.90279340744019,12.0,6.0,6.0,10,100,20.0,10.0,10.0,10,100,128.54047799110413
37,11.94,5.97,5.97,100,1000,19.7,9.85,9.85,100,1000,201.75772404535803,2017.5772404535805,36.66998553276062,38,7600,76000,91.64184331893921,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,132.36106824874878
38,19.58,9.79,9.79,100,1000,19.72,9.86,9.86,100,1000,212.79951618762342,2127.9951618762343,37.60983729362488,39,7800,78000,94.13456606864929,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,135.8985686302185
39,19.62,9.81,9.81,100,1000,19.76,9.88,9.88,100,1000,193.8954182468067,1938.9541824680673,38.64132118225098,40,8000,80000,96.53267335891724,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,139.4475803375244
40,19.76,9.88,9.88,100,1000,19.68,9.84,9.84,100,1000,142.53681509380615,1425.3681509380615,40.04446744918823,41,8200,82000,98.84992671012878,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,143.26757407188416
41,19.52,9.76,9.76,100,1000,19.56,9.78,9.78,100,1000,186.48835510429296,1864.8835510429296,41.116920471191406,42,8400,84000,101.52964925765991,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,147.11437726020813
42,19.6,9.8,9.8,100,1000,19.76,9.88,9.88,100,1000,213.7884580439978,2137.884580439978,42.05242466926575,43,8600,86000,104.15245342254639,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,150.8167107105255
43,19.54,9.77,9.77,100,1000,19.76,9.88,9.88,100,1000,191.45883431292532,1914.5883431292532,43.0970356464386,44,8800,88000,106.64554929733276,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,154.45364046096802
44,19.54,9.77,9.77,100,1000,19.62,9.81,9.81,100,1000,211.9634968106708,2119.6349681067077,44.04059433937073,45,9000,90000,109.04752349853516,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,157.8940143585205
45,17.54,8.77,8.77,100,1000,19.64,9.82,9.82,100,1000,214.94662468832053,2149.4662468832053,44.9710578918457,46,9200,92000,111.60926985740662,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,161.48559999465942
46,15.76,7.88,7.88,100,1000,19.54,9.77,9.77,100,1000,194.352373681851,1943.5237368185099,46.00011658668518,47,9400,94000,114.92483592033386,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,165.9392387866974
47,17.54,8.77,8.77,100,1000,19.68,9.84,9.84,100,1000,178.2936990880645,1782.936990880645,47.12186121940613,48,9600,96000,118.19328904151917,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,170.42017364501953
48,19.7,9.85,9.85,100,1000,19.66,9.83,9.83,100,1000,196.63526778127437,1966.3526778127437,48.138972759246826,49,9800,98000,121.11624383926392,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,174.46994400024414
49,19.56,9.78,9.78,100,1000,19.76,9.88,9.88,100,1000,198.46872179366002,1984.6872179366,49.14668822288513,50,10000,100000,124.15898489952087,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,178.6409935951233
50,19.56,9.78,9.78,100,1000,19.54,9.77,9.77,100,1000,166.01213257288876,1660.1213257288875,50.35141944885254,51,10200,102000,126.68872213363647,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,182.47081780433655
51,19.58,9.79,9.79,100,1000,19.74,9.87,9.87,100,1000,180.09602278131146,1800.9602278131147,51.46193814277649,52,10400,104000,128.9798707962036,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,186.00673651695251
52,19.84,9.92,9.92,100,1000,19.68,9.84,9.84,100,1000,180.85803457699794,1808.5803457699794,52.56777787208557,53,10600,106000,131.18945908546448,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,189.4298505783081
53,19.64,9.82,9.82,100,1000,19.58,9.79,9.79,100,1000,176.09138623291037,1760.9138623291037,53.70355176925659,54,10800,108000,133.89937448501587,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,193.36866354942322
54,19.7,9.85,9.85,100,1000,19.62,9.81,9.81,100,1000,209.14731275903105,2091.4731275903105,54.659815549850464,55,11000,110000,136.23191118240356,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,196.7546625137329
55,19.6,9.8,9.8,100,1000,19.48,9.74,9.74,100,1000,217.37444283697138,2173.744428369714,55.57988691329956,56,11200,112000,138.6976146697998,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,200.26353526115417
56,19.56,9.78,9.78,100,1000,19.72,9.86,9.86,100,1000,171.30165939007307,1713.0165939007306,56.74741792678833,57,11400,114000,141.01946091651917,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,203.86126732826233
57,19.68,9.84,9.84,100,1000,19.68,9.84,9.84,100,1000,200.43385958938887,2004.3385958938886,57.74525332450867,58,11600,116000,144.04859805107117,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,207.98502731323242
58,19.76,9.88,9.88,100,1000,19.7,9.85,9.85,100,1000,168.36449998384316,1683.6449998384317,58.933152198791504,59,11800,118000,146.76059865951538,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,211.9845004081726
59,19.74,9.87,9.87,100,1000,19.62,9.81,9.81,100,1000,209.5705439320509,2095.705439320509,59.88748478889465,60,12000,120000,149.17885661125183,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,215.4530827999115
60,19.8,9.9,9.9,100,1000,19.68,9.84,9.84,100,1000,190.8480131336142,1908.4801313361418,60.935439109802246,61,12200,122000,151.82663679122925,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,219.2505977153778
61,19.58,9.79,9.79,100,1000,19.6,9.8,9.8,100,1000,215.72580634791726,2157.2580634791725,61.862541913986206,62,12400,124000,154.5775055885315,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,223.02453064918518
62,19.7,9.85,9.85,100,1000,19.6,9.8,9.8,100,1000,188.49711634696234,1884.9711634696237,62.92356610298157,63,12600,126000,156.9718930721283,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,226.6215569972992
63,19.6,9.8,9.8,100,1000,19.7,9.85,9.85,100,1000,180.4068063578252,1804.0680635782521,64.0321717262268,64,12800,128000,159.90022492408752,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,230.80179619789124
64,19.68,9.84,9.84,100,1000,19.8,9.9,9.9,100,1000,157.23511187194626,1572.3511187194626,65.30415225028992,65,13000,130000,162.47378396987915,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,234.7653603553772
65,19.66,9.83,9.83,100,1000,19.54,9.77,9.77,100,1000,187.30290856672306,1873.0290856672304,66.3719413280487,66,13200,132000,165.04719710350037,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,238.5182704925537
66,19.6,9.8,9.8,100,1000,19.62,9.81,9.81,100,1000,205.46696503101865,2054.6696503101866,67.34533381462097,67,13400,134000,167.64030599594116,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,242.1824209690094
67,19.64,9.82,9.82,100,1000,19.64,9.82,9.82,100,1000,220.89508691517932,2208.950869151793,68.25074100494385,68,13600,136000,169.87444806098938,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,245.41401290893555
68,19.48,9.74,9.74,100,1000,19.72,9.86,9.86,100,1000,212.3479966362951,2123.479966362951,69.19259119033813,69,13800,138000,172.52096271514893,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,249.10922145843506
69,19.58,9.79,9.79,100,1000,19.56,9.78,9.78,100,1000,208.25274509755243,2082.5274509755245,70.15296268463135,70,14000,140000,175.08240413665771,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,252.72927713394165
70,19.62,9.81,9.81,100,1000,19.56,9.78,9.78,100,1000,201.32676916755688,2013.2676916755686,71.1463725566864,71,14200,142000,177.79647159576416,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,256.565744638443
71,19.7,9.85,9.85,100,1000,19.72,9.86,9.86,100,1000,170.61130268803154,1706.1130268803154,72.31862783432007,72,14400,144000,179.97185635566711,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,260.0064663887024
72,19.54,9.77,9.77,100,1000,19.6,9.8,9.8,100,1000,223.84699667029045,2238.4699667029045,73.21209526062012,73,14600,146000,182.2572157382965,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,263.28040862083435
73,19.72,9.86,9.86,100,1000,19.78,9.89,9.89,100,1000,216.57952563020513,2165.7952563020513,74.13554358482361,74,14800,148000,185.7276647090912,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,267.7877652645111
74,19.64,9.82,9.82,100,1000,19.66,9.83,9.83,100,1000,182.67122716421298,1826.7122716421297,75.23040676116943,75,15000,150000,188.26089191436768,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,271.5562205314636
75,19.74,9.87,9.87,100,1000,19.7,9.85,9.85,100,1000,166.91910323102752,1669.1910323102752,76.42859196662903,76,15200,152000,191.1504123210907,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,275.74510431289673
76,19.64,9.82,9.82,100,1000,19.64,9.82,9.82,100,1000,192.82126157751668,1928.2126157751666,77.46582198143005,77,15400,154000,193.70494508743286,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,279.4953544139862
77,19.66,9.83,9.83,100,1000,19.76,9.88,9.88,100,1000,151.62369105712807,1516.2369105712805,78.78487706184387,78,15600,156000,195.9234013557434,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,283.13793992996216
78,3.92,1.96,1.96,100,1000,2.08,1.04,1.04,100,1000,202.4504185675185,2024.5041856751852,79.77277326583862,79,15800,158000,198.02611136436462,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,286.3320379257202
79,2.26,1.13,1.13,100,1000,2.2,1.1,1.1,100,1000,164.09848716777503,1640.98487167775,80.99155354499817,80,16000,160000,200.98911356925964,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,290.65859508514404
80,4.04,2.02,2.02,100,1000,2.16,1.08,1.08,100,1000,186.5506465641854,1865.506465641854,82.06364846229553,81,16200,162000,203.3042230606079,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,294.16350531578064
81,4.16,2.08,2.08,100,1000,2.12,1.06,1.06,100,1000,213.39704593198755,2133.9704593198753,83.00086855888367,82,16400,164000,205.58408331871033,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,297.49703001976013
82,4.06,2.03,2.03,100,1000,2.3,1.15,1.15,100,1000,211.55152008219346,2115.5152008219347,83.94626474380493,83,16600,166000,208.33371829986572,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,301.2843201160431
83,3.98,1.99,1.99,100,1000,2.26,1.13,1.13,100,1000,203.88376745421635,2038.8376745421638,84.92721581459045,84,16800,168000,210.19043684005737,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,304.2269148826599
84,4.08,2.04,2.04,100,1000,2.18,1.09,1.09,100,1000,226.06257609655847,2260.625760965585,85.81192660331726,85,17000,170000,212.13171005249023,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,307.1882905960083
85,4.1,2.05,2.05,100,1000,2.26,1.13,1.13,100,1000,172.74511172738562,1727.4511172738564,86.96970176696777,86,17200,172000,214.54844665527344,6.0,3.0,3.0,10,100,2.0,1.0,1.0,10,100,310.85825300216675
86,5.92,2.96,2.96,100,1000,2.1,1.05,1.05,100,1000,218.82099819801397,2188.2099819801397,87.88369083404541,87,17400,174000,217.29288482666016,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,314.7149634361267
87,7.8,3.9,3.9,100,1000,2.1,1.05,1.05,100,1000,144.8508962388119,1448.508962388119,89.26442098617554,88,17600,176000,220.05070519447327,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,318.9580202102661
88,7.78,3.89,3.89,100,1000,2.08,1.04,1.04,100,1000,186.12200269444656,1861.2200269444656,90.33898496627808,89,17800,178000,222.65432500839233,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,322.7469165325165
89,9.76,4.88,4.88,100,1000,2.1,1.05,1.05,100,1000,196.88120343245055,1968.8120343245057,91.35482597351074,90,18000,180000,224.87563800811768,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,326.0768883228302
90,7.94,3.97,3.97,100,1000,2.2,1.1,1.1,100,1000,204.03700322791943,2040.3700322791942,92.33504033088684,91,18200,182000,227.1484558582306,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,329.4525136947632
91,7.86,3.93,3.93,100,1000,2.04,1.02,1.02,100,1000,172.09706243728647,1720.9706243728647,93.4971752166748,92,18400,184000,229.21000456809998,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,332.7926061153412
92,8.0,4.0,4.0,100,1000,2.04,1.02,1.02,100,1000,172.8735548803873,1728.735548803873,94.65409016609192,93,18600,186000,232.03411746025085,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,336.9686543941498
93,9.98,4.99,4.99,100,1000,2.16,1.08,1.08,100,1000,162.5460760892249,1625.460760892249,95.88451051712036,94,18800,188000,234.9510850906372,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,341.2080433368683
94,9.94,4.97,4.97,100,1000,2.1,1.05,1.05,100,1000,209.8874126220564,2098.874126220564,96.83740234375,95,19000,190000,237.5252468585968,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,344.8246774673462
95,9.86,4.93,4.93,100,1000,2.16,1.08,1.08,100,1000,187.63988369317778,1876.3988369317779,97.90327382087708,96,19200,192000,240.06455755233765,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,348.540647983551
96,9.9,4.95,4.95,100,1000,2.06,1.03,1.03,100,1000,195.63222315195986,1956.3222315195987,98.92560029029846,97,19400,194000,243.11209416389465,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,352.7827377319336
97,9.88,4.94,4.94,100,1000,2.08,1.04,1.04,100,1000,174.84885258025102,1748.4885258025101,100.06944537162781,98,19600,196000,245.78095030784607,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,356.7955400943756
98,9.86,4.93,4.93,100,1000,2.24,1.12,1.12,100,1000,147.6277874208349,1476.2778742083487,101.42420387268066,99,19800,198000,248.780446767807,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,361.2610659599304
99,9.9,4.95,4.95,100,1000,2.08,1.04,1.04,100,1000,164.98990227987403,1649.8990227987404,102.636399269104,100,20000,200000,251.51446843147278,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,365.3222966194153
100,8.02,4.01,4.01,100,1000,2.18,1.09,1.09,100,1000,165.07405754425073,1650.7405754425074,103.84797668457031,101,20200,202000,254.7798457145691,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,369.90969920158386
101,9.78,4.89,4.89,100,1000,2.18,1.09,1.09,100,1000,201.9596952526781,2019.596952526781,104.83827328681946,102,20400,204000,257.6237814426422,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,373.8555407524109
102,9.76,4.88,4.88,100,1000,2.18,1.09,1.09,100,1000,189.32990692405662,1893.2990692405663,105.8946304321289,103,20600,206000,259.82532787323,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,377.2532699108124
103,9.72,4.86,4.86,100,1000,2.2,1.1,1.1,100,1000,197.82259985331814,1978.2259985331814,106.90563726425171,104,20800,208000,262.7530722618103,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,381.31093883514404
104,9.74,4.87,4.87,100,1000,2.24,1.12,1.12,100,1000,197.98068671756332,1979.806867175633,107.91583681106567,105,21000,210000,265.5748071670532,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,385.2705557346344
105,9.9,4.95,4.95,100,1000,2.08,1.04,1.04,100,1000,203.54241991678853,2035.4241991678853,108.898432970047,106,21200,212000,268.8118622303009,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,389.6389582157135
106,9.58,4.79,4.79,100,1000,2.24,1.12,1.12,100,1000,209.26742003797375,2092.6742003797376,109.85414791107178,107,21400,214000,271.33768582344055,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,393.26790976524353
107,9.62,4.81,4.81,100,1000,2.14,1.07,1.07,100,1000,173.60281899948035,1736.0281899948034,111.00620293617249,108,21600,216000,274.5161373615265,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,397.69083619117737
108,9.64,4.82,4.82,100,1000,2.24,1.12,1.12,100,1000,204.1894257600807,2041.894257600807,111.98568558692932,109,21800,218000,276.99776673316956,10.0,5.0,5.0,10,100,2.0,1.0,1.0,10,100,401.24455165863037
109,9.76,4.88,4.88,100,1000,2.02,1.01,1.01,100,1000,199.01939990082965,1990.1939990082967,112.99061274528503,110,22000,220000,278.898850440979,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,404.25003027915955
110,8.0,4.0,4.0,100,1000,2.1,1.05,1.05,100,1000,208.0026105063956,2080.026105063956,113.95213913917542,111,22200,222000,280.9945409297943,14.0,7.0,7.0,10,100,2.0,1.0,1.0,10,100,407.4156572818756
111,13.68,6.84,6.84,100,1000,2.2,1.1,1.1,100,1000,197.53583197578502,1975.35831975785,114.96461367607117,112,22400,224000,283.85768580436707,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,411.4059534072876
112,7.8,3.9,3.9,100,1000,2.02,1.01,1.01,100,1000,215.8192148537074,2158.192148537074,115.8913152217865,113,22600,226000,286.5122022628784,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,415.12252855300903
113,7.9,3.95,3.95,100,1000,2.1,1.05,1.05,100,1000,175.34026672864863,1753.4026672864861,117.03195452690125,114,22800,228000,288.42241287231445,8.0,4.0,4.0,10,100,2.0,1.0,1.0,10,100,418.2711093425751
