,sampling/mean_reward,sampling/0/mean_reward,sampling/1/mean_reward,sampling/episodes,sampling/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,1.86,0.93,0.93,100,800,161.69538858437735,1293.5631086750188,0.6184468269348145,1,100,800,1.3205397129058838,10.0,5.0,5.0,10,80,2.002150058746338
1,7.28,3.64,3.64,100,800,150.94738349840733,1207.5790679872587,1.2809293270111084,2,200,1600,2.3444876670837402,10.0,5.0,5.0,10,80,3.7383973598480225
2,8.92,4.46,4.46,100,800,235.5285390595826,1884.228312476661,1.7055063247680664,3,300,2400,3.13765549659729,8.0,4.0,4.0,10,80,5.001516819000244
3,8.16,4.08,4.08,100,800,257.77297586979785,2062.183806958383,2.093444585800171,4,400,3200,3.9435956478118896,6.0,3.0,3.0,10,80,6.242640972137451
4,6.7,3.35,3.35,100,800,255.52105398145932,2044.1684318516745,2.484801769256592,5,500,4000,4.736422061920166,16.0,8.0,8.0,10,80,7.472512483596802
5,7.26,3.63,3.63,100,800,251.1241992778158,2008.9935942225263,2.8830111026763916,6,600,4800,5.534789323806763,10.0,5.0,5.0,10,80,8.714541673660278
6,6.94,3.47,3.47,100,800,255.7884562022985,2046.307649618388,3.273959159851074,7,700,5600,6.347647190093994,16.0,8.0,8.0,10,80,9.964792490005493
7,7.46,3.73,3.73,100,800,256.1017591828784,2048.8140734630274,3.664428949356079,8,800,6400,7.151175260543823,12.0,6.0,6.0,10,80,11.204295873641968
8,5.64,2.82,2.82,100,800,263.17812554707155,2105.4250043765724,4.044399738311768,9,900,7200,7.954072713851929,10.0,5.0,5.0,10,80,12.434409379959106
9,7.34,3.67,3.67,100,800,248.3147317992692,1986.5178543941536,4.44711446762085,10,1000,8000,8.75194239616394,14.0,7.0,7.0,10,80,13.682875156402588
10,5.6,2.8,2.8,100,800,250.74017990529475,2005.921439242358,4.845933675765991,11,1100,8800,9.557116031646729,14.0,7.0,7.0,10,80,14.930949211120605
11,7.16,3.58,3.58,100,800,247.79921329156775,1982.393706332542,5.249486207962036,12,1200,9600,10.359161853790283,8.0,4.0,4.0,10,80,16.18339967727661
12,5.24,2.62,2.62,100,800,255.41664484557364,2043.3331587645891,5.641003370285034,13,1300,10400,11.160378694534302,12.0,6.0,6.0,10,80,17.423258543014526
13,6.1,3.05,3.05,100,800,254.7328656888646,2037.8629255109167,6.033571481704712,14,1400,11200,11.9670889377594,8.0,4.0,4.0,10,80,18.668429613113403
