,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_episodes,total_samples,learning/total_time_s,total_iterations,total_time_s
0,131.63009101871765,1053.0407281497412,1.519409418106079,200,1600,3.885657548904419,1,5.405903100967407
1,130.79157468939252,1046.3325975151402,3.0485599040985107,400,3200,7.127559661865234,2,10.177806615829468
2,177.7589417625255,1422.071534100204,4.1736791133880615,600,4800,10.075469493865967,3,14.251670837402344
3,169.08875266374096,1352.7100213099277,5.356489896774292,800,6400,13.732079029083252,4,19.09183955192566
4,169.16622502720418,1353.3298002176334,6.538758993148804,1000,8000,16.722342014312744,5,23.26533579826355
5,157.62848336424102,1261.0278669139282,7.807565212249756,1200,9600,19.746757745742798,6,27.55929946899414
6,164.40842929989586,1315.2674343991669,9.0240478515625,1400,11200,22.680986404418945,7,31.710701942443848
7,158.51210475704036,1268.096838056323,10.285781145095825,1600,12800,25.706243991851807,8,35.998462438583374
8,185.27125208492353,1482.1700166793883,11.36527943611145,1800,14400,28.52886438369751,9,39.90158033370972
9,164.39840873560956,1315.1872698848765,12.581836223602295,2000,16000,31.40374493598938,10,43.99381709098816
10,174.31779313211075,1394.542345056886,13.729166030883789,2200,17600,34.802273988723755,11,48.540447473526
11,170.367815895863,1362.942527166904,14.903096675872803,2400,19200,37.86737823486328,12,52.78022575378418
12,173.61230430449905,1388.8984344359924,16.055088758468628,2600,20800,40.86738419532776,13,56.933008432388306
13,170.58649601119265,1364.6919680895412,17.227514505386353,2800,22400,44.019014835357666,14,61.257880210876465
14,174.2936352320225,1394.34908185618,18.375003337860107,3000,24000,47.09625840187073,15,65.4833493232727
15,187.02141382667617,1496.1713106134093,19.44439959526062,3200,25600,49.91413068771362,16,69.37136673927307
16,161.5075719959083,1292.0605759672665,20.68273162841797,3400,27200,52.86900806427002,17,73.5653350353241
17,175.49084398743705,1403.9267518994964,21.822392225265503,3600,28800,55.792192459106445,18,77.62890124320984
18,152.54147352602573,1220.3317882082058,23.133511066436768,3800,30400,59.133167028427124,19,82.28172135353088
19,169.93430209933064,1359.474416794645,24.310436487197876,4000,32000,61.97656488418579,20,86.36272048950195
20,181.00869212465346,1448.0695369972277,26.520275115966797,4400,35200,63.56121110916138,21,90.15967607498169
21,180.32844785713726,1442.627582857098,28.738449811935425,4800,38400,66.00643467903137,22,94.82458090782166
22,174.81021140228867,1398.4816912183094,31.02664566040039,5200,41600,68.42071485519409,23,99.52838730812073
23,165.95493684604216,1327.6394947683373,33.436938524246216,5600,44800,70.79174280166626,24,104.31118297576904
24,182.375316329104,1459.002530632832,35.63021779060364,6000,48000,72.65832233428955,25,108.372629404068
25,187.6772252810284,1501.4178022482272,37.761536598205566,6400,51200,74.28768610954285,26,112.13456559181213
26,175.07027973735518,1400.5622378988414,40.04633331298828,6800,54400,75.97225451469421,27,116.10533022880554
27,191.4275298613175,1531.42023889054,42.13589692115784,7200,57600,77.59527230262756,28,119.81946229934692
28,183.73270799820003,1469.8616639856002,44.31297254562378,7600,60800,79.21498608589172,29,123.61766934394836
29,183.7569974512903,1470.0559796103223,46.489760398864746,8000,64000,80.82305669784546,30,127.4039695262909
30,182.5461293798756,1460.3690350390048,48.68098735809326,8400,67200,82.44410014152527,31,131.2177336215973
31,188.15714244378853,1505.2571395503082,50.806869983673096,8800,70400,84.09881591796875,32,134.9999086856842
32,195.9112904732545,1567.290323786036,52.848610401153564,9200,73600,85.71437406539917,33,138.6586790084839
33,183.56063216168008,1468.4850572934406,55.027726888656616,9600,76800,87.36110949516296,34,142.4861786365509
34,184.52447257718097,1476.1957806174478,57.19546103477478,10000,80000,88.98159146308899,35,146.27594566345215
35,188.44926571217786,1507.594125697423,59.31804823875427,10400,83200,90.61577725410461,36,150.0342972278595
36,190.28349687046259,1522.2679749637007,61.42017483711243,10800,86400,92.29145503044128,37,153.813574552536
37,182.58588211505233,1460.6870569204186,63.61092472076416,11200,89600,93.91443419456482,38,157.6287558078766
38,188.56283409988566,1508.5026727990853,65.73223352432251,11600,92800,95.56894254684448,39,161.40601301193237
39,187.360263339573,1498.882106716584,67.86715793609619,12000,96000,97.18967580795288,40,165.20989346504211
40,178.89390460216424,1431.151236817314,70.10312008857727,12400,99200,98.80755066871643,41,169.06539130210876
41,195.55355384897638,1564.428430791811,72.14859557151794,12800,102400,100.41894698143005,42,172.72371983528137
42,182.01843334671034,1456.1474667736827,74.34617519378662,13200,105600,102.03499126434326,43,176.53894448280334
43,188.09756955103146,1504.7805564082516,76.47273111343384,13600,108800,103.658686876297,44,180.29090523719788
44,183.4358780301053,1467.4870242408424,78.65332961082458,14000,112000,105.39465069770813,45,184.20908641815186
45,184.45949073475987,1475.675925878079,80.82182741165161,14400,115200,106.99008512496948,46,187.97458863258362
46,182.71817807370886,1461.7454245896708,83.01099109649658,14800,118400,108.59588837623596,47,191.77126216888428
47,182.3342284553152,1458.6738276425217,85.20476460456848,15200,121600,110.1786596775055,48,195.54930448532104
48,189.80217589209664,1518.4174071367731,87.31222200393677,15600,124800,111.83851647377014,49,199.31806135177612
49,186.63023028185285,1493.0418422548228,89.45549750328064,16000,128000,113.4606556892395,50,203.08517146110535
50,188.27492251167655,1506.1993800934124,91.58005023002625,16400,131200,115.10621356964111,51,206.85712361335754
51,189.29495897665373,1514.3596718132299,93.69315457344055,16800,134400,116.77105379104614,52,210.6365315914154
52,177.67022133144098,1421.3617706515279,95.94451665878296,17200,137600,119.05458188056946,53,215.17276859283447
53,185.40550259472639,1483.244020757811,98.10194993019104,17600,140800,120.69119143486023,54,218.96804356575012
