,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,218.65342399268496,1749.2273919414797,0.45734477043151855,1,100,800,3.0845823287963867,0.0,0.0,0.0,10,80,3.6073715686798096
1,187.7299570051678,1501.8396560413423,0.9900248050689697,2,200,1600,4.5456483364105225,0.0,0.0,0.0,10,80,5.666342735290527
2,184.64282742781776,1477.142619422542,1.5316109657287598,3,300,2400,5.980063199996948,4.0,2.0,2.0,10,80,7.707106351852417
3,178.58003820841938,1428.640305667355,2.0915839672088623,4,400,3200,7.6269567012786865,8.0,4.0,4.0,10,80,9.983866214752197
4,176.34380934722623,1410.7504747778098,2.658658027648926,5,500,4000,8.985760688781738,10.0,5.0,5.0,10,80,11.971596717834473
5,214.00121636128378,1712.0097308902702,3.1259450912475586,6,600,4800,10.088823080062866,12.0,6.0,6.0,10,80,13.60560941696167
6,171.3209011463454,1370.5672091707631,3.7096450328826904,7,700,5600,11.291341543197632,16.0,8.0,8.0,10,80,15.461286783218384
7,185.52308276852565,1484.1846621482052,4.248661518096924,8,800,6400,12.583528995513916,16.0,8.0,8.0,10,80,17.35670518875122
8,196.48765131357044,1571.9012105085635,4.757599353790283,9,900,7200,13.746964931488037,16.0,8.0,8.0,10,80,19.079026699066162
9,180.65285293666668,1445.2228234933334,5.311147212982178,10,1000,8000,15.002388000488281,16.0,8.0,8.0,10,80,20.964101791381836
10,186.46746236355497,1491.7396989084398,5.847433805465698,11,1100,8800,16.323875427246094,16.0,8.0,8.0,10,80,22.891467332839966
11,175.98370024016634,1407.8696019213307,6.415668249130249,12,1200,9600,17.60902738571167,16.0,8.0,8.0,10,80,24.81230068206787
12,174.58415436882456,1396.6732349505965,6.988457918167114,13,1300,10400,19.168729782104492,16.0,8.0,8.0,10,80,26.99722123146057
13,181.88892309960667,1455.1113847968534,7.538244009017944,14,1400,11200,20.624964952468872,16.0,8.0,8.0,10,80,29.06764507293701
14,165.70116061417974,1325.609284913438,8.141740083694458,15,1500,12000,22.022060871124268,16.0,8.0,8.0,10,80,31.120387315750122
15,185.5452418438339,1484.3619347506713,8.680692195892334,16,1600,12800,23.310807466506958,16.0,8.0,8.0,10,80,33.00136971473694
16,195.99331596281164,1567.946527702493,9.190913677215576,17,1700,13600,24.67497944831848,16.0,8.0,8.0,10,80,34.937694787979126
17,215.4634414219762,1723.7075313758096,9.655029535293579,18,1800,14400,25.968108415603638,16.0,8.0,8.0,10,80,36.771952867507935
18,151.0875062498289,1208.7000499986311,10.316897630691528,19,1900,15200,27.29981565475464,16.0,8.0,8.0,10,80,38.83916735649109
19,174.36757879438173,1394.9406303550538,10.890398740768433,20,2000,16000,28.74415373802185,16.0,8.0,8.0,10,80,40.95918416976929
20,187.30499966283972,1498.4399973027178,11.958175897598267,21,2200,17600,29.662473678588867,16.0,8.0,8.0,10,80,43.00703811645508
21,188.20231134635443,1505.6184907708355,13.020862102508545,22,2400,19200,30.469250679016113,16.0,8.0,8.0,10,80,44.93879985809326
22,214.85297929385393,1718.8238343508315,13.951731204986572,23,2600,20800,31.226951599121094,16.0,8.0,8.0,10,80,46.68675637245178
23,206.77552406820337,1654.204192545627,14.91896367073059,24,2800,22400,31.924479246139526,16.0,8.0,8.0,10,80,48.419429063797
24,192.30302632948374,1538.42421063587,15.958988904953003,25,3000,24000,32.692622423172,16.0,8.0,8.0,10,80,50.29511332511902
25,196.72057642361742,1573.7646113889393,16.975659370422363,26,3200,25600,33.46530032157898,16.0,8.0,8.0,10,80,52.14433550834656
26,192.90014277899104,1543.2011422319283,18.012465238571167,27,3400,27200,34.269856691360474,16.0,8.0,8.0,10,80,54.04750847816467
27,180.66720983509606,1445.3376786807685,19.119472980499268,28,3600,28800,35.09047484397888,16.0,8.0,8.0,10,80,56.04755234718323
28,190.06301668504548,1520.5041334803639,20.17175555229187,29,3800,30400,35.952293395996094,16.0,8.0,8.0,10,80,58.02735662460327
29,187.81305224017103,1502.5044179213683,21.23664426803589,30,4000,32000,36.77306056022644,16.0,8.0,8.0,10,80,59.97163271903992
30,180.94405485046127,1447.5524388036902,22.34195828437805,31,4200,33600,37.67338991165161,16.0,8.0,8.0,10,80,62.03863978385925
31,179.000007041693,1432.000056333544,23.45927667617798,32,4400,35200,38.51341891288757,16.0,8.0,8.0,10,80,64.05976176261902
32,180.6178067895574,1444.9424543164591,24.566587209701538,33,4600,36800,39.357393980026245,16.0,8.0,8.0,10,80,66.07424783706665
33,181.84775841407645,1454.7820673126116,25.66640830039978,34,4800,38400,40.41330122947693,16.0,8.0,8.0,10,80,68.31058096885681
34,150.05088087685755,1200.4070470148604,26.999289512634277,35,5000,40000,41.37584090232849,16.0,8.0,8.0,10,80,70.68544316291809
35,184.60434748259337,1476.834779860747,28.082687616348267,36,5200,41600,42.33877730369568,14.0,7.0,7.0,10,80,72.80792760848999
36,196.90352450071745,1575.2281960057396,29.098413467407227,37,5400,43200,43.1165554523468,16.0,8.0,8.0,10,80,74.67440700531006
37,176.2134540606296,1409.7076324850368,30.233400583267212,38,5600,44800,43.979116916656494,16.0,8.0,8.0,10,80,76.76379942893982
38,175.8603650829689,1406.8829206637513,31.37066650390625,39,5800,46400,44.755232095718384,16.0,8.0,8.0,10,80,78.73210382461548
39,182.98406443852963,1463.872515508237,32.46365785598755,40,6000,48000,45.63125562667847,16.0,8.0,8.0,10,80,80.77816033363342
40,188.4428733523395,1507.542986818716,33.52498745918274,41,6200,49600,46.40705060958862,16.0,8.0,8.0,10,80,82.66779494285583
41,207.47668220650348,1659.8134576520279,34.488951206207275,42,6400,51200,47.24836015701294,16.0,8.0,8.0,10,80,84.54328346252441
42,196.94383539806512,1575.550683184521,35.50446915626526,43,6600,52800,48.024738788604736,16.0,8.0,8.0,10,80,86.38690423965454
43,184.07207343214898,1472.5765874571919,36.59100008010864,44,6800,54400,48.754754304885864,16.0,8.0,8.0,10,80,88.25586318969727
44,195.39399269911132,1563.1519415928906,37.61457300186157,45,7000,56000,49.53056454658508,16.0,8.0,8.0,10,80,90.11852073669434
45,186.27430211599642,1490.1944169279714,38.68825840950012,46,7200,57600,50.35269522666931,16.0,8.0,8.0,10,80,92.09537768363953
46,188.41108732809408,1507.2886986247527,39.74976706504822,47,7400,59200,51.08370018005371,16.0,8.0,8.0,10,80,93.95086979866028
47,183.70669501927708,1469.6535601542166,40.83845901489258,48,7600,60800,51.90963125228882,16.0,8.0,8.0,10,80,95.92646884918213
48,180.10704298895905,1440.8563439116724,41.948909759521484,49,7800,62400,52.670830965042114,16.0,8.0,8.0,10,80,97.86074638366699
49,197.96283911186543,1583.7027128949235,42.959200382232666,50,8000,64000,53.44297695159912,16.0,8.0,8.0,10,80,99.7048122882843
50,181.47332332143935,1451.7865865715148,44.0612907409668,51,8200,65600,54.2769455909729,16.0,8.0,8.0,10,80,101.7049617767334
51,180.68581105312936,1445.4864884250348,45.16818451881409,52,8400,67200,55.03076887130737,16.0,8.0,8.0,10,80,103.63826656341553
52,173.4910495613195,1387.928396490556,46.32098174095154,53,8600,68800,55.87094020843506,16.0,8.0,8.0,10,80,105.68985390663147
53,186.48022959325448,1491.8418367460358,47.393481492996216,54,8800,70400,56.658618211746216,16.0,8.0,8.0,10,80,107.61453652381897
54,182.5006961849067,1460.0055694792536,48.489367723464966,55,9000,72000,57.51092982292175,16.0,8.0,8.0,10,80,109.63035917282104
55,170.32595930341162,1362.607674427293,49.66358685493469,56,9200,73600,58.35260605812073,16.0,8.0,8.0,10,80,111.72349429130554
56,166.78369972520858,1334.2695978016686,50.86274480819702,57,9400,75200,59.19529747962952,16.0,8.0,8.0,10,80,113.84094405174255
57,185.91624712214175,1487.329976977134,51.93849802017212,58,9600,76800,60.008498191833496,16.0,8.0,8.0,10,80,115.78704643249512
58,184.78213126818804,1478.2570501455043,53.020853757858276,59,9800,78400,60.79477381706238,16.0,8.0,8.0,10,80,117.72067594528198
59,182.72892447163736,1461.8313957730988,54.115371227264404,60,10000,80000,61.63078188896179,16.0,8.0,8.0,10,80,119.74909853935242
60,168.2069413018771,1345.6555304150168,55.30438280105591,61,10200,81600,62.44292163848877,16.0,8.0,8.0,10,80,121.8154284954071
61,187.01190765741313,1496.095261259305,56.373833417892456,62,10400,83200,63.26757621765137,16.0,8.0,8.0,10,80,123.78878569602966
62,160.86904410096582,1286.9523528077266,57.61708068847656,63,10600,84800,64.13678908348083,16.0,8.0,8.0,10,80,125.95926642417908
63,186.90061564896246,1495.2049251916997,58.68716812133789,64,10800,86400,64.93516540527344,16.0,8.0,8.0,10,80,127.89332938194275
64,179.1017804262006,1432.8142434096048,59.80385160446167,65,11000,88000,65.77651691436768,16.0,8.0,8.0,10,80,129.90551137924194
65,157.02849051860386,1256.2279241488309,61.07750582695007,66,11200,89600,66.57653164863586,16.0,8.0,8.0,10,80,132.04412603378296
66,183.69309797152962,1469.544783772237,62.16627836227417,67,11400,91200,67.50199007987976,16.0,8.0,8.0,10,80,134.1349048614502
67,188.0003594786842,1504.0028758294736,63.23010611534119,68,11600,92800,68.32550835609436,16.0,8.0,8.0,10,80,136.09526371955872
68,177.74726543744313,1421.978123499545,64.35529923439026,69,11800,94400,69.10870885848999,16.0,8.0,8.0,10,80,138.0626256465912
69,184.08495910177967,1472.6796728142374,65.44175410270691,70,12000,96000,69.95246148109436,16.0,8.0,8.0,10,80,140.07327604293823
70,176.8221287352232,1414.5770298817856,66.57283425331116,71,12200,97600,70.79802465438843,16.0,8.0,8.0,10,80,142.11050009727478
71,181.97884833613577,1455.8307866890862,67.67186307907104,72,12400,99200,71.58567428588867,16.0,8.0,8.0,10,80,144.06221532821655
72,191.3074969862359,1530.4599758898871,68.71730041503906,73,12600,100800,72.34781122207642,16.0,8.0,8.0,10,80,145.9323136806488
73,190.0376128493087,1520.3009027944695,69.76972365379333,74,12800,102400,73.16142797470093,16.0,8.0,8.0,10,80,147.8552439212799
74,189.72291109022834,1517.7832887218267,70.82389259338379,75,13000,104000,73.96409201622009,16.0,8.0,8.0,10,80,149.79214072227478
75,182.61706466304608,1460.9365173043686,71.91908049583435,76,13200,105600,74.72010779380798,16.0,8.0,8.0,10,80,151.70663356781006
76,195.58150270688682,1564.6520216550946,72.9416720867157,77,13400,107200,75.55107140541077,16.0,8.0,8.0,10,80,153.62863516807556
77,191.92148719678121,1535.3718975742497,73.98376488685608,78,13600,108800,76.40932321548462,16.0,8.0,8.0,10,80,155.58163809776306
78,189.29085835196656,1514.3268668157325,75.04033994674683,79,13800,110400,77.19625067710876,16.0,8.0,8.0,10,80,157.47783732414246
79,196.5945762765886,1572.756610212709,76.05766201019287,80,14000,112000,78.02389621734619,16.0,8.0,8.0,10,80,159.41475296020508
80,197.28695999019752,1578.2956799215801,77.07141375541687,81,14200,113600,78.83320260047913,16.0,8.0,8.0,10,80,161.29937720298767
81,193.39502866940353,1547.1602293552282,78.10556650161743,82,14400,115200,79.62756872177124,16.0,8.0,8.0,10,80,163.19153380393982
82,173.64055078235046,1389.1244062588037,79.25737118721008,83,14600,116800,80.42618370056152,16.0,8.0,8.0,10,80,165.20107126235962
83,180.06737655180942,1440.5390124144753,80.36806654930115,84,14800,118400,81.22627353668213,16.0,8.0,8.0,10,80,167.18177270889282
84,178.97300664806232,1431.7840531844986,81.4855535030365,85,15000,120000,82.06651401519775,16.0,8.0,8.0,10,80,169.20667576789856
85,197.8267052355189,1582.613641884151,82.49653935432434,86,15200,121600,82.90834093093872,16.0,8.0,8.0,10,80,171.12581968307495
86,199.89267389735772,1599.1413911788618,83.49707627296448,87,15400,123200,83.73642158508301,16.0,8.0,8.0,10,80,173.01905488967896
87,203.55950954158507,1628.4760763326806,84.47958993911743,88,15600,124800,84.53650879859924,16.0,8.0,8.0,10,80,174.87091302871704
