,sampling/learner/mean_reward,sampling/learner/learner/mean_reward,sampling/learner/partner/mean_reward,sampling/learner/episodes,sampling/learner/samples,sampling/partner/mean_reward,sampling/partner/response/mean_reward,sampling/partner/partner/mean_reward,sampling/partner/episodes,sampling/partner/samples,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/learner/mean_reward,eval/learner/learner/mean_reward,eval/learner/partner/mean_reward,eval/learner/episodes,eval/learner/samples,eval/partner/mean_reward,eval/partner/response/mean_reward,eval/partner/partner/mean_reward,eval/partner/episodes,eval/partner/samples,total_time_s
10,0.0,0.0,0.0,100,1000,19.62,9.81,9.81,100,1000,226.06964316032588,2260.6964316032586,10.96533727645874,11,2200,22000,28.414937257766724,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,40.67801237106323
11,0.08,0.04,0.04,100,1000,19.56,9.78,9.78,100,1000,216.88257259726495,2168.8257259726497,11.887495279312134,12,2400,24000,31.01472043991089,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,44.29820466041565
12,0.06,0.03,0.03,100,1000,19.72,9.86,9.86,100,1000,229.34444722097217,2293.444472209722,12.759546041488647,13,2600,26000,32.905409812927246,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,47.163007736206055
13,0.12,0.06,0.06,100,1000,19.56,9.78,9.78,100,1000,227.51044104481235,2275.1044104481234,13.63862657546997,14,2800,28000,34.473435401916504,4.0,2.0,2.0,10,100,20.0,10.0,10.0,10,100,49.73644685745239
14,3.64,1.82,1.82,100,1000,19.64,9.82,9.82,100,1000,224.64812231026937,2246.481223102694,14.528907775878906,15,3000,30000,36.67543029785156,6.0,3.0,3.0,10,100,20.0,10.0,10.0,10,100,52.99596047401428
15,5.86,2.93,2.93,100,1000,19.56,9.78,9.78,100,1000,203.05445546112267,2030.5445546112267,15.513865232467651,16,3200,32000,38.9182345867157,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,56.3130841255188
16,0.02,0.01,0.01,100,1000,19.52,9.76,9.76,100,1000,205.02995791666729,2050.2995791666726,16.48933243751526,17,3400,34000,41.326146602630615,6.0,3.0,3.0,10,100,20.0,10.0,10.0,10,100,59.792160511016846
17,6.0,3.0,3.0,100,1000,19.44,9.72,9.72,100,1000,204.2527661485074,2042.5276614850738,17.46851134300232,18,3600,36000,43.453625202178955,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,62.98845434188843
18,0.08,0.04,0.04,100,1000,19.7,9.85,9.85,100,1000,219.96750024321062,2199.6750024321063,18.377736568450928,19,3800,38000,45.443363666534424,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,65.98459315299988
19,2.06,1.03,1.03,100,1000,19.52,9.76,9.76,100,1000,205.6171474428895,2056.1714744288947,19.350418090820312,20,4000,40000,48.515164852142334,2.0,1.0,1.0,10,100,20.0,10.0,10.0,10,100,70.12447619438171
20,2.04,1.02,1.02,100,1000,19.7,9.85,9.85,100,1000,230.10636298924575,2301.0636298924574,20.219581365585327,21,4200,42000,51.06716060638428,0.0,0.0,0.0,10,100,20.0,10.0,10.0,10,100,73.63411903381348
21,0.04,0.02,0.02,100,1000,19.58,9.79,9.79,100,1000,208.29550987854532,2082.955098785453,21.179755687713623,22,4400,44000,53.91552209854126,6.0,3.0,3.0,10,100,20.0,10.0,10.0,10,100,77.55270457267761
22,5.86,2.93,2.93,100,1000,19.68,9.84,9.84,100,1000,197.10603150554314,1971.0603150554314,22.194437980651855,23,4600,46000,56.25767517089844,14.0,7.0,7.0,10,100,20.0,10.0,10.0,10,100,81.01465082168579
23,13.64,6.82,6.82,100,1000,19.66,9.83,9.83,100,1000,203.61613324870171,2036.161332487017,23.17667841911316,24,4800,48000,58.84336733818054,16.0,8.0,8.0,10,100,20.0,10.0,10.0,10,100,84.67127323150635
24,15.68,7.84,7.84,100,1000,19.66,9.83,9.83,100,1000,227.71245378488868,2277.1245378488866,24.05497908592224,25,5000,50000,60.73098301887512,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,87.55325293540955
25,17.38,8.69,8.69,100,1000,19.58,9.79,9.79,100,1000,206.5162630848162,2065.162630848162,25.023425817489624,26,5200,52000,63.28334879875183,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,91.1786379814148
26,17.62,8.81,8.81,100,1000,19.64,9.82,9.82,100,1000,210.06616805027,2100.6616805026997,25.97550678253174,27,5400,54000,66.10781168937683,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,95.0459349155426
27,17.62,8.81,8.81,100,1000,19.56,9.78,9.78,100,1000,209.14971146761943,2091.497114676194,26.93175959587097,28,5600,56000,68.8881766796112,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,98.88526916503906
28,17.68,8.84,8.84,100,1000,19.68,9.84,9.84,100,1000,206.23954801704278,2062.395480170428,27.901505708694458,29,5800,58000,71.4330403804779,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,102.49405646324158
29,17.64,8.82,8.82,100,1000,19.76,9.88,9.88,100,1000,212.12971343069654,2121.2971343069653,28.844325065612793,30,6000,60000,73.53304314613342,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,105.6271402835846
30,17.58,8.79,8.79,100,1000,19.74,9.87,9.87,100,1000,209.8943973417305,2098.943973417305,29.79718518257141,31,6200,62000,75.32813048362732,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,108.49255108833313
31,17.72,8.86,8.86,100,1000,19.6,9.8,9.8,100,1000,193.50298756831108,1935.0298756831107,30.830760955810547,32,6400,64000,77.26846194267273,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,111.59896326065063
32,17.74,8.87,8.87,100,1000,19.52,9.76,9.76,100,1000,226.22468135186688,2262.2468135186687,31.714837789535522,33,6600,66000,79.33200740814209,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,114.67137694358826
33,17.56,8.78,8.78,100,1000,19.64,9.82,9.82,100,1000,222.32727022148956,2223.2727022148956,32.61441254615784,34,6800,68000,81.36482906341553,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,117.7141535282135
34,17.68,8.84,8.84,100,1000,19.7,9.85,9.85,100,1000,213.0244820728817,2130.244820728817,33.553271770477295,35,7000,70000,83.8841347694397,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,121.29955983161926
35,17.72,8.86,8.86,100,1000,19.52,9.76,9.76,100,1000,221.51982535320317,2215.1982535320317,34.45612549781799,36,7200,72000,85.90855312347412,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,124.32206439971924
36,17.68,8.84,8.84,100,1000,19.64,9.82,9.82,100,1000,200.27656599766217,2002.7656599766217,35.45474457740784,37,7400,74000,88.90522527694702,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,128.41547870635986
37,17.56,8.78,8.78,100,1000,19.32,9.66,9.66,100,1000,205.41086664222877,2054.1086664222876,36.4284029006958,38,7600,76000,91.3658218383789,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,131.9395046234131
38,17.56,8.78,8.78,100,1000,19.7,9.85,9.85,100,1000,216.41285318685334,2164.128531868533,37.35256242752075,39,7800,78000,94.22444224357605,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,135.8155393600464
39,17.64,8.82,8.82,100,1000,19.5,9.75,9.75,100,1000,186.02261558822173,1860.2261558822172,38.42770051956177,40,8000,80000,96.31639099121094,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,139.08393597602844
40,17.56,8.78,8.78,100,1000,19.68,9.84,9.84,100,1000,147.95192792716523,1479.5192792716523,39.77949094772339,41,8200,82000,98.44658041000366,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,142.76147747039795
41,17.6,8.8,8.8,100,1000,19.72,9.86,9.86,100,1000,182.63396214255826,1826.3396214255824,40.87457752227783,42,8400,84000,101.61703419685364,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,147.15106439590454
42,17.62,8.81,8.81,100,1000,19.72,9.86,9.86,100,1000,212.9986811695695,2129.986811695695,41.81355047225952,43,8600,86000,104.48300528526306,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,151.13540601730347
43,17.6,8.8,8.8,100,1000,19.66,9.83,9.83,100,1000,195.5627628674958,1955.6276286749578,42.83624005317688,44,8800,88000,106.38361763954163,18.0,9.0,9.0,10,100,20.0,10.0,10.0,10,100,154.16038012504578
44,17.64,8.82,8.82,100,1000,19.68,9.84,9.84,100,1000,206.0657751225791,2060.6577512257913,43.806803941726685,45,9000,90000,108.9264166355133,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,157.7720627784729
45,19.54,9.77,9.77,100,1000,19.74,9.87,9.87,100,1000,210.5715418176871,2105.7154181768706,44.75659990310669,46,9200,92000,111.53257751464844,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,161.425874710083
46,19.72,9.86,9.86,100,1000,19.52,9.76,9.76,100,1000,183.1845776228785,1831.845776228785,45.84839487075806,47,9400,94000,114.644615650177,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,165.74828553199768
47,19.74,9.87,9.87,100,1000,19.7,9.85,9.85,100,1000,181.40535275680253,1814.0535275680254,46.95089817047119,48,9600,96000,117.70627427101135,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,170.0104465484619
48,19.64,9.82,9.82,100,1000,19.62,9.81,9.81,100,1000,205.75139929262753,2057.5139929262755,47.92294502258301,49,9800,98000,120.22603106498718,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,173.59698152542114
49,19.74,9.87,9.87,100,1000,19.68,9.84,9.84,100,1000,183.09869238418779,1830.9869238418778,49.015252113342285,50,10000,100000,123.47860717773438,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,178.05722761154175
50,19.6,9.8,9.8,100,1000,19.64,9.82,9.82,100,1000,168.15868956383142,1681.5868956383142,50.20460486412048,51,10200,102000,126.02079772949219,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,181.88854026794434
51,19.68,9.84,9.84,100,1000,19.66,9.83,9.83,100,1000,192.1217470726918,1921.2174707269178,51.24561142921448,52,10400,104000,129.04387068748474,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,186.04841709136963
52,19.52,9.76,9.76,100,1000,19.62,9.81,9.81,100,1000,189.74535521746074,1897.4535521746075,52.29965567588806,53,10600,106000,131.48728680610657,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,189.65395069122314
53,19.46,9.73,9.73,100,1000,19.68,9.84,9.84,100,1000,176.37558464331633,1763.7558464331632,53.4335994720459,54,10800,108000,134.17372012138367,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,193.56534886360168
54,19.64,9.82,9.82,100,1000,19.74,9.87,9.87,100,1000,196.39730251889145,1963.9730251889146,54.45194339752197,55,11000,110000,136.8234212398529,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,197.3249888420105
55,19.74,9.87,9.87,100,1000,19.68,9.84,9.84,100,1000,207.46965221920544,2074.696522192054,55.415939807891846,56,11200,112000,140.20851683616638,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,201.7807741165161
56,19.66,9.83,9.83,100,1000,19.68,9.84,9.84,100,1000,159.92862072515547,1599.2862072515547,56.66649770736694,57,11400,114000,142.59560227394104,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,205.52614498138428
57,19.54,9.77,9.77,100,1000,19.66,9.83,9.83,100,1000,197.46654752365518,1974.6654752365519,57.67932748794556,58,11600,116000,145.46972727775574,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,209.50573301315308
58,19.7,9.85,9.85,100,1000,19.64,9.82,9.82,100,1000,189.1451452995269,1891.4514529952687,58.736716508865356,59,11800,118000,148.29245615005493,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,213.51436519622803
59,19.72,9.86,9.86,100,1000,19.7,9.85,9.85,100,1000,189.7223103643793,1897.223103643793,59.79088878631592,60,12000,120000,150.54432606697083,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,216.91502356529236
60,19.74,9.87,9.87,100,1000,19.74,9.87,9.87,100,1000,201.3055595951335,2013.055595951335,60.7844033241272,61,12200,122000,153.91027355194092,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,221.43494153022766
61,19.68,9.84,9.84,100,1000,19.7,9.85,9.85,100,1000,205.66292064310852,2056.629206431085,61.75686836242676,62,12400,124000,156.3607943058014,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,224.95860767364502
62,19.58,9.79,9.79,100,1000,19.76,9.88,9.88,100,1000,185.8887265816681,1858.887265816681,62.832780838012695,63,12600,126000,158.94038128852844,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,228.7909574508667
63,19.64,9.82,9.82,100,1000,19.64,9.82,9.82,100,1000,148.2829467703158,1482.829467703158,64.18155360221863,64,12800,128000,161.11122798919678,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,232.45165872573853
64,19.72,9.86,9.86,100,1000,19.64,9.82,9.82,100,1000,205.53351781332893,2055.335178133289,65.15463089942932,65,13000,130000,163.45178890228271,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,235.89105463027954
65,19.74,9.87,9.87,100,1000,19.78,9.89,9.89,100,1000,216.5442476665357,2165.442476665357,66.07822966575623,66,13200,132000,165.40470957756042,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,238.87353920936584
66,19.64,9.82,9.82,100,1000,19.6,9.8,9.8,100,1000,205.27359263926783,2052.7359263926783,67.05253911018372,67,13400,134000,167.25117015838623,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,241.78459882736206
67,19.68,9.84,9.84,100,1000,19.68,9.84,9.84,100,1000,218.3385918545931,2183.385918545931,67.96854758262634,68,13600,136000,169.30814790725708,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,244.8493673801422
68,19.68,9.84,9.84,100,1000,19.66,9.83,9.83,100,1000,218.1991086426908,2181.9910864269077,68.88514161109924,69,13800,138000,172.27989196777344,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,248.85164546966553
69,19.48,9.74,9.74,100,1000,19.58,9.79,9.79,100,1000,209.9189263179916,2099.189263179916,69.83789038658142,70,14000,140000,174.5091314315796,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,252.13445210456848
70,19.6,9.8,9.8,100,1000,19.58,9.79,9.79,100,1000,215.11876834198225,2151.1876834198224,70.76760935783386,71,14200,142000,177.48850560188293,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,256.15177631378174
71,19.6,9.8,9.8,100,1000,19.66,9.83,9.83,100,1000,161.57871845851054,1615.7871845851053,72.0053961277008,72,14400,144000,179.7623028755188,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,259.770122051239
72,19.58,9.79,9.79,100,1000,19.74,9.87,9.87,100,1000,221.80648126138138,2218.0648126138135,72.90708303451538,73,14600,146000,181.87047958374023,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,262.87793016433716
73,19.56,9.78,9.78,100,1000,19.64,9.82,9.82,100,1000,204.62065718767,2046.2065718766999,73.88450145721436,74,14800,148000,185.54775738716125,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,267.6817317008972
74,19.52,9.76,9.76,100,1000,19.48,9.74,9.74,100,1000,176.4505262316513,1764.5052623165132,75.01796364784241,75,15000,150000,187.74950003623962,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,271.21875834465027
75,19.62,9.81,9.81,100,1000,19.72,9.86,9.86,100,1000,175.16759575886257,1751.6759575886258,76.1597273349762,76,15200,152000,191.0398826599121,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,275.7515411376953
76,19.56,9.78,9.78,100,1000,19.56,9.78,9.78,100,1000,192.31814837732435,1923.1814837732434,77.19967079162598,77,15400,154000,192.84729957580566,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,278.69315671920776
77,19.68,9.84,9.84,100,1000,19.8,9.9,9.9,100,1000,162.30290903202078,1623.0290903202076,78.43193459510803,78,15600,156000,194.96325516700745,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,282.1697337627411
78,19.8,9.9,9.9,100,1000,19.72,9.86,9.86,100,1000,179.22549347000316,1792.2549347000318,79.54784727096558,79,15800,158000,196.3019096851349,20.0,10.0,10.0,10,100,20.0,10.0,10.0,10,100,284.750275850296
79,19.68,9.84,9.84,100,1000,19.64,9.82,9.82,100,1000,166.4930604140629,1664.9306041406292,80.74909853935242,80,16000,160000,198.4951057434082,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,288.2589509487152
80,2.18,1.09,1.09,100,1000,2.18,1.09,1.09,100,1000,197.87948389939638,1978.7948389939638,81.7598147392273,81,16200,162000,200.64863061904907,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,291.53551602363586
81,2.2,1.1,1.1,100,1000,2.28,1.14,1.14,100,1000,204.95606884246084,2049.5606884246085,82.73563361167908,82,16400,164000,203.16615891456604,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,295.12655544281006
82,2.14,1.07,1.07,100,1000,2.12,1.06,1.06,100,1000,194.75635396468078,1947.563539646808,83.76255774497986,83,16600,166000,205.07172012329102,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,298.16038823127747
83,2.28,1.14,1.14,100,1000,2.08,1.04,1.04,100,1000,193.4953104777221,1934.953104777221,84.7961745262146,84,16800,168000,207.72618198394775,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,301.967218875885
84,2.08,1.04,1.04,100,1000,2.18,1.09,1.09,100,1000,198.43092913728543,1984.3092913728542,85.80408191680908,85,17000,170000,210.14359855651855,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,305.4901394844055
85,2.12,1.06,1.06,100,1000,2.18,1.09,1.09,100,1000,197.41896007192042,1974.1896007192045,86.8171558380127,86,17200,172000,213.19705271720886,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,309.6585006713867
86,2.08,1.04,1.04,100,1000,2.16,1.08,1.08,100,1000,200.7892158059542,2007.892158059542,87.81322526931763,87,17400,174000,215.56708812713623,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,313.1482832431793
87,2.1,1.05,1.05,100,1000,2.24,1.12,1.12,100,1000,169.3715012116413,1693.715012116413,88.99406147003174,88,17600,176000,217.69688320159912,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,316.5622787475586
88,2.1,1.05,1.05,100,1000,2.12,1.06,1.06,100,1000,145.48766835100778,1454.8766835100778,90.36874842643738,89,17800,178000,219.98568153381348,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,320.3172733783722
89,2.04,1.02,1.02,100,1000,2.08,1.04,1.04,100,1000,212.8153341767868,2128.153341767868,91.30853033065796,90,18000,180000,222.3589310646057,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,323.72251749038696
90,2.06,1.03,1.03,100,1000,2.24,1.12,1.12,100,1000,211.9778515878487,2119.778515878487,92.25202512741089,91,18200,182000,224.41586065292358,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,326.8180356025696
91,2.16,1.08,1.08,100,1000,2.18,1.09,1.09,100,1000,191.29868435815598,1912.9868435815597,93.29751062393188,92,18400,184000,226.9653820991516,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,330.5154197216034
92,2.06,1.03,1.03,100,1000,2.02,1.01,1.01,100,1000,204.90375253485286,2049.0375253485286,94.27357864379883,93,18600,186000,229.27760529518127,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,333.9450240135193
93,2.1,1.05,1.05,100,1000,2.08,1.04,1.04,100,1000,186.29080756586106,1862.9080756586106,95.34716892242432,94,18800,188000,231.997700214386,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,337.84590888023376
94,2.06,1.03,1.03,100,1000,2.16,1.08,1.08,100,1000,178.3638703685473,1783.638703685473,96.46847224235535,95,19000,190000,234.57808899879456,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,341.6504776477814
95,2.06,1.03,1.03,100,1000,2.12,1.06,1.06,100,1000,200.4717483893879,2004.717483893879,97.46611905097961,96,19200,192000,237.13591885566711,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,345.3126947879791
96,2.14,1.07,1.07,100,1000,2.2,1.1,1.1,100,1000,190.65728813528503,1906.5728813528503,98.51512169837952,97,19400,194000,239.17004323005676,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,348.49747252464294
97,2.12,1.06,1.06,100,1000,2.14,1.07,1.07,100,1000,186.88762424853806,1868.8762424853808,99.58528351783752,98,19600,196000,241.84924030303955,2.0,1.0,1.0,10,100,2.0,1.0,1.0,10,100,352.350136756897
98,2.16,1.08,1.08,100,1000,2.08,1.04,1.04,100,1000,199.39335379890733,1993.933537989073,100.58832597732544,99,19800,198000,244.22004055976868,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,355.8267948627472
99,3.9,1.95,1.95,100,1000,2.1,1.05,1.05,100,1000,150.56115322776628,1505.611532277663,101.9166898727417,100,20000,200000,247.28062891960144,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,360.38465213775635
100,3.98,1.99,1.99,100,1000,2.16,1.08,1.08,100,1000,197.12534623093248,1971.2534623093247,102.93127274513245,101,20200,202000,250.00887036323547,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,364.2242753505707
101,3.92,1.96,1.96,100,1000,2.2,1.1,1.1,100,1000,180.15222059960485,1801.5222059960483,104.04144501686096,102,20400,204000,252.85169744491577,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,368.33181834220886
102,4.1,2.05,2.05,100,1000,2.12,1.06,1.06,100,1000,182.24840603948473,1822.4840603948473,105.13884830474854,103,20600,206000,255.01120114326477,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,371.7976813316345
103,4.04,2.02,2.02,100,1000,2.14,1.07,1.07,100,1000,191.41833489528318,1914.183348952832,106.18368029594421,104,20800,208000,257.33131551742554,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,375.2588484287262
104,4.04,2.02,2.02,100,1000,2.08,1.04,1.04,100,1000,225.98200626119828,2259.820062611983,107.06870651245117,105,21000,210000,259.73283982276917,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,378.654016494751
105,4.16,2.08,2.08,100,1000,2.04,1.02,1.02,100,1000,203.38686843535115,2033.8686843535115,108.05205416679382,106,21200,212000,262.1641080379486,6.0,3.0,3.0,10,100,2.0,1.0,1.0,10,100,382.1762499809265
106,5.84,2.92,2.92,100,1000,2.0,1.0,1.0,100,1000,175.15676939781173,1751.5676939781174,109.19388842582703,107,21400,214000,264.39654874801636,6.0,3.0,3.0,10,100,2.0,1.0,1.0,10,100,385.694269657135
107,5.88,2.94,2.94,100,1000,2.02,1.01,1.01,100,1000,184.8768557696991,1848.768557696991,110.2756896018982,108,21600,216000,267.2183141708374,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,389.69567704200745
108,4.08,2.04,2.04,100,1000,2.0,1.0,1.0,100,1000,198.12236688525937,1981.2236688525938,111.28516674041748,109,21800,218000,270.099618434906,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,393.6989941596985
109,3.98,1.99,1.99,100,1000,2.08,1.04,1.04,100,1000,167.5153255029389,1675.153255029389,112.47908735275269,110,22000,220000,273.389657497406,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,398.29807901382446
110,4.06,2.03,2.03,100,1000,2.06,1.03,1.03,100,1000,190.17763362082354,1901.7763362082353,113.53073573112488,111,22200,222000,276.53761553764343,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,402.5996916294098
111,4.0,2.0,2.0,100,1000,2.08,1.04,1.04,100,1000,208.45451918161936,2084.5451918161934,114.49017763137817,112,22400,224000,278.59669637680054,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,405.7209346294403
112,4.0,2.0,2.0,100,1000,2.08,1.04,1.04,100,1000,178.6820195398526,1786.820195398526,115.60948443412781,113,22600,226000,281.67708683013916,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,410.0742962360382
113,4.0,2.0,2.0,100,1000,2.28,1.14,1.14,100,1000,163.6024249941735,1636.024249941735,116.83196020126343,114,22800,228000,284.7534410953522,4.0,2.0,2.0,10,100,2.0,1.0,1.0,10,100,414.4642219543457
