,sampling/episodes_per_s,sampling/samples_per_s,sampling/total_time_s,total_iterations,total_episodes,total_samples,learning/total_time_s,eval/mean_reward,eval/0/mean_reward,eval/1/mean_reward,eval/episodes,eval/samples,total_time_s
0,168.99337371582,1351.94698972656,0.5917391777038574,1,100,800,1.345550298690796,10.0,5.0,5.0,10,80,2.01784610748291
1,185.90619376457136,1487.2495501165708,1.1296448707580566,2,200,1600,2.596771478652954,16.0,8.0,8.0,10,80,3.88079571723938
2,164.15869872369404,1313.2695897895524,1.7388114929199219,3,300,2400,4.0425591468811035,0.0,0.0,0.0,10,80,6.003126859664917
3,167.8622684657124,1342.8981477256991,2.334537982940674,4,400,3200,5.378434181213379,8.0,4.0,4.0,10,80,8.01762056350708
4,149.8337087835342,1198.6696702682736,3.0019445419311523,5,500,4000,6.689190626144409,12.0,6.0,6.0,10,80,10.06371259689331
5,160.369994249428,1282.959953995424,3.625502586364746,6,600,4800,8.130018711090088,14.0,7.0,7.0,10,80,12.19661283493042
6,155.87769430712297,1247.0215544569837,4.267031192779541,7,700,5600,9.586612462997437,2.0,1.0,1.0,10,80,14.411558389663696
7,125.32034446553881,1002.5627557243105,5.064986228942871,8,800,6400,11.121884822845459,12.0,6.0,6.0,10,80,16.82482123374939
8,137.49841825993514,1099.987346079481,5.792267322540283,9,900,7200,12.690261840820312,10.0,5.0,5.0,10,80,19.20554757118225
9,160.3101091627366,1282.4808733018929,6.416058301925659,10,1000,8000,14.31461477279663,12.0,6.0,6.0,10,80,21.52494740486145
10,143.39986208080205,1147.1988966464164,7.113409042358398,11,1100,8800,15.791872024536133,10.0,5.0,5.0,10,80,23.769533395767212
11,160.3991254789349,1283.1930038314792,7.736853837966919,12,1200,9600,17.248388528823853,0.0,0.0,0.0,10,80,25.94013261795044
12,140.55554624692954,1124.4443699754363,8.4483163356781,13,1300,10400,18.713109254837036,0.0,0.0,0.0,10,80,28.193446397781372
13,169.26323367811727,1354.1058694249382,9.039112091064453,14,1400,11200,20.01255464553833,10.0,5.0,5.0,10,80,30.157551050186157
14,157.036221669353,1256.289773354824,9.675907850265503,15,1500,12000,21.323830604553223,8.0,4.0,4.0,10,80,32.17283034324646
15,150.59931958744377,1204.7945566995502,10.339921474456787,16,1600,12800,22.668742895126343,10.0,5.0,5.0,10,80,34.25080490112305
16,179.39271797051995,1435.1417437641596,10.897357702255249,17,1700,13600,23.992737293243408,6.0,3.0,3.0,10,80,36.20981955528259
17,161.0823457481414,1288.6587659851311,11.518158197402954,18,1800,14400,25.359644412994385,8.0,4.0,4.0,10,80,38.26824998855591
18,158.5275318628961,1268.2202549031688,12.148963451385498,19,1900,15200,26.55634903907776,0.0,0.0,0.0,10,80,40.179285287857056
19,146.55329467690905,1172.4263574152724,12.831309080123901,20,2000,16000,27.754599809646606,0.0,0.0,0.0,10,80,42.15956926345825
20,195.91064991940408,1567.2851993552326,13.852182626724243,21,2200,17600,28.535584449768066,0.0,0.0,0.0,10,80,44.016597270965576
21,182.56436461737712,1460.514916939017,14.947686672210693,22,2400,19200,29.361744165420532,8.0,4.0,4.0,10,80,46.00816106796265
22,201.36746153999417,1610.9396923199533,15.940895795822144,23,2600,20800,30.193673133850098,10.0,5.0,5.0,10,80,47.88698387145996
23,198.6451055574921,1589.1608444599367,16.94771647453308,24,2800,22400,30.948347091674805,4.0,2.0,2.0,10,80,49.70754957199097
24,189.74681448413327,1517.9745158730661,18.001752614974976,25,3000,24000,31.776013135910034,12.0,6.0,6.0,10,80,51.65115165710449
25,197.1001961460635,1576.801569168508,19.016464948654175,26,3200,25600,32.60134792327881,10.0,5.0,5.0,10,80,53.570252656936646
26,193.46309119527677,1547.7047295622142,20.050253868103027,27,3400,27200,33.38607716560364,8.0,4.0,4.0,10,80,55.44544339179993
27,194.9877734698242,1559.9021877585935,21.07595920562744,28,3600,28800,34.20255756378174,6.0,3.0,3.0,10,80,57.342591524124146
28,205.20419615590475,1641.633569247238,22.05059814453125,29,3800,30400,35.04510831832886,2.0,1.0,1.0,10,80,59.22735905647278
29,197.10501260835525,1576.840100866842,23.065285682678223,30,4000,32000,35.86206388473511,8.0,4.0,4.0,10,80,61.14404225349426
30,185.06010487744075,1480.480839019526,24.146015644073486,31,4200,33600,36.68213510513306,0.0,0.0,0.0,10,80,63.10211181640625
31,174.55908713129978,1396.4726970503982,25.291759490966797,32,4400,35200,37.443655252456665,2.0,1.0,1.0,10,80,65.06570386886597
